Date,BALMLAWRIE
2014-01-01,320.9
2014-01-02,321.6
2014-01-03,318.7
2014-01-06,315.4
2014-01-07,315.45
2014-01-08,317.45
2014-01-09,316.55
2014-01-10,314.75
2014-01-13,314.2
2014-01-14,312.7
2014-01-15,312.75
2014-01-16,311.0
2014-01-17,313.75
2014-01-20,311.35
2014-01-21,311.3
2014-01-22,310.25
2014-01-23,309.55
2014-01-24,308.7
2014-01-27,306.0
2014-01-28,305.85
2014-01-29,304.1
2014-01-30,303.45
2014-01-31,300.65
2014-02-03,300.45
2014-02-04,301.75
2014-02-05,300.45
2014-02-06,304.7
2014-02-07,304.35
2014-02-10,300.15
2014-02-11,299.75
2014-02-12,299.2
2014-02-13,296.7
2014-02-14,295.85
2014-02-17,296.1
2014-02-18,291.0
2014-02-19,290.2
2014-02-20,288.0
2014-02-21,289.3
2014-02-24,293.9
2014-02-25,292.35
2014-02-26,290.15
2014-02-28,289.6
2014-03-03,288.2
2014-03-04,290.5
2014-03-05,300.75
2014-03-06,306.35
2014-03-07,306.75
2014-03-10,305.7
2014-03-11,306.6
2014-03-12,305.5
2014-03-13,302.2
2014-03-14,301.55
2014-03-18,301.3
2014-03-19,301.4
2014-03-20,304.05
2014-03-21,303.8
2014-03-22,304.45
2014-03-24,308.1
2014-03-25,306.2
2014-03-26,308.9
2014-03-27,307.05
2014-03-28,308.95
2014-03-31,303.55
2014-04-01,306.4
2014-04-02,317.5
2014-04-03,318.45
2014-04-04,318.35
2014-04-07,319.4
2014-04-09,326.0
2014-04-10,328.3
2014-04-11,339.85
2014-04-15,340.85
2014-04-16,336.65
2014-04-17,336.4
2014-04-21,339.7
2014-04-22,349.75
2014-04-23,354.35
2014-04-25,346.85
2014-04-28,355.85
2014-04-29,348.15
2014-04-30,340.45
2014-05-02,342.3
2014-05-05,341.2
2014-05-06,337.35
2014-05-07,336.65
2014-05-08,340.8
2014-05-09,345.25
2014-05-12,341.7
2014-05-13,348.25
2014-05-14,356.35
2014-05-15,351.25
2014-05-16,351.8
2014-05-19,384.2
2014-05-20,422.7
2014-05-21,421.85
2014-05-22,425.8
2014-05-23,455.6
2014-05-26,439.0
2014-05-27,431.35
2014-05-28,434.2
2014-05-29,427.25
2014-05-30,447.45
2014-06-02,471.6
2014-06-03,463.05
2014-06-04,461.5
2014-06-05,464.05
2014-06-06,474.75
2014-06-09,481.35
2014-06-10,492.5
2014-06-11,493.4
2014-06-12,521.05
2014-06-13,501.7
2014-06-16,542.2
2014-06-17,555.75
2014-06-18,546.4
2014-06-19,545.45
2014-06-20,538.25
2014-06-23,529.6
2014-06-24,526.1
2014-06-25,519.2
2014-06-26,513.95
2014-06-27,524.7
2014-06-30,551.95
2014-07-01,570.5
2014-07-02,580.55
2014-07-03,588.55
2014-07-04,583.35
2014-07-07,563.35
2014-07-08,517.75
2014-07-09,516.45
2014-07-10,530.2
2014-07-11,513.0
2014-07-14,498.85
2014-07-15,519.5
2014-07-16,521.95
2014-07-17,562.7
2014-07-18,578.35
2014-07-21,571.95
2014-07-22,572.45
2014-07-23,569.95
2014-07-24,567.75
2014-07-25,554.05
2014-07-28,549.05
2014-07-30,550.2
2014-07-31,548.2
2014-08-01,548.2
2014-08-04,554.3
2014-08-05,569.25
2014-08-06,586.6
2014-08-07,574.05
2014-08-08,542.3
2014-08-11,523.8
2014-08-12,540.05
2014-08-13,525.4
2014-08-14,545.4
2014-08-18,549.35
2014-08-19,546.25
2014-08-20,556.2
2014-08-21,545.9
2014-08-22,549.9
2014-08-25,560.7
2014-08-26,561.55
2014-08-27,568.6
2014-08-28,576.85
2014-09-01,588.05
2014-09-02,586.15
2014-09-03,596.65
2014-09-04,592.45
2014-09-05,598.05
2014-09-08,615.4
2014-09-09,594.75
2014-09-10,615.75
2014-09-11,614.35
2014-09-12,614.4
2014-09-15,626.5
2014-09-16,598.25
2014-09-17,592.75
2014-09-18,601.2
2014-09-19,610.95
2014-09-22,634.65
2014-09-23,618.8
2014-09-24,609.5
2014-09-25,584.0
2014-09-26,595.2
2014-09-29,611.15
2014-09-30,604.7
2014-10-01,599.35
2014-10-07,599.35
2014-10-08,590.0
2014-10-09,596.0
2014-10-10,588.55
2014-10-13,583.65
2014-10-14,586.25
2014-10-16,569.15
2014-10-17,569.0
2014-10-20,572.75
2014-10-21,584.9
2014-10-22,581.95
2014-10-23,579.9
2014-10-27,584.5
2014-10-28,580.75
2014-10-29,618.3
2014-10-30,627.85
2014-10-31,622.8
2014-11-03,641.2
2014-11-05,602.4
2014-11-07,574.9
2014-11-10,559.2
2014-11-11,574.4
2014-11-12,567.5
2014-11-13,570.95
2014-11-14,565.55
2014-11-17,580.8
2014-11-18,645.3
2014-11-19,647.55
2014-11-20,647.0
2014-11-21,626.9
2014-11-24,640.7
2014-11-25,610.15
2014-11-26,608.25
2014-11-27,611.85
2014-11-28,611.05
2014-12-01,597.1
2014-12-02,608.75
2014-12-03,619.1
2014-12-04,611.9
2014-12-05,602.85
2014-12-08,602.7
2014-12-09,595.35
2014-12-10,599.15
2014-12-11,600.2
2014-12-12,581.45
2014-12-15,581.7
2014-12-16,560.55
2014-12-17,559.0
2014-12-18,570.4
2014-12-19,581.2
2014-12-22,575.85
2014-12-23,571.85
2014-12-24,576.2
2014-12-26,611.6
2014-12-29,607.45
2014-12-30,603.75
2014-12-31,610.6
