Date,AMARAJABAT
2014-01-01,337.4
2014-01-02,334.75
2014-01-03,327.25
2014-01-06,329.4
2014-01-07,328.55
2014-01-08,332.25
2014-01-09,339.4
2014-01-10,338.8
2014-01-13,340.0
2014-01-14,334.55
2014-01-15,325.45
2014-01-16,327.9
2014-01-17,318.75
2014-01-20,317.9
2014-01-21,332.8
2014-01-22,331.95
2014-01-23,339.2
2014-01-24,343.2
2014-01-27,335.2
2014-01-28,337.3
2014-01-29,334.45
2014-01-30,328.65
2014-01-31,332.9
2014-02-03,327.0
2014-02-04,336.35
2014-02-05,354.45
2014-02-06,351.3
2014-02-07,352.7
2014-02-10,351.65
2014-02-11,365.5
2014-02-12,375.75
2014-02-13,370.05
2014-02-14,379.9
2014-02-17,369.55
2014-02-18,371.85
2014-02-19,379.0
2014-02-20,383.25
2014-02-21,388.55
2014-02-24,389.2
2014-02-25,398.75
2014-02-26,394.9
2014-02-28,394.4
2014-03-03,392.0
2014-03-04,394.45
2014-03-05,387.6
2014-03-06,388.05
2014-03-07,376.05
2014-03-10,368.25
2014-03-11,365.8
2014-03-12,369.6
2014-03-13,373.75
2014-03-14,366.5
2014-03-18,367.8
2014-03-19,367.2
2014-03-20,366.85
2014-03-21,364.35
2014-03-22,364.55
2014-03-24,360.3
2014-03-25,366.95
2014-03-26,386.55
2014-03-27,394.4
2014-03-28,393.4
2014-03-31,394.4
2014-04-01,386.55
2014-04-02,401.2
2014-04-03,395.9
2014-04-04,393.25
2014-04-07,401.45
2014-04-09,398.85
2014-04-10,398.1
2014-04-11,405.4
2014-04-15,408.8
2014-04-16,409.3
2014-04-17,404.0
2014-04-21,407.4
2014-04-22,406.4
2014-04-23,407.05
2014-04-25,407.0
2014-04-28,404.15
2014-04-29,415.9
2014-04-30,409.15
2014-05-02,411.4
2014-05-05,405.25
2014-05-06,404.95
2014-05-07,398.9
2014-05-08,398.05
2014-05-09,400.1
2014-05-12,400.3
2014-05-13,399.1
2014-05-14,391.85
2014-05-15,383.7
2014-05-16,384.45
2014-05-19,383.9
2014-05-20,390.15
2014-05-21,394.95
2014-05-22,394.4
2014-05-23,398.25
2014-05-26,396.1
2014-05-27,400.05
2014-05-28,392.05
2014-05-29,415.05
2014-05-30,407.25
2014-06-02,415.3
2014-06-03,420.35
2014-06-04,417.8
2014-06-05,414.35
2014-06-06,430.35
2014-06-09,457.45
2014-06-10,457.25
2014-06-11,473.4
2014-06-12,488.4
2014-06-13,493.0
2014-06-16,482.15
2014-06-17,474.55
2014-06-18,483.0
2014-06-19,482.15
2014-06-20,481.65
2014-06-23,479.0
2014-06-24,484.85
2014-06-25,480.7
2014-06-26,472.35
2014-06-27,470.0
2014-06-30,470.8
2014-07-01,470.8
2014-07-02,486.05
2014-07-03,496.55
2014-07-04,496.9
2014-07-07,499.45
2014-07-08,482.05
2014-07-09,466.05
2014-07-10,467.6
2014-07-11,461.7
2014-07-14,456.0
2014-07-15,458.85
2014-07-16,471.1
2014-07-17,483.95
2014-07-18,481.8
2014-07-21,479.4
2014-07-22,480.6
2014-07-23,488.75
2014-07-24,495.8
2014-07-25,494.6
2014-07-28,491.7
2014-07-30,492.7
2014-07-31,488.55
2014-08-01,481.9
2014-08-04,485.95
2014-08-05,497.7
2014-08-06,518.2
2014-08-07,524.5
2014-08-08,522.8
2014-08-11,529.6
2014-08-12,536.65
2014-08-13,532.85
2014-08-14,538.75
2014-08-18,576.75
2014-08-19,595.0
2014-08-20,598.0
2014-08-21,570.8
2014-08-22,559.75
2014-08-25,544.65
2014-08-26,558.9
2014-08-27,549.25
2014-08-28,552.15
2014-09-01,557.0
2014-09-02,562.7
2014-09-03,585.45
2014-09-04,598.1
2014-09-05,576.9
2014-09-08,591.05
2014-09-09,587.9
2014-09-10,592.6
2014-09-11,599.2
2014-09-12,651.75
2014-09-15,628.85
2014-09-16,616.8
2014-09-17,617.45
2014-09-18,640.7
2014-09-19,638.75
2014-09-22,642.4
2014-09-23,636.8
2014-09-24,629.7
2014-09-25,613.7
2014-09-26,593.15
2014-09-29,593.85
2014-09-30,598.45
2014-10-01,609.75
2014-10-07,578.65
2014-10-08,567.95
2014-10-09,587.8
2014-10-10,580.4
2014-10-13,582.05
2014-10-14,582.1
2014-10-16,586.75
2014-10-17,590.15
2014-10-20,597.75
2014-10-21,610.8
2014-10-22,629.2
2014-10-23,628.05
2014-10-27,627.3
2014-10-28,659.3
2014-10-29,653.0
2014-10-30,650.75
2014-10-31,654.65
2014-11-03,643.35
2014-11-05,650.9
2014-11-07,665.0
2014-11-10,694.85
2014-11-11,703.6
2014-11-12,718.45
2014-11-13,702.15
2014-11-14,698.55
2014-11-17,699.95
2014-11-18,726.75
2014-11-19,782.0
2014-11-20,734.75
2014-11-21,721.55
2014-11-24,744.05
2014-11-25,765.55
2014-11-26,749.1
2014-11-27,771.1
2014-11-28,747.45
2014-12-01,733.1
2014-12-02,726.1
2014-12-03,756.6
2014-12-04,743.1
2014-12-05,740.1
2014-12-08,733.45
2014-12-09,728.5
2014-12-10,721.4
2014-12-11,724.05
2014-12-12,759.1
2014-12-15,770.35
2014-12-16,743.8
2014-12-17,719.35
2014-12-18,758.05
2014-12-19,796.65
2014-12-22,817.15
2014-12-23,797.7
2014-12-24,794.45
2014-12-26,818.65
2014-12-29,803.25
2014-12-30,817.2
2014-12-31,821.4
