Date,MONSANTO
2014-01-01,847.75
2014-01-02,833.6
2014-01-03,832.85
2014-01-06,855.8
2014-01-07,856.8
2014-01-08,855.05
2014-01-09,845.85
2014-01-10,835.95
2014-01-13,835.65
2014-01-14,835.25
2014-01-15,835.75
2014-01-16,836.4
2014-01-17,835.25
2014-01-20,836.7
2014-01-21,839.55
2014-01-22,843.0
2014-01-23,835.05
2014-01-24,841.75
2014-01-27,820.75
2014-01-28,827.85
2014-01-29,822.8
2014-01-30,818.15
2014-01-31,943.1
2014-02-03,1068.55
2014-02-04,1240.75
2014-02-05,1160.95
2014-02-06,1182.15
2014-02-07,1159.15
2014-02-10,1163.3
2014-02-11,1144.95
2014-02-12,1137.85
2014-02-13,1118.9
2014-02-14,1089.0
2014-02-17,1092.5
2014-02-18,1201.75
2014-02-19,1265.65
2014-02-20,1241.85
2014-02-21,1286.5
2014-02-24,1265.95
2014-02-25,1319.2
2014-02-26,1334.55
2014-02-28,1468.0
2014-03-03,1614.8
2014-03-04,1720.25
2014-03-05,1712.35
2014-03-06,1664.5
2014-03-07,1581.3
2014-03-10,1502.25
2014-03-11,1427.15
2014-03-12,1384.35
2014-03-13,1452.7
2014-03-14,1431.05
2014-03-18,1378.65
2014-03-19,1327.3
2014-03-20,1347.25
2014-03-21,1414.6
2014-03-22,1485.3
2014-03-24,1480.15
2014-03-25,1455.8
2014-03-26,1448.55
2014-03-27,1426.55
2014-03-28,1457.65
2014-03-31,1499.5
2014-04-01,1481.0
2014-04-02,1489.5
2014-04-03,1488.5
2014-04-04,1492.55
2014-04-07,1512.1
2014-04-09,1513.6
2014-04-10,1525.7
2014-04-11,1510.05
2014-04-15,1509.35
2014-04-16,1530.5
2014-04-17,1536.9
2014-04-21,1613.7
2014-04-22,1607.9
2014-04-23,1688.25
2014-04-25,1772.65
2014-04-28,1798.3
2014-04-29,1798.45
2014-04-30,1733.45
2014-05-02,1746.55
2014-05-05,1735.45
2014-05-06,1822.2
2014-05-07,1896.25
2014-05-08,1854.65
2014-05-09,1983.5
2014-05-12,1969.75
2014-05-13,1965.55
2014-05-14,1951.95
2014-05-15,1887.7
2014-05-16,1811.3
2014-05-19,1781.2
2014-05-20,1811.8
2014-05-21,1814.4
2014-05-22,1807.95
2014-05-23,1848.75
2014-05-26,1800.25
2014-05-27,1885.2
2014-05-28,1912.1
2014-05-29,1813.45
2014-05-30,1825.6
2014-06-02,1754.1
2014-06-03,1796.85
2014-06-04,1784.75
2014-06-05,1781.15
2014-06-06,1794.7
2014-06-09,1776.65
2014-06-10,1820.75
2014-06-11,1911.75
2014-06-12,2200.2
2014-06-13,2131.5
2014-06-16,2086.3
2014-06-17,2187.65
2014-06-18,2125.55
2014-06-19,2122.25
2014-06-20,2081.25
2014-06-23,2139.55
2014-06-24,2169.1
2014-06-25,2226.2
2014-06-26,2312.1
2014-06-27,2252.1
2014-06-30,2244.5
2014-07-01,2194.9
2014-07-02,2211.3
2014-07-03,2219.2
2014-07-04,2242.3
2014-07-07,2162.85
2014-07-08,2093.7
2014-07-09,2102.7
2014-07-10,2019.25
2014-07-11,1965.45
2014-07-14,1925.6
2014-07-15,1968.6
2014-07-16,1975.95
2014-07-17,1982.2
2014-07-18,1996.35
2014-07-21,2150.55
2014-07-22,2157.3
2014-07-23,2120.7
2014-07-24,2056.85
2014-07-25,1991.25
2014-07-28,1981.85
2014-07-30,1870.85
2014-07-31,1995.35
2014-08-01,1983.75
2014-08-04,1990.05
2014-08-05,1937.5
2014-08-06,1936.65
2014-08-07,1919.0
2014-08-08,1901.25
2014-08-11,1895.55
2014-08-12,1901.4
2014-08-13,1875.2
2014-08-14,1874.1
2014-08-18,1956.0
2014-08-19,1969.25
2014-08-20,1983.4
2014-08-21,2129.85
2014-08-22,2161.4
2014-08-25,2160.25
2014-08-26,2145.25
2014-08-27,2222.3
2014-08-28,2209.9
2014-09-01,2275.05
2014-09-02,2331.8
2014-09-03,2798.15
2014-09-04,2795.55
2014-09-05,2762.3
2014-09-08,2743.7
2014-09-09,2829.3
2014-09-10,2844.8
2014-09-11,2739.25
2014-09-12,2759.3
2014-09-15,2890.75
2014-09-16,2837.0
2014-09-17,2896.05
2014-09-18,2892.45
2014-09-19,3414.1
2014-09-22,3317.1
2014-09-23,3207.3
2014-09-24,3091.45
2014-09-25,3002.65
2014-09-26,3046.4
2014-09-29,3097.25
2014-09-30,3040.75
2014-10-01,2988.35
2014-10-07,2901.9
2014-10-08,2844.3
2014-10-09,3084.6
2014-10-10,2920.25
2014-10-13,2915.1
2014-10-14,2960.3
2014-10-16,2844.8
2014-10-17,2798.4
2014-10-20,2861.3
2014-10-21,2888.65
2014-10-22,2887.1
2014-10-23,2921.95
2014-10-27,2930.4
2014-10-28,2939.05
2014-10-29,2937.1
2014-10-30,2927.55
2014-10-31,2990.65
2014-11-03,3055.1
2014-11-05,2896.75
2014-11-07,2910.25
2014-11-10,2870.45
2014-11-11,2888.4
2014-11-12,2887.5
2014-11-13,2859.45
2014-11-14,2875.05
2014-11-17,2899.45
2014-11-18,2886.25
2014-11-19,2879.4
2014-11-20,2886.85
