Date,LOVABLE
2014-01-01,294.45
2014-01-02,284.3
2014-01-03,285.1
2014-01-06,285.45
2014-01-07,283.25
2014-01-08,308.05
2014-01-09,299.65
2014-01-10,295.25
2014-01-13,294.1
2014-01-14,293.5
2014-01-15,304.85
2014-01-16,307.9
2014-01-17,301.15
2014-01-20,308.4
2014-01-21,327.15
2014-01-22,323.7
2014-01-23,331.55
2014-01-24,316.2
2014-01-27,301.5
2014-01-28,303.0
2014-01-29,304.25
2014-01-30,299.0
2014-01-31,304.95
2014-02-03,298.3
2014-02-04,299.25
2014-02-05,308.75
2014-02-06,307.7
2014-02-07,306.35
2014-02-10,309.8
2014-02-11,309.15
2014-02-12,324.0
2014-02-13,350.35
2014-02-14,317.25
2014-02-17,313.8
2014-02-18,317.55
2014-02-19,322.4
2014-02-20,322.2
2014-02-21,328.15
2014-02-24,342.75
2014-02-25,333.55
2014-02-26,335.7
2014-02-28,339.1
2014-03-03,330.3
2014-03-04,335.9
2014-03-05,333.55
2014-03-06,336.05
2014-03-07,330.2
2014-03-10,329.7
2014-03-11,326.9
2014-03-12,326.55
2014-03-13,332.7
2014-03-14,327.65
2014-03-18,328.25
2014-03-19,337.7
2014-03-20,328.65
2014-03-21,332.7
2014-03-22,330.45
2014-03-24,329.6
2014-03-25,345.3
2014-03-26,343.95
2014-03-27,347.05
2014-03-28,342.5
2014-03-31,345.9
2014-04-01,338.05
2014-04-02,349.3
2014-04-03,338.95
2014-04-04,340.8
2014-04-07,345.15
2014-04-09,348.55
2014-04-10,353.75
2014-04-11,353.75
2014-04-15,349.9
2014-04-16,338.0
2014-04-17,340.9
2014-04-21,343.25
2014-04-22,338.05
2014-04-23,336.25
2014-04-25,323.8
2014-04-28,318.5
2014-04-29,311.7
2014-04-30,311.45
2014-05-02,320.55
2014-05-05,311.8
2014-05-06,313.25
2014-05-07,311.65
2014-05-08,307.9
2014-05-09,310.0
2014-05-12,310.8
2014-05-13,321.8
2014-05-14,326.75
2014-05-15,315.1
2014-05-16,315.95
2014-05-19,329.25
2014-05-20,343.8
2014-05-21,341.55
2014-05-22,382.25
2014-05-23,370.35
2014-05-26,343.35
2014-05-27,353.45
2014-05-28,359.5
2014-05-29,348.65
2014-05-30,334.05
2014-06-02,333.1
2014-06-03,339.0
2014-06-04,343.15
2014-06-05,346.5
2014-06-06,366.45
2014-06-09,371.2
2014-06-10,362.35
2014-06-11,352.0
2014-06-12,344.6
2014-06-13,332.4
2014-06-16,340.05
2014-06-17,343.3
2014-06-18,337.25
2014-06-19,336.75
2014-06-20,336.35
2014-06-23,338.55
2014-06-24,341.0
2014-06-25,358.8
2014-06-26,345.75
2014-06-27,346.95
2014-06-30,348.85
2014-07-01,351.1
2014-07-02,351.5
2014-07-03,407.5
2014-07-04,395.1
2014-07-07,383.85
2014-07-08,383.95
2014-07-09,374.9
2014-07-10,373.75
2014-07-11,355.5
2014-07-14,354.85
2014-07-15,373.55
2014-07-16,379.25
2014-07-17,378.85
2014-07-18,374.9
2014-07-21,377.95
2014-07-22,396.95
2014-07-23,391.1
2014-07-24,388.6
2014-07-25,376.15
2014-07-28,375.05
2014-07-30,372.45
2014-07-31,371.2
2014-08-01,363.9
2014-08-04,371.6
2014-08-05,373.15
2014-08-06,372.75
2014-08-07,372.2
2014-08-08,362.35
2014-08-11,368.7
2014-08-12,373.6
2014-08-13,383.65
2014-08-14,391.1
2014-08-18,403.0
2014-08-19,429.75
2014-08-20,411.15
2014-08-21,404.25
2014-08-22,404.2
2014-08-25,402.05
2014-08-26,397.9
2014-08-27,391.7
2014-08-28,386.9
2014-09-01,393.75
2014-09-02,391.05
2014-09-03,391.35
2014-09-04,388.85
2014-09-05,391.0
2014-09-08,392.45
2014-09-09,390.75
2014-09-10,395.5
2014-09-11,400.75
2014-09-12,427.7
2014-09-15,417.05
2014-09-16,392.2
2014-09-17,397.25
2014-09-18,412.85
2014-09-19,403.1
2014-09-22,407.85
2014-09-23,394.4
2014-09-24,384.9
2014-09-25,365.05
2014-09-26,372.6
2014-09-29,375.45
2014-09-30,370.9
2014-10-01,368.2
2014-10-07,362.8
2014-10-08,361.5
2014-10-09,371.95
2014-10-10,363.95
2014-10-13,367.3
2014-10-14,368.1
2014-10-16,354.8
2014-10-17,350.8
2014-10-20,358.1
2014-10-21,362.65
2014-10-22,364.0
2014-10-23,364.85
2014-10-27,364.05
2014-10-28,366.3
2014-10-29,368.3
2014-10-30,368.45
2014-10-31,372.65
2014-11-03,367.75
2014-11-05,368.7
2014-11-07,366.8
2014-11-10,440.15
2014-11-11,441.9
2014-11-12,427.65
2014-11-13,415.3
2014-11-14,409.0
2014-11-17,413.0
2014-11-18,413.85
2014-11-19,407.0
2014-11-20,404.0
2014-11-21,405.95
2014-11-24,401.95
2014-11-25,384.85
2014-11-26,395.5
2014-11-27,394.45
2014-11-28,397.25
2014-12-01,389.6
2014-12-02,390.75
2014-12-03,415.0
2014-12-04,411.6
2014-12-05,407.45
2014-12-08,399.05
2014-12-09,388.4
2014-12-10,391.65
2014-12-11,385.55
2014-12-12,378.35
2014-12-15,372.5
2014-12-16,357.65
2014-12-17,349.3
2014-12-18,370.55
2014-12-19,375.55
2014-12-22,375.2
2014-12-23,381.45
2014-12-24,388.35
2014-12-26,385.75
2014-12-29,383.75
2014-12-30,385.1
2014-12-31,387.6
