Date,GREAVESCOT
2014-01-01,67.6
2014-01-02,64.85
2014-01-03,65.85
2014-01-06,66.15
2014-01-07,65.0
2014-01-08,64.45
2014-01-09,65.0
2014-01-10,64.0
2014-01-13,64.15
2014-01-14,64.55
2014-01-15,65.15
2014-01-16,64.6
2014-01-17,64.6
2014-01-20,65.0
2014-01-21,64.85
2014-01-22,64.75
2014-01-23,65.05
2014-01-24,64.2
2014-01-27,62.7
2014-01-28,61.55
2014-01-29,61.25
2014-01-30,62.0
2014-01-31,61.8
2014-02-03,60.75
2014-02-04,61.35
2014-02-05,61.4
2014-02-06,60.65
2014-02-07,61.1
2014-02-10,58.75
2014-02-11,57.9
2014-02-12,58.1
2014-02-13,57.75
2014-02-14,57.2
2014-02-17,57.3
2014-02-18,57.7
2014-02-19,60.2
2014-02-20,58.75
2014-02-21,58.45
2014-02-24,59.65
2014-02-25,57.6
2014-02-26,58.0
2014-02-28,58.8
2014-03-03,57.55
2014-03-04,57.7
2014-03-05,58.45
2014-03-06,61.15
2014-03-07,62.85
2014-03-10,67.15
2014-03-11,69.8
2014-03-12,67.95
2014-03-13,67.05
2014-03-14,66.3
2014-03-18,73.25
2014-03-19,75.0
2014-03-20,72.05
2014-03-21,73.8
2014-03-22,73.15
2014-03-24,72.5
2014-03-25,72.7
2014-03-26,72.9
2014-03-27,75.1
2014-03-28,78.35
2014-03-31,80.8
2014-04-01,80.15
2014-04-02,79.0
2014-04-03,75.95
2014-04-04,76.55
2014-04-07,75.5
2014-04-09,79.8
2014-04-10,79.5
2014-04-11,82.2
2014-04-15,83.3
2014-04-16,86.05
2014-04-17,86.75
2014-04-21,88.65
2014-04-22,83.9
2014-04-23,85.65
2014-04-25,85.65
2014-04-28,83.9
2014-04-29,82.5
2014-04-30,82.95
2014-05-02,83.1
2014-05-05,80.2
2014-05-06,82.1
2014-05-07,82.0
2014-05-08,81.85
2014-05-09,82.5
2014-05-12,83.4
2014-05-13,84.9
2014-05-14,88.15
2014-05-15,86.3
2014-05-16,94.35
2014-05-19,98.1
2014-05-20,96.75
2014-05-21,96.25
2014-05-22,98.15
2014-05-23,103.45
2014-05-26,97.15
2014-05-27,94.25
2014-05-28,97.2
2014-05-29,95.7
2014-05-30,101.55
2014-06-02,99.95
2014-06-03,101.15
2014-06-04,99.0
2014-06-05,104.5
2014-06-06,102.3
2014-06-09,100.95
2014-06-10,99.0
2014-06-11,101.25
2014-06-12,100.05
2014-06-13,98.35
2014-06-16,97.5
2014-06-17,99.55
2014-06-18,99.7
2014-06-19,98.6
2014-06-20,97.0
2014-06-23,99.6
2014-06-24,104.2
2014-06-25,111.95
2014-06-26,110.05
2014-06-27,114.05
2014-06-30,115.95
2014-07-01,115.15
2014-07-02,123.45
2014-07-03,119.95
2014-07-04,126.3
2014-07-07,121.95
2014-07-08,116.0
2014-07-09,111.75
2014-07-10,114.4
2014-07-11,109.75
2014-07-14,109.25
2014-07-15,114.65
2014-07-16,115.8
2014-07-17,116.4
2014-07-18,117.2
2014-07-21,118.0
2014-07-22,121.25
2014-07-23,120.25
2014-07-24,120.15
2014-07-25,116.3
2014-07-28,115.1
2014-07-30,117.3
2014-07-31,114.7
2014-08-01,110.25
2014-08-04,110.05
2014-08-05,112.9
2014-08-06,111.1
2014-08-07,108.45
2014-08-08,108.5
2014-08-11,109.1
2014-08-12,108.85
2014-08-13,107.4
2014-08-14,106.0
2014-08-18,111.0
2014-08-19,109.9
2014-08-20,113.05
2014-08-21,112.35
2014-08-22,112.3
2014-08-25,119.8
2014-08-26,130.0
2014-08-27,132.95
2014-08-28,130.05
2014-09-01,131.2
2014-09-02,128.9
2014-09-03,131.3
2014-09-04,130.35
2014-09-05,129.45
2014-09-08,135.8
2014-09-09,137.8
2014-09-10,134.9
2014-09-11,134.15
2014-09-12,136.95
2014-09-15,137.85
2014-09-16,129.65
2014-09-17,127.3
2014-09-18,129.2
2014-09-19,127.65
2014-09-22,126.85
2014-09-23,127.3
2014-09-24,128.85
2014-09-25,127.9
2014-09-26,125.9
2014-09-29,125.95
2014-09-30,132.95
2014-10-01,130.85
2014-10-07,127.55
2014-10-08,129.6
2014-10-09,127.2
2014-10-10,130.1
2014-10-13,129.55
2014-10-14,134.65
2014-10-16,134.75
2014-10-17,133.15
2014-10-20,130.6
2014-10-21,128.65
2014-10-22,128.85
2014-10-23,130.7
2014-10-27,129.85
2014-10-28,127.45
2014-10-29,129.45
2014-10-30,129.7
2014-10-31,129.4
2014-11-03,132.3
2014-11-05,139.5
2014-11-07,143.0
2014-11-10,151.7
2014-11-11,149.75
2014-11-12,144.3
2014-11-13,143.85
2014-11-14,144.1
2014-11-17,142.65
2014-11-18,144.65
2014-11-19,145.8
2014-11-20,146.15
2014-11-21,144.35
2014-11-24,141.15
2014-11-25,144.1
2014-11-26,141.7
2014-11-27,140.05
2014-11-28,140.7
2014-12-01,138.05
2014-12-02,138.05
2014-12-03,141.65
2014-12-04,142.55
2014-12-05,146.7
2014-12-08,141.25
2014-12-09,139.25
2014-12-10,138.7
2014-12-11,137.7
2014-12-12,135.3
2014-12-15,136.0
2014-12-16,135.1
2014-12-17,134.25
2014-12-18,137.65
2014-12-19,137.4
2014-12-22,140.2
2014-12-23,137.9
2014-12-24,137.7
2014-12-26,137.8
2014-12-29,140.6
2014-12-30,144.45
2014-12-31,150.9
