Date,SOBHA
2014-01-01,320.15
2014-01-02,322.1
2014-01-03,334.8
2014-01-06,322.9
2014-01-07,310.95
2014-01-08,308.4
2014-01-09,307.6
2014-01-10,309.85
2014-01-13,305.7
2014-01-14,306.25
2014-01-15,307.45
2014-01-16,306.55
2014-01-17,301.8
2014-01-20,304.2
2014-01-21,304.3
2014-01-22,301.7
2014-01-23,295.75
2014-01-24,294.55
2014-01-27,288.65
2014-01-28,281.6
2014-01-29,266.85
2014-01-30,263.55
2014-01-31,266.15
2014-02-03,275.15
2014-02-04,276.05
2014-02-05,271.45
2014-02-06,275.15
2014-02-07,273.75
2014-02-10,272.85
2014-02-11,274.25
2014-02-12,274.05
2014-02-13,277.65
2014-02-14,270.7
2014-02-17,267.0
2014-02-18,270.65
2014-02-19,272.2
2014-02-20,271.85
2014-02-21,271.75
2014-02-24,272.15
2014-02-25,285.5
2014-02-26,291.8
2014-02-28,293.9
2014-03-03,318.3
2014-03-04,312.3
2014-03-05,317.05
2014-03-06,319.45
2014-03-07,330.9
2014-03-10,348.25
2014-03-11,363.95
2014-03-12,368.0
2014-03-13,368.35
2014-03-14,355.4
2014-03-18,349.6
2014-03-19,342.85
2014-03-20,339.8
2014-03-21,338.4
2014-03-22,344.6
2014-03-24,341.75
2014-03-25,348.0
2014-03-26,353.5
2014-03-27,343.95
2014-03-28,349.4
2014-03-31,374.5
2014-04-01,359.65
2014-04-02,370.8
2014-04-03,379.6
2014-04-04,383.05
2014-04-07,374.05
2014-04-09,377.95
2014-04-10,373.2
2014-04-11,374.8
2014-04-15,370.55
2014-04-16,365.35
2014-04-17,371.5
2014-04-21,374.85
2014-04-22,375.55
2014-04-23,376.15
2014-04-25,372.95
2014-04-28,378.45
2014-04-29,370.95
2014-04-30,372.05
2014-05-02,377.3
2014-05-05,372.15
2014-05-06,371.05
2014-05-07,365.4
2014-05-08,361.85
2014-05-09,367.6
2014-05-12,375.2
2014-05-13,381.9
2014-05-14,384.8
2014-05-15,384.1
2014-05-16,425.75
2014-05-19,434.2
2014-05-20,448.35
2014-05-21,437.25
2014-05-22,442.65
2014-05-23,445.3
2014-05-26,438.85
2014-05-27,432.8
2014-05-28,427.45
2014-05-29,441.25
2014-05-30,450.05
2014-06-02,456.8
2014-06-03,449.65
2014-06-04,456.5
2014-06-05,461.05
2014-06-06,511.65
2014-06-09,559.15
2014-06-10,521.3
2014-06-11,531.25
2014-06-12,532.3
2014-06-13,499.65
2014-06-16,509.7
2014-06-17,514.4
2014-06-18,526.25
2014-06-19,529.95
2014-06-20,523.05
2014-06-23,517.0
2014-06-24,518.3
2014-06-25,538.2
2014-06-26,528.15
2014-06-27,511.55
2014-06-30,497.65
2014-07-01,487.15
2014-07-02,488.7
2014-07-03,479.7
2014-07-04,491.65
2014-07-07,482.9
2014-07-08,456.25
2014-07-09,454.7
2014-07-10,470.8
2014-07-11,467.7
2014-07-14,444.65
2014-07-15,435.45
2014-07-16,444.4
2014-07-17,450.0
2014-07-18,438.9
2014-07-21,438.3
2014-07-22,439.95
2014-07-23,441.85
2014-07-24,455.5
2014-07-25,460.25
2014-07-28,451.2
2014-07-30,448.55
2014-07-31,452.0
2014-08-01,438.55
2014-08-04,437.3
2014-08-05,429.5
2014-08-06,452.8
2014-08-07,442.5
2014-08-08,423.85
2014-08-11,404.35
2014-08-12,424.25
2014-08-13,423.15
2014-08-14,438.4
2014-08-18,463.1
2014-08-19,486.2
2014-08-20,487.9
2014-08-21,498.7
2014-08-22,478.75
2014-08-25,460.2
2014-08-26,454.55
2014-08-27,453.2
2014-08-28,454.7
2014-09-01,450.2
2014-09-02,442.9
2014-09-03,457.35
2014-09-04,463.15
2014-09-05,447.6
2014-09-08,447.05
2014-09-09,429.15
2014-09-10,432.5
2014-09-11,441.85
2014-09-12,434.75
2014-09-15,429.9
2014-09-16,425.75
2014-09-17,427.05
2014-09-18,429.55
2014-09-19,431.95
2014-09-22,432.65
2014-09-23,425.65
2014-09-24,413.2
2014-09-25,404.75
2014-09-26,393.65
2014-09-29,400.95
2014-09-30,404.05
2014-10-01,391.3
2014-10-07,407.2
2014-10-08,395.6
2014-10-09,399.15
2014-10-10,388.6
2014-10-13,401.5
2014-10-14,415.8
2014-10-16,391.15
2014-10-17,393.45
2014-10-20,407.75
2014-10-21,431.65
2014-10-22,430.5
2014-10-23,427.8
2014-10-27,402.25
2014-10-28,412.1
2014-10-29,437.05
2014-10-30,430.9
2014-10-31,431.6
2014-11-03,428.4
2014-11-05,445.85
2014-11-07,459.15
2014-11-10,480.7
2014-11-11,477.25
2014-11-12,474.8
2014-11-13,483.0
2014-11-14,478.7
2014-11-17,477.85
2014-11-18,467.6
2014-11-19,472.1
2014-11-20,473.4
2014-11-21,470.5
2014-11-24,468.4
2014-11-25,470.05
2014-11-26,476.15
2014-11-27,479.9
2014-11-28,499.2
2014-12-01,493.55
2014-12-02,496.1
2014-12-03,524.15
2014-12-04,522.7
2014-12-05,508.7
2014-12-08,478.35
2014-12-09,500.1
2014-12-10,497.25
2014-12-11,495.2
2014-12-12,485.25
2014-12-15,488.55
2014-12-16,477.95
2014-12-17,455.35
2014-12-18,459.5
2014-12-19,463.3
2014-12-22,466.95
2014-12-23,471.55
2014-12-24,470.2
2014-12-26,473.45
2014-12-29,470.8
2014-12-30,476.95
2014-12-31,482.15
