Date,DRREDDY
2014-01-01,2537.45
2014-01-02,2528.5
2014-01-03,2495.7
2014-01-06,2471.25
2014-01-07,2491.25
2014-01-08,2532.25
2014-01-09,2586.9
2014-01-10,2625.55
2014-01-13,2626.55
2014-01-14,2649.0
2014-01-15,2650.2
2014-01-16,2644.5
2014-01-17,2651.85
2014-01-20,2653.4
2014-01-21,2651.55
2014-01-22,2670.6
2014-01-23,2669.2
2014-01-24,2660.95
2014-01-27,2633.1
2014-01-28,2651.85
2014-01-29,2655.25
2014-01-30,2619.8
2014-01-31,2609.55
2014-02-03,2653.15
2014-02-04,2596.65
2014-02-05,2595.7
2014-02-06,2599.95
2014-02-07,2631.9
2014-02-10,2672.15
2014-02-11,2660.45
2014-02-12,2615.4
2014-02-13,2562.6
2014-02-14,2580.05
2014-02-17,2643.5
2014-02-18,2652.0
2014-02-19,2668.35
2014-02-20,2715.9
2014-02-21,2733.35
2014-02-24,2795.85
2014-02-25,2769.15
2014-02-26,2833.2
2014-02-28,2895.5
2014-03-03,2815.55
2014-03-04,2801.1
2014-03-05,2786.9
2014-03-06,2827.0
2014-03-07,2725.3
2014-03-10,2686.65
2014-03-11,2678.7
2014-03-12,2687.5
2014-03-13,2727.15
2014-03-14,2780.5
2014-03-18,2787.6
2014-03-19,2801.15
2014-03-20,2778.85
2014-03-21,2778.6
2014-03-22,2780.4
2014-03-24,2750.05
2014-03-25,2723.45
2014-03-26,2633.6
2014-03-27,2588.6
2014-03-28,2625.8
2014-03-31,2563.9
2014-04-01,2601.0
2014-04-02,2626.8
2014-04-03,2663.6
2014-04-04,2650.05
2014-04-07,2606.15
2014-04-09,2624.4
2014-04-10,2550.45
2014-04-11,2576.9
2014-04-15,2575.05
2014-04-16,2536.75
2014-04-17,2552.2
2014-04-21,2549.8
2014-04-22,2552.6
2014-04-23,2565.9
2014-04-25,2629.25
2014-04-28,2676.75
2014-04-29,2664.65
2014-04-30,2706.15
2014-05-02,2737.35
2014-05-05,2729.15
2014-05-06,2744.35
2014-05-07,2742.2
2014-05-08,2737.15
2014-05-09,2718.0
2014-05-12,2722.9
2014-05-13,2610.75
2014-05-14,2518.35
2014-05-15,2481.6
2014-05-16,2406.9
2014-05-19,2286.15
2014-05-20,2323.25
2014-05-21,2300.05
2014-05-22,2296.1
2014-05-23,2308.7
2014-05-26,2300.1
2014-05-27,2311.8
2014-05-28,2351.6
2014-05-29,2384.1
2014-05-30,2460.65
2014-06-02,2413.95
2014-06-03,2337.45
2014-06-04,2318.85
2014-06-05,2310.25
2014-06-06,2354.05
2014-06-09,2352.9
2014-06-10,2395.5
2014-06-11,2432.5
2014-06-12,2434.95
2014-06-13,2445.15
2014-06-16,2424.45
2014-06-17,2411.75
2014-06-18,2422.7
2014-06-19,2447.25
2014-06-20,2439.4
2014-06-23,2454.05
2014-06-24,2462.55
2014-06-25,2478.25
2014-06-26,2507.6
2014-06-27,2552.95
2014-06-30,2624.05
2014-07-01,2614.95
2014-07-02,2662.9
2014-07-03,2639.05
2014-07-04,2678.35
2014-07-07,2730.4
2014-07-08,2680.6
2014-07-09,2663.25
2014-07-10,2650.65
2014-07-11,2700.7
2014-07-14,2695.0
2014-07-15,2638.85
2014-07-16,2647.2
2014-07-17,2647.35
2014-07-18,2653.25
2014-07-21,2653.75
2014-07-22,2723.6
2014-07-23,2734.0
2014-07-24,2704.25
2014-07-25,2744.0
2014-07-28,2769.7
2014-07-30,2823.15
2014-07-31,2808.7
2014-08-01,2758.8
2014-08-04,2767.7
2014-08-05,2780.15
2014-08-06,2750.95
2014-08-07,2755.3
2014-08-08,2782.25
2014-08-11,2721.4
2014-08-12,2730.35
2014-08-13,2741.35
2014-08-14,2755.75
2014-08-18,2774.3
2014-08-19,2829.75
2014-08-20,2885.85
2014-08-21,2838.85
2014-08-22,2826.05
2014-08-25,2879.95
2014-08-26,2889.5
2014-08-27,2922.75
2014-08-28,2947.9
2014-09-01,2975.8
2014-09-02,2995.15
2014-09-03,3000.5
2014-09-04,3001.3
2014-09-05,2980.2
2014-09-08,3003.0
2014-09-09,3008.4
2014-09-10,3000.85
2014-09-11,2976.45
