Date,OMAXE
2014-01-01,126.4
2014-01-02,125.7
2014-01-03,125.55
2014-01-06,125.55
2014-01-07,125.35
2014-01-08,125.3
2014-01-09,125.25
2014-01-10,125.05
2014-01-13,124.9
2014-01-14,125.35
2014-01-15,125.25
2014-01-16,125.15
2014-01-17,125.35
2014-01-20,124.8
2014-01-21,124.85
2014-01-22,124.75
2014-01-23,124.7
2014-01-24,124.15
2014-01-27,123.85
2014-01-28,123.3
2014-01-29,123.75
2014-01-30,123.4
2014-01-31,123.2
2014-02-03,123.2
2014-02-04,123.4
2014-02-05,123.15
2014-02-06,123.1
2014-02-07,123.15
2014-02-10,123.2
2014-02-11,122.7
2014-02-12,124.4
2014-02-13,124.15
2014-02-14,124.1
2014-02-17,124.05
2014-02-18,125.05
2014-02-19,125.1
2014-02-20,124.95
2014-02-21,125.2
2014-02-24,124.9
2014-02-25,125.15
2014-02-26,124.95
2014-02-28,124.5
2014-03-03,124.75
2014-03-04,125.25
2014-03-05,125.3
2014-03-06,126.35
2014-03-07,127.85
2014-03-10,127.25
2014-03-11,126.8
2014-03-12,126.85
2014-03-13,129.25
2014-03-14,130.3
2014-03-18,132.65
2014-03-19,131.8
2014-03-20,130.15
2014-03-21,129.85
2014-03-22,130.1
2014-03-24,130.05
2014-03-25,128.8
2014-03-26,128.25
2014-03-27,126.9
2014-03-28,127.05
2014-03-31,126.9
2014-04-01,126.4
2014-04-02,126.45
2014-04-03,126.05
2014-04-04,126.35
2014-04-07,125.2
2014-04-09,125.2
2014-04-10,125.2
2014-04-11,125.7
2014-04-15,126.1
2014-04-16,127.05
2014-04-17,127.55
2014-04-21,127.45
2014-04-22,127.3
2014-04-23,127.85
2014-04-25,128.0
2014-04-28,128.0
2014-04-29,127.5
2014-04-30,127.55
2014-05-02,127.45
2014-05-05,127.65
2014-05-06,126.7
2014-05-07,127.0
2014-05-08,126.5
2014-05-09,127.2
2014-05-12,128.35
2014-05-13,129.05
2014-05-14,129.45
2014-05-15,127.75
2014-05-16,137.05
2014-05-19,138.95
2014-05-20,141.25
2014-05-21,139.2
2014-05-22,144.35
2014-05-23,144.85
2014-05-26,145.9
2014-05-27,145.25
2014-05-28,145.85
2014-05-29,143.4
2014-05-30,143.75
2014-06-02,145.4
2014-06-03,145.1
2014-06-04,145.45
2014-06-05,145.35
2014-06-06,145.55
2014-06-09,151.35
2014-06-10,148.8
2014-06-11,147.45
2014-06-12,147.35
2014-06-13,145.6
2014-06-16,145.9
2014-06-17,145.55
2014-06-18,144.45
2014-06-19,144.85
2014-06-20,144.25
2014-06-23,142.95
2014-06-24,145.4
2014-06-25,143.8
2014-06-26,139.9
2014-06-27,141.15
2014-06-30,141.8
2014-07-01,142.1
2014-07-02,142.3
2014-07-03,141.6
2014-07-04,141.05
2014-07-07,140.05
2014-07-08,138.8
2014-07-09,139.0
2014-07-10,139.9
2014-07-11,135.6
2014-07-14,135.95
2014-07-15,136.8
2014-07-16,138.2
2014-07-17,138.3
2014-07-18,137.5
2014-07-21,136.95
2014-07-22,136.55
2014-07-23,137.15
2014-07-24,135.55
2014-07-25,135.5
2014-07-28,132.8
2014-07-30,130.2
2014-07-31,126.5
2014-08-01,124.4
2014-08-04,124.9
2014-08-05,125.3
2014-08-06,124.75
2014-08-07,124.9
2014-08-08,123.2
2014-08-11,122.7
2014-08-12,123.85
2014-08-13,123.45
2014-08-14,120.95
2014-08-18,125.15
2014-08-19,127.5
2014-08-20,127.3
2014-08-21,127.4
2014-08-22,126.5
2014-08-25,126.5
2014-08-26,125.55
2014-08-27,126.6
2014-08-28,126.7
2014-09-01,129.1
2014-09-02,129.5
2014-09-03,128.2
2014-09-04,127.0
2014-09-05,127.0
2014-09-08,128.45
2014-09-09,128.35
2014-09-10,128.0
2014-09-11,127.1
2014-09-12,127.9
2014-09-15,128.05
2014-09-16,126.05
2014-09-17,125.95
2014-09-18,128.25
2014-09-19,131.35
2014-09-22,132.0
2014-09-23,129.6
2014-09-24,128.95
2014-09-25,127.9
2014-09-26,129.1
2014-09-29,129.6
2014-09-30,129.05
2014-10-01,129.0
2014-10-07,128.2
2014-10-08,128.65
2014-10-09,129.45
2014-10-10,129.0
2014-10-13,128.1
2014-10-14,127.6
2014-10-16,127.0
2014-10-17,126.7
2014-10-20,128.2
2014-10-21,129.05
2014-10-22,128.45
2014-10-23,129.35
2014-10-27,129.3
2014-10-28,128.9
2014-10-29,129.35
2014-10-30,130.5
2014-10-31,131.4
2014-11-03,134.8
2014-11-05,132.9
2014-11-07,133.25
2014-11-10,132.6
2014-11-11,132.2
2014-11-12,132.05
2014-11-13,131.15
2014-11-14,130.6
2014-11-17,130.1
2014-11-18,128.45
2014-11-19,125.75
2014-11-20,125.75
2014-11-21,127.2
2014-11-24,125.7
2014-11-25,125.4
2014-11-26,126.8
2014-11-27,127.2
2014-11-28,127.7
2014-12-01,126.05
2014-12-02,126.95
2014-12-03,125.65
2014-12-04,125.75
2014-12-05,124.95
2014-12-08,124.85
2014-12-09,124.1
2014-12-10,123.5
2014-12-11,123.3
2014-12-12,123.0
2014-12-15,124.25
2014-12-16,123.3
2014-12-17,123.6
2014-12-18,124.15
2014-12-19,124.0
2014-12-22,124.5
2014-12-23,123.2
2014-12-24,123.7
2014-12-26,123.3
2014-12-29,123.8
2014-12-30,125.05
2014-12-31,124.9
