Date,VGUARD
2014-01-01,475.7
2014-01-02,477.65
2014-01-03,476.8
2014-01-06,474.45
2014-01-07,471.6
2014-01-08,474.95
2014-01-09,468.15
2014-01-10,456.05
2014-01-13,456.25
2014-01-14,457.7
2014-01-15,460.85
2014-01-16,459.5
2014-01-17,449.75
2014-01-20,454.45
2014-01-21,451.2
2014-01-22,447.45
2014-01-23,455.3
2014-01-24,448.6
2014-01-27,445.05
2014-01-28,440.5
2014-01-29,440.9
2014-01-30,432.05
2014-01-31,432.95
2014-02-03,435.25
2014-02-04,434.7
2014-02-05,433.0
2014-02-06,433.65
2014-02-07,432.95
2014-02-10,432.8
2014-02-11,430.75
2014-02-12,433.45
2014-02-13,431.55
2014-02-14,429.35
2014-02-17,428.95
2014-02-18,431.95
2014-02-19,429.7
2014-02-20,429.9
2014-02-21,425.75
2014-02-24,424.2
2014-02-25,425.05
2014-02-26,419.95
2014-02-28,418.95
2014-03-03,411.9
2014-03-04,410.6
2014-03-05,407.7
2014-03-06,434.2
2014-03-07,432.5
2014-03-10,441.25
2014-03-11,452.1
2014-03-12,453.5
2014-03-13,454.15
2014-03-14,446.0
2014-03-18,447.5
2014-03-19,439.9
2014-03-20,450.2
2014-03-21,455.7
2014-03-22,457.8
2014-03-24,449.6
2014-03-25,445.25
2014-03-26,451.45
2014-03-27,445.9
2014-03-28,464.8
2014-03-31,466.9
2014-04-01,461.15
2014-04-02,465.65
2014-04-03,464.2
2014-04-04,465.7
2014-04-07,465.65
2014-04-09,470.5
2014-04-10,466.55
2014-04-11,467.45
2014-04-15,476.55
2014-04-16,486.9
2014-04-17,501.75
2014-04-21,510.9
2014-04-22,497.2
2014-04-23,490.05
2014-04-25,480.95
2014-04-28,488.45
2014-04-29,480.35
2014-04-30,475.2
2014-05-02,487.9
2014-05-05,523.65
2014-05-06,521.85
2014-05-07,521.95
2014-05-08,521.0
2014-05-09,520.15
2014-05-12,520.6
2014-05-13,522.15
2014-05-14,533.9
2014-05-15,536.0
2014-05-16,532.15
2014-05-19,559.7
2014-05-20,587.4
2014-05-21,573.7
2014-05-22,570.25
2014-05-23,575.0
2014-05-26,586.05
2014-05-27,574.05
2014-05-28,587.7
2014-05-29,568.55
2014-05-30,563.75
2014-06-02,564.7
2014-06-03,563.55
2014-06-04,569.05
2014-06-05,591.3
2014-06-06,589.1
2014-06-09,585.25
2014-06-10,574.1
2014-06-11,570.95
2014-06-12,574.65
2014-06-13,545.85
2014-06-16,552.95
2014-06-17,577.4
2014-06-18,553.7
2014-06-19,563.4
2014-06-20,570.75
2014-06-23,578.3
2014-06-24,584.3
2014-06-25,583.05
2014-06-26,586.05
2014-06-27,587.0
2014-06-30,589.5
2014-07-01,585.9
2014-07-02,591.9
2014-07-03,669.75
2014-07-04,660.0
2014-07-07,654.45
2014-07-08,617.85
2014-07-09,640.15
2014-07-10,652.05
2014-07-11,627.6
2014-07-14,649.4
2014-07-15,656.9
2014-07-16,663.85
2014-07-17,695.25
2014-07-18,705.25
2014-07-21,694.1
2014-07-22,701.1
2014-07-23,701.6
2014-07-24,764.65
2014-07-25,739.45
2014-07-28,727.7
2014-07-30,748.4
2014-07-31,768.65
2014-08-01,750.25
2014-08-04,759.05
2014-08-05,754.35
2014-08-06,751.65
2014-08-07,744.25
2014-08-08,722.5
2014-08-11,727.05
2014-08-12,764.85
2014-08-13,745.45
2014-08-14,742.95
2014-08-18,763.45
2014-08-19,763.6
2014-08-20,765.05
2014-08-21,762.35
2014-08-22,757.8
2014-08-25,750.3
2014-08-26,749.5
2014-08-27,746.3
2014-08-28,737.8
2014-09-01,737.75
2014-09-02,739.8
2014-09-03,728.75
2014-09-04,731.3
2014-09-05,743.3
2014-09-08,761.6
2014-09-09,764.8
2014-09-10,800.95
2014-09-11,810.75
2014-09-12,841.25
2014-09-15,850.2
2014-09-16,805.75
2014-09-17,821.55
2014-09-18,858.25
2014-09-19,872.85
2014-09-22,866.25
2014-09-23,877.35
2014-09-24,868.7
2014-09-25,844.35
2014-09-26,895.2
2014-09-29,890.2
2014-09-30,882.6
2014-10-01,877.0
2014-10-07,883.45
2014-10-08,910.7
2014-10-09,904.8
2014-10-10,899.0
2014-10-13,889.65
2014-10-14,911.9
2014-10-16,886.5
2014-10-17,893.65
2014-10-20,886.55
2014-10-21,892.0
2014-10-22,894.25
2014-10-23,896.6
2014-10-27,896.4
2014-10-28,905.8
2014-10-29,904.7
2014-10-30,918.6
2014-10-31,914.05
2014-11-03,904.15
2014-11-05,914.15
2014-11-07,933.85
2014-11-10,909.4
2014-11-11,904.75
2014-11-12,910.1
2014-11-13,907.4
2014-11-14,910.15
2014-11-17,981.95
2014-11-18,985.05
2014-11-19,1004.4
2014-11-20,991.75
2014-11-21,1013.1
2014-11-24,1058.65
2014-11-25,1078.75
2014-11-26,1111.0
2014-11-27,1120.8
2014-11-28,1120.25
2014-12-01,1098.5
2014-12-02,1081.4
2014-12-03,1084.85
2014-12-04,1105.05
2014-12-05,1117.55
2014-12-08,1104.3
2014-12-09,1062.6
2014-12-10,1099.45
2014-12-11,1091.0
2014-12-12,1086.65
2014-12-15,1064.85
2014-12-16,1013.6
2014-12-17,997.35
2014-12-18,1025.35
2014-12-19,1083.05
2014-12-22,1086.9
2014-12-23,1085.0
2014-12-24,1090.3
2014-12-26,1081.95
2014-12-29,1103.85
2014-12-30,1110.9
2014-12-31,1167.45
