Date,KKCL
2014-05-16,1280.9
2014-05-19,1268.15
2014-05-20,1345.05
2014-05-21,1349.8
2014-05-22,1325.0
2014-05-23,1350.05
2014-05-26,1350.0
2014-05-27,1376.75
2014-05-28,1415.5
2014-05-29,1413.5
2014-05-30,1389.95
2014-06-02,1409.0
2014-06-03,1388.25
2014-06-04,1375.35
2014-06-05,1391.05
2014-06-06,1399.35
2014-06-09,1401.15
2014-06-10,1416.95
2014-06-11,1421.95
2014-06-12,1451.35
2014-06-13,1428.7
2014-06-16,1455.1
2014-06-17,1542.4
2014-06-18,1598.6
2014-06-19,1606.65
2014-06-20,1600.05
2014-06-23,1660.25
2014-06-24,1702.8
2014-06-25,1661.75
2014-06-26,1677.7
2014-06-27,1690.75
2014-06-30,1670.35
2014-07-01,1685.35
2014-07-02,1704.6
2014-07-03,1725.1
2014-07-04,1709.0
2014-07-07,1668.65
2014-07-08,1731.2
2014-07-09,1734.85
2014-07-10,1712.15
2014-07-11,1770.6
2014-07-14,1742.75
2014-07-15,1788.5
2014-07-16,1784.45
2014-07-17,1788.1
2014-07-18,1785.65
2014-07-21,1795.45
2014-07-22,1824.2
2014-07-23,1817.2
2014-07-24,1740.05
2014-07-25,1701.65
2014-07-28,1663.7
2014-07-30,1771.65
2014-07-31,1770.1
2014-08-01,1715.75
2014-08-04,1703.0
2014-08-05,1699.95
2014-08-06,1683.25
2014-08-07,1686.7
2014-08-08,1695.5
2014-08-11,1722.95
2014-08-12,1702.9
2014-08-13,1690.6
2014-08-14,1738.05
2014-08-18,1720.3
2014-08-19,1702.7
2014-08-20,1680.65
2014-08-21,1701.6
2014-08-22,1693.75
2014-08-25,1704.9
2014-08-26,1722.45
2014-08-27,1725.75
2014-08-28,1726.0
2014-09-01,1795.15
2014-09-02,1776.75
2014-09-03,1811.1
2014-09-04,1811.8
2014-09-05,1798.7
2014-09-08,1818.85
2014-09-09,1826.75
2014-09-10,1833.9
2014-09-11,1826.55
2014-09-12,1834.75
2014-09-15,1856.0
2014-09-16,1815.95
2014-09-17,1836.7
2014-09-18,1876.25
2014-09-19,1864.9
2014-09-22,1843.55
2014-09-23,1852.8
2014-09-24,1833.25
2014-09-25,1789.75
2014-09-26,1796.85
2014-09-29,1859.65
2014-09-30,1843.2
2014-10-01,1828.2
2014-10-07,1841.5
2014-10-08,1834.55
2014-10-09,1834.45
2014-10-10,1779.95
2014-10-13,1791.6
2014-10-14,1738.4
2014-10-16,1724.8
2014-10-17,1804.65
2014-10-20,1740.25
2014-10-21,1751.6
2014-10-22,1739.45
2014-10-23,1753.3
2014-10-27,1750.05
2014-10-28,1752.1
2014-10-29,1749.55
2014-10-30,1731.1
2014-10-31,1693.35
2014-11-03,1681.15
2014-11-05,1674.05
2014-11-07,1667.75
2014-11-10,1675.45
2014-11-11,1671.3
2014-11-12,1704.45
2014-11-13,1692.35
2014-11-14,1703.1
2014-11-17,1692.85
2014-11-18,1690.3
2014-11-19,1735.75
2014-11-20,1725.5
2014-11-21,1837.95
2014-11-24,1830.75
2014-11-25,1767.6
2014-11-26,1773.7
2014-11-27,1841.1
2014-11-28,1896.05
2014-12-01,1864.55
2014-12-02,1826.75
2014-12-03,1813.25
2014-12-04,1810.15
2014-12-05,1827.0
2014-12-08,1830.85
2014-12-09,1833.35
2014-12-10,1876.15
2014-12-11,1899.95
2014-12-12,1920.75
2014-12-15,1936.7
2014-12-16,1866.0
2014-12-17,1801.45
2014-12-18,1818.7
2014-12-19,1744.5
2014-12-22,1925.35
2014-12-23,1926.05
2014-12-24,1864.05
2014-12-26,1849.75
2014-12-29,1878.15
2014-12-30,1901.8
2014-12-31,1945.35
