Date,PRAJIND
2014-01-01,46.45
2014-01-02,45.75
2014-01-03,47.0
2014-01-06,49.15
2014-01-07,48.15
2014-01-08,49.0
2014-01-09,47.15
2014-01-10,47.05
2014-01-13,47.25
2014-01-14,48.45
2014-01-15,49.75
2014-01-16,48.55
2014-01-17,47.8
2014-01-20,47.85
2014-01-21,48.1
2014-01-22,48.1
2014-01-23,47.4
2014-01-24,46.75
2014-01-27,44.4
2014-01-28,44.4
2014-01-29,44.15
2014-01-30,43.55
2014-01-31,43.95
2014-02-03,43.7
2014-02-04,44.0
2014-02-05,45.0
2014-02-06,45.8
2014-02-07,45.3
2014-02-10,44.8
2014-02-11,44.75
2014-02-12,44.6
2014-02-13,43.35
2014-02-14,43.0
2014-02-17,42.25
2014-02-18,42.95
2014-02-19,44.7
2014-02-20,44.0
2014-02-21,43.95
2014-02-24,43.8
2014-02-25,43.7
2014-02-26,43.8
2014-02-28,43.5
2014-03-03,43.0
2014-03-04,43.65
2014-03-05,43.4
2014-03-06,44.85
2014-03-07,47.0
2014-03-10,46.15
2014-03-11,45.65
2014-03-12,44.95
2014-03-13,45.15
2014-03-14,44.15
2014-03-18,44.65
2014-03-19,44.4
2014-03-20,46.0
2014-03-21,46.65
2014-03-22,46.35
2014-03-24,46.05
2014-03-25,53.1
2014-03-26,53.35
2014-03-27,52.95
2014-03-28,54.35
2014-03-31,52.5
2014-04-01,53.3
2014-04-02,55.7
2014-04-03,56.45
2014-04-04,55.6
2014-04-07,54.4
2014-04-09,58.5
2014-04-10,61.0
2014-04-11,60.65
2014-04-15,59.05
2014-04-16,55.65
2014-04-17,56.65
2014-04-21,57.3
2014-04-22,59.5
2014-04-23,58.05
2014-04-25,56.35
2014-04-28,55.8
2014-04-29,55.85
2014-04-30,52.7
2014-05-02,52.0
2014-05-05,53.75
2014-05-06,52.5
2014-05-07,52.0
2014-05-08,52.7
2014-05-09,53.5
2014-05-12,54.65
2014-05-13,57.95
2014-05-14,57.8
2014-05-15,56.3
2014-05-16,55.8
2014-05-19,59.95
2014-05-20,62.45
2014-05-21,64.8
2014-05-22,66.0
2014-05-23,66.35
2014-05-26,70.25
2014-05-27,67.7
2014-05-28,70.7
2014-05-29,72.95
2014-05-30,73.5
2014-06-02,73.35
2014-06-03,76.2
2014-06-04,77.15
2014-06-05,71.0
2014-06-06,73.55
2014-06-09,73.35
2014-06-10,72.15
2014-06-11,69.5
2014-06-12,69.1
2014-06-13,66.6
2014-06-16,67.3
2014-06-17,69.4
2014-06-18,70.3
2014-06-19,69.95
2014-06-20,67.85
2014-06-23,71.8
2014-06-24,72.1
2014-06-25,71.75
2014-06-26,71.5
2014-06-27,72.5
2014-06-30,72.4
2014-07-01,73.0
2014-07-02,72.15
2014-07-03,71.35
2014-07-04,71.3
2014-07-07,72.65
2014-07-08,68.6
2014-07-09,66.55
2014-07-10,67.9
2014-07-11,63.65
2014-07-14,64.3
2014-07-15,65.25
2014-07-16,65.75
2014-07-17,65.8
2014-07-18,65.4
2014-07-21,67.55
2014-07-22,66.9
2014-07-23,66.0
2014-07-24,65.8
2014-07-25,63.7
2014-07-28,61.75
2014-07-30,60.35
2014-07-31,60.25
2014-08-01,58.0
2014-08-04,58.85
2014-08-05,58.7
2014-08-06,58.65
2014-08-07,59.7
2014-08-08,59.3
2014-08-11,60.95
2014-08-12,60.65
2014-08-13,58.45
2014-08-14,59.3
2014-08-18,60.9
2014-08-19,63.7
2014-08-20,63.0
2014-08-21,62.15
2014-08-22,62.4
2014-08-25,62.9
2014-08-26,66.2
2014-08-27,64.35
2014-08-28,62.95
2014-09-01,64.35
2014-09-02,63.65
2014-09-03,63.15
2014-09-04,62.95
2014-09-05,61.8
2014-09-08,61.85
2014-09-09,61.6
2014-09-10,62.35
2014-09-11,62.8
2014-09-12,67.3
2014-09-15,69.05
2014-09-16,64.3
2014-09-17,64.8
2014-09-18,66.15
2014-09-19,68.4
2014-09-22,68.2
2014-09-23,65.4
2014-09-24,63.9
2014-09-25,61.1
2014-09-26,61.6
2014-09-29,63.5
2014-09-30,66.0
2014-10-01,64.6
2014-10-07,62.55
2014-10-08,62.5
2014-10-09,63.6
2014-10-10,61.85
2014-10-13,61.55
2014-10-14,62.8
2014-10-16,61.75
2014-10-17,63.7
2014-10-20,62.55
2014-10-21,62.7
2014-10-22,62.55
2014-10-23,63.85
2014-10-27,62.55
2014-10-28,62.65
2014-10-29,63.7
2014-10-30,63.55
2014-10-31,63.0
2014-11-03,66.2
2014-11-05,69.9
2014-11-07,71.15
2014-11-10,70.75
2014-11-11,70.75
2014-11-12,69.25
2014-11-13,68.35
2014-11-14,73.85
2014-11-17,72.0
2014-11-18,76.95
2014-11-19,73.5
2014-11-20,72.25
2014-11-21,72.95
2014-11-24,71.85
2014-11-25,67.65
2014-11-26,68.2
2014-11-27,68.35
2014-11-28,67.45
2014-12-01,65.15
2014-12-02,64.55
2014-12-03,65.4
2014-12-04,66.95
2014-12-05,67.8
2014-12-08,69.65
2014-12-09,66.35
2014-12-10,71.4
2014-12-11,71.25
2014-12-12,67.55
2014-12-15,66.25
2014-12-16,60.9
2014-12-17,58.8
2014-12-18,62.05
2014-12-19,61.55
2014-12-22,61.95
2014-12-23,61.85
2014-12-24,61.9
2014-12-26,60.3
2014-12-29,60.05
2014-12-30,61.2
2014-12-31,60.45
