Date,ZEEMEDIA
2014-01-01,13.9
2014-01-02,13.75
2014-01-03,13.85
2014-01-06,14.2
2014-01-07,14.05
2014-01-08,14.65
2014-01-09,14.45
2014-01-10,14.1
2014-01-13,13.9
2014-01-14,13.45
2014-01-15,13.35
2014-01-16,13.3
2014-01-17,13.2
2014-01-20,13.35
2014-01-21,13.3
2014-01-22,13.4
2014-01-23,13.4
2014-01-24,13.2
2014-01-27,12.8
2014-01-28,13.0
2014-01-29,12.6
2014-01-30,12.5
2014-01-31,12.55
2014-02-03,12.35
2014-02-04,12.35
2014-02-05,12.4
2014-02-06,13.0
2014-02-07,13.25
2014-02-10,13.5
2014-02-11,13.5
2014-02-12,13.5
2014-02-13,13.5
2014-02-14,13.5
2014-02-17,13.5
2014-02-18,13.5
2014-02-19,13.55
2014-02-20,13.55
2014-02-21,13.5
2014-02-24,13.5
2014-02-25,13.5
2014-02-26,13.5
2014-02-28,13.5
2014-03-03,13.6
2014-03-04,13.6
2014-03-05,13.55
2014-03-06,13.7
2014-03-07,13.55
2014-03-10,13.7
2014-03-11,13.6
2014-03-12,13.95
2014-03-13,14.25
2014-03-14,14.05
2014-03-18,14.0
2014-03-19,13.85
2014-03-20,13.75
2014-03-21,13.7
2014-03-22,13.7
2014-03-24,14.2
2014-03-25,13.85
2014-03-26,13.8
2014-03-27,14.0
2014-03-28,14.05
2014-03-31,14.0
2014-04-01,14.3
2014-04-02,14.25
2014-04-03,14.35
2014-04-04,14.3
2014-04-07,14.15
2014-04-09,14.2
2014-04-10,14.35
2014-04-11,14.2
2014-04-15,13.9
2014-04-16,13.75
2014-04-17,13.8
2014-04-21,13.8
2014-04-22,14.25
2014-04-23,14.2
2014-04-25,14.0
2014-04-28,13.8
2014-04-29,13.75
2014-04-30,13.6
2014-05-02,13.35
2014-05-05,13.25
2014-05-06,13.15
2014-05-07,13.0
2014-05-08,12.6
2014-05-09,13.1
2014-05-12,13.65
2014-05-13,13.55
2014-05-14,13.9
2014-05-15,13.55
2014-05-16,13.25
2014-05-19,14.4
2014-05-20,16.5
2014-05-21,16.7
2014-05-22,15.9
2014-05-23,16.1
2014-05-26,16.5
2014-05-27,16.2
2014-05-28,17.95
2014-05-29,16.85
2014-05-30,17.7
2014-06-02,17.9
2014-06-03,18.75
2014-06-04,21.0
2014-06-05,21.95
2014-06-06,21.75
2014-06-09,22.75
2014-06-10,21.85
2014-06-11,20.45
2014-06-12,20.75
2014-06-13,18.95
2014-06-16,20.35
2014-06-17,20.9
2014-06-18,20.5
2014-06-19,20.4
2014-06-20,19.8
2014-06-23,19.95
2014-06-24,20.05
2014-06-25,19.7
2014-06-26,19.9
2014-06-27,21.15
2014-06-30,21.2
2014-07-01,21.0
2014-07-02,21.8
2014-07-03,20.9
2014-07-04,20.5
2014-07-07,20.05
2014-07-08,18.3
2014-07-09,18.05
2014-07-10,18.35
2014-07-11,17.15
2014-07-14,17.2
2014-07-15,17.6
2014-07-16,18.1
2014-07-17,18.2
2014-07-18,18.0
2014-07-21,17.95
2014-07-22,18.2
2014-07-23,18.05
2014-07-24,19.15
2014-07-25,18.35
2014-07-28,18.05
2014-07-30,18.1
2014-07-31,18.35
2014-08-01,17.85
2014-08-04,18.7
2014-08-05,18.75
2014-08-06,18.5
2014-08-07,17.9
2014-08-08,17.0
2014-08-11,16.95
2014-08-12,17.4
2014-08-13,16.45
2014-08-14,16.2
2014-08-18,16.75
2014-08-19,17.35
2014-08-20,17.2
2014-08-21,16.8
2014-08-22,16.7
2014-08-25,16.45
2014-08-26,16.15
2014-08-27,18.25
2014-08-28,19.0
2014-09-01,18.85
2014-09-02,18.75
2014-09-03,18.4
2014-09-04,17.65
2014-09-05,18.05
2014-09-08,18.4
2014-09-09,18.25
2014-09-10,18.6
2014-09-11,18.6
2014-09-12,20.15
2014-09-15,20.2
2014-09-16,18.05
2014-09-17,18.3
2014-09-18,19.1
2014-09-19,18.55
2014-09-22,18.55
2014-09-23,17.75
2014-09-24,17.65
2014-09-25,16.5
2014-09-26,17.0
2014-09-29,17.15
2014-09-30,16.85
2014-10-01,16.75
2014-10-07,16.9
2014-10-08,17.0
2014-10-09,17.45
2014-10-10,17.15
2014-10-13,17.3
2014-10-14,17.3
2014-10-16,16.55
2014-10-17,16.75
2014-10-20,17.7
2014-10-21,17.05
2014-10-22,17.05
2014-10-23,17.6
2014-10-27,17.9
2014-10-28,18.5
2014-10-29,18.45
2014-10-30,19.85
2014-10-31,20.0
2014-11-03,21.9
2014-11-05,21.8
2014-11-07,21.4
2014-11-10,23.35
2014-11-11,22.95
2014-11-12,22.4
2014-11-13,23.6
2014-11-14,22.75
2014-11-17,23.05
2014-11-18,22.6
2014-11-19,22.75
2014-11-20,22.55
2014-11-21,22.75
2014-11-24,22.2
2014-11-25,21.45
2014-11-26,21.5
2014-11-27,21.3
2014-11-28,21.1
2014-12-01,20.95
2014-12-02,21.3
2014-12-03,22.2
2014-12-04,21.75
2014-12-05,21.7
2014-12-08,21.35
2014-12-09,20.55
2014-12-10,19.8
2014-12-11,20.8
2014-12-12,20.05
2014-12-15,19.85
2014-12-16,18.45
2014-12-17,18.55
2014-12-18,19.25
2014-12-19,19.0
2014-12-22,19.35
2014-12-23,18.8
2014-12-24,18.85
2014-12-26,18.85
2014-12-29,18.75
2014-12-30,18.75
2014-12-31,18.85
