Date,MAHABANK
2014-01-01,36.0
2014-01-02,35.3
2014-01-03,36.25
2014-01-06,36.15
2014-01-07,35.7
2014-01-08,35.9
2014-01-09,36.0
2014-01-10,35.75
2014-01-13,35.65
2014-01-14,35.65
2014-01-15,35.65
2014-01-16,35.45
2014-01-17,35.25
2014-01-20,35.35
2014-01-21,35.6
2014-01-22,35.45
2014-01-23,36.25
2014-01-24,35.8
2014-01-27,35.1
2014-01-28,35.05
2014-01-29,35.1
2014-01-30,34.8
2014-01-31,34.8
2014-02-03,33.75
2014-02-04,33.8
2014-02-05,33.8
2014-02-06,32.7
2014-02-07,32.7
2014-02-10,32.5
2014-02-11,32.25
2014-02-12,31.45
2014-02-13,30.95
2014-02-14,30.35
2014-02-17,29.5
2014-02-18,29.3
2014-02-19,30.0
2014-02-20,29.85
2014-02-21,29.85
2014-02-24,29.7
2014-02-25,29.65
2014-02-26,29.55
2014-02-28,29.5
2014-03-03,29.45
2014-03-04,30.45
2014-03-05,31.4
2014-03-06,31.7
2014-03-07,32.0
2014-03-10,32.9
2014-03-11,32.45
2014-03-12,32.35
2014-03-13,32.25
2014-03-14,31.35
2014-03-18,31.6
2014-03-19,31.55
2014-03-20,31.4
2014-03-21,31.5
2014-03-22,31.8
2014-03-24,31.9
2014-03-25,32.6
2014-03-26,33.55
2014-03-27,35.9
2014-03-28,38.6
2014-03-31,39.6
2014-04-01,38.5
2014-04-02,38.95
2014-04-03,38.1
2014-04-04,38.25
2014-04-07,37.8
2014-04-09,38.85
2014-04-10,38.85
2014-04-11,39.1
2014-04-15,38.5
2014-04-16,37.45
2014-04-17,38.15
2014-04-21,38.4
2014-04-22,38.35
2014-04-23,38.3
2014-04-25,38.35
2014-04-28,38.15
2014-04-29,37.8
2014-04-30,38.25
2014-05-02,37.45
2014-05-05,37.6
2014-05-06,37.5
2014-05-07,37.25
2014-05-08,36.75
2014-05-09,37.3
2014-05-12,37.7
2014-05-13,38.75
2014-05-14,39.75
2014-05-15,39.2
2014-05-16,40.25
2014-05-19,42.9
2014-05-20,44.6
2014-05-21,44.45
2014-05-22,45.55
2014-05-23,48.9
2014-05-26,50.25
2014-05-27,47.85
2014-05-28,48.6
2014-05-29,47.7
2014-05-30,46.95
2014-06-02,48.9
2014-06-03,48.7
2014-06-04,50.65
2014-06-05,53.1
2014-06-06,54.2
2014-06-09,53.65
2014-06-10,51.7
2014-06-11,49.85
2014-06-12,48.95
2014-06-13,47.25
2014-06-16,46.6
2014-06-17,48.8
2014-06-18,47.7
2014-06-19,47.35
2014-06-20,46.7
2014-06-23,47.6
2014-06-24,47.9
2014-06-25,47.45
2014-06-26,47.2
2014-06-27,47.65
2014-06-30,51.65
2014-07-01,49.85
2014-07-02,49.45
2014-07-03,50.35
2014-07-04,51.95
2014-07-07,53.3
2014-07-08,50.85
2014-07-09,50.8
2014-07-10,50.45
2014-07-11,48.35
2014-07-14,47.15
2014-07-15,47.9
2014-07-16,49.2
2014-07-17,49.1
2014-07-18,48.35
2014-07-21,48.6
2014-07-22,48.4
2014-07-23,48.4
2014-07-24,48.15
2014-07-25,47.3
2014-07-28,47.55
2014-07-30,47.0
2014-07-31,46.6
2014-08-01,46.8
2014-08-04,46.05
2014-08-05,46.1
2014-08-06,45.65
2014-08-07,45.05
2014-08-08,43.35
2014-08-11,43.75
2014-08-12,43.45
2014-08-13,41.25
2014-08-14,42.05
2014-08-18,42.65
2014-08-19,43.45
2014-08-20,43.1
2014-08-21,43.95
2014-08-22,44.3
2014-08-25,42.8
2014-08-26,42.25
2014-08-27,42.8
2014-08-28,45.5
2014-09-01,45.1
2014-09-02,44.6
2014-09-03,44.5
2014-09-04,44.25
2014-09-05,43.8
2014-09-08,44.2
2014-09-09,43.95
2014-09-10,44.5
2014-09-11,46.1
2014-09-12,46.4
2014-09-15,47.3
2014-09-16,46.25
2014-09-17,45.45
2014-09-18,45.75
2014-09-19,45.3
2014-09-22,44.5
2014-09-23,43.95
2014-09-24,43.4
2014-09-25,41.9
2014-09-26,42.0
2014-09-29,42.25
2014-09-30,42.0
2014-10-01,41.5
2014-10-07,40.7
2014-10-08,40.65
2014-10-09,42.1
2014-10-10,40.05
2014-10-13,40.45
2014-10-14,40.55
2014-10-16,40.05
2014-10-17,40.25
2014-10-20,40.95
2014-10-21,41.15
2014-10-22,41.0
2014-10-23,41.4
2014-10-27,41.3
2014-10-28,41.9
2014-10-29,42.05
2014-10-30,42.95
2014-10-31,43.15
2014-11-03,44.75
2014-11-05,44.5
2014-11-07,44.65
2014-11-10,45.25
2014-11-11,45.8
2014-11-12,45.15
2014-11-13,44.55
2014-11-14,44.5
2014-11-17,45.2
2014-11-18,45.6
2014-11-19,44.85
2014-11-20,44.4
2014-11-21,44.3
2014-11-24,43.85
2014-11-25,42.65
2014-11-26,42.7
2014-11-27,42.3
2014-11-28,43.85
2014-12-01,43.25
2014-12-02,44.15
2014-12-03,44.5
2014-12-04,44.2
2014-12-05,43.9
2014-12-08,42.85
2014-12-09,41.95
2014-12-10,42.75
2014-12-11,42.9
2014-12-12,42.15
2014-12-15,41.4
2014-12-16,40.5
2014-12-17,40.7
2014-12-18,41.55
2014-12-19,41.2
2014-12-22,41.55
2014-12-23,41.45
2014-12-24,41.5
2014-12-26,42.4
2014-12-29,41.75
2014-12-30,42.3
2014-12-31,42.8
