Date,GESHIP
2014-01-01,319.1
2014-01-02,317.25
2014-01-03,312.3
2014-01-06,309.7
2014-01-07,310.2
2014-01-08,312.85
2014-01-09,308.05
2014-01-10,306.25
2014-01-13,299.5
2014-01-14,307.8
2014-01-15,304.5
2014-01-16,300.6
2014-01-17,298.1
2014-01-20,297.2
2014-01-21,297.2
2014-01-22,297.2
2014-01-23,298.95
2014-01-24,295.55
2014-01-27,294.75
2014-01-28,294.35
2014-01-29,293.7
2014-01-30,297.9
2014-01-31,293.55
2014-02-03,293.2
2014-02-04,293.0
2014-02-05,291.4
2014-02-06,289.95
2014-02-07,290.0
2014-02-10,288.25
2014-02-11,285.8
2014-02-12,284.95
2014-02-13,287.95
2014-02-14,288.35
2014-02-17,290.2
2014-02-18,295.6
2014-02-19,300.05
2014-02-20,304.3
2014-02-21,315.35
2014-02-24,323.95
2014-02-25,323.35
2014-02-26,314.85
2014-02-28,310.55
2014-03-03,302.3
2014-03-04,311.0
2014-03-05,311.1
2014-03-06,313.15
2014-03-07,314.75
2014-03-10,315.7
2014-03-11,319.8
2014-03-12,313.3
2014-03-13,313.15
2014-03-14,309.2
2014-03-18,313.8
2014-03-19,320.35
2014-03-20,337.65
2014-03-21,341.85
2014-03-22,335.95
2014-03-24,341.0
2014-03-25,341.4
2014-03-26,344.9
2014-03-27,336.05
2014-03-28,338.7
2014-03-31,340.55
2014-04-01,339.85
2014-04-02,337.55
2014-04-03,341.35
2014-04-04,338.4
2014-04-07,337.95
2014-04-09,345.45
2014-04-10,341.45
2014-04-11,349.6
2014-04-15,349.75
2014-04-16,349.6
2014-04-17,345.6
2014-04-21,346.05
2014-04-22,344.4
2014-04-23,347.35
2014-04-25,337.7
2014-04-28,328.05
2014-04-29,340.95
2014-04-30,334.9
2014-05-02,343.2
2014-05-05,337.95
2014-05-06,338.15
2014-05-07,339.3
2014-05-08,340.15
2014-05-09,337.35
2014-05-12,338.35
2014-05-13,343.6
2014-05-14,345.0
2014-05-15,343.0
2014-05-16,344.9
2014-05-19,334.9
2014-05-20,346.0
2014-05-21,354.3
2014-05-22,361.2
2014-05-23,363.1
2014-05-26,359.3
2014-05-27,363.25
2014-05-28,365.45
2014-05-29,365.05
2014-05-30,368.45
2014-06-02,359.95
2014-06-03,356.75
2014-06-04,360.3
2014-06-05,376.6
2014-06-06,366.5
2014-06-09,365.6
2014-06-10,373.85
2014-06-11,377.85
2014-06-12,377.0
2014-06-13,379.9
2014-06-16,376.15
2014-06-17,378.85
2014-06-18,372.0
2014-06-19,372.6
2014-06-20,373.2
2014-06-23,368.6
2014-06-24,361.35
2014-06-25,361.9
2014-06-26,368.45
2014-06-27,363.75
2014-06-30,364.85
2014-07-01,361.35
2014-07-02,365.9
2014-07-03,367.0
2014-07-04,374.55
2014-07-07,375.0
2014-07-08,373.15
2014-07-09,366.7
2014-07-10,368.1
2014-07-11,353.45
2014-07-14,353.1
2014-07-15,357.45
2014-07-16,359.15
2014-07-17,359.7
2014-07-18,361.1
2014-07-21,368.75
2014-07-22,361.7
2014-07-23,361.85
2014-07-24,362.0
2014-07-25,368.5
2014-07-28,365.95
2014-07-30,368.75
2014-07-31,367.25
2014-08-01,353.85
2014-08-04,355.5
2014-08-05,360.5
2014-08-06,356.45
2014-08-07,357.5
2014-08-08,358.95
2014-08-11,356.15
2014-08-12,364.75
2014-08-13,360.2
2014-08-14,359.3
2014-08-18,364.3
2014-08-19,360.9
2014-08-20,363.2
2014-08-21,366.45
2014-08-22,367.5
2014-08-25,368.45
2014-08-26,363.25
2014-08-27,368.1
2014-08-28,368.75
2014-09-01,380.05
2014-09-02,398.4
2014-09-03,398.55
2014-09-04,390.2
2014-09-05,396.7
2014-09-08,396.8
2014-09-09,395.9
2014-09-10,404.25
2014-09-11,421.0
2014-09-12,422.35
2014-09-15,456.55
2014-09-16,435.45
2014-09-17,423.6
2014-09-18,418.75
2014-09-19,433.5
2014-09-22,431.35
2014-09-23,424.65
2014-09-24,414.45
2014-09-25,408.05
2014-09-26,405.95
2014-09-29,423.35
2014-09-30,431.85
2014-10-01,440.55
2014-10-07,422.05
2014-10-08,415.75
2014-10-09,419.8
2014-10-10,408.05
2014-10-13,406.05
2014-10-14,411.9
2014-10-16,398.3
2014-10-17,389.85
2014-10-20,392.15
2014-10-21,391.25
2014-10-22,396.05
2014-10-23,400.25
2014-10-27,391.7
2014-10-28,386.15
2014-10-29,395.25
2014-10-30,393.4
2014-10-31,398.55
2014-11-03,397.0
2014-11-05,393.3
2014-11-07,398.95
2014-11-10,399.25
2014-11-11,399.85
2014-11-12,393.35
2014-11-13,392.35
2014-11-14,398.6
2014-11-17,399.2
2014-11-18,399.0
2014-11-19,407.1
2014-11-20,410.75
2014-11-21,398.0
2014-11-24,401.45
2014-11-25,384.75
2014-11-26,382.3
2014-11-27,380.2
2014-11-28,399.05
2014-12-01,394.3
2014-12-02,393.1
2014-12-03,399.95
2014-12-04,402.8
2014-12-05,403.75
2014-12-08,398.4
2014-12-09,399.3
2014-12-10,402.25
2014-12-11,393.05
2014-12-12,390.6
2014-12-15,377.4
2014-12-16,357.15
2014-12-17,378.2
2014-12-18,379.85
2014-12-19,369.4
2014-12-22,357.4
2014-12-23,347.65
2014-12-24,356.95
2014-12-26,351.2
2014-12-29,353.55
2014-12-30,354.5
2014-12-31,361.9
