Date,KILITCH
2014-01-01,23.45
2014-01-02,22.4
2014-01-03,21.95
2014-01-06,22.05
2014-01-07,22.0
2014-01-08,22.05
2014-01-09,22.9
2014-01-10,22.15
2014-01-13,21.45
2014-01-14,20.9
2014-01-15,20.8
2014-01-16,20.9
2014-01-17,21.15
2014-01-20,20.95
2014-01-21,20.35
2014-01-22,19.95
2014-01-23,20.15
2014-01-24,20.5
2014-01-27,19.5
2014-01-28,19.45
2014-01-29,19.25
2014-01-30,18.65
2014-01-31,18.85
2014-02-03,19.0
2014-02-04,18.25
2014-02-05,18.05
2014-02-06,18.4
2014-02-07,18.25
2014-02-10,18.4
2014-02-11,18.55
2014-02-12,17.85
2014-02-13,18.25
2014-02-14,18.3
2014-02-17,17.95
2014-02-18,18.25
2014-02-19,18.0
2014-02-20,17.6
2014-02-21,17.8
2014-02-24,17.55
2014-02-25,17.75
2014-02-26,17.65
2014-02-28,17.65
2014-03-03,17.65
2014-03-04,17.9
2014-03-05,17.8
2014-03-06,18.45
2014-03-07,18.25
2014-03-10,18.9
2014-03-11,18.35
2014-03-12,18.15
2014-03-13,18.5
2014-03-14,17.9
2014-03-18,18.5
2014-03-19,17.75
2014-03-20,21.3
2014-03-21,20.55
2014-03-22,20.4
2014-03-24,18.7
2014-03-25,18.1
2014-03-26,17.7
2014-03-27,18.0
2014-03-28,19.05
2014-03-31,18.9
2014-04-01,19.15
2014-04-02,19.5
2014-04-03,19.0
2014-04-04,19.45
2014-04-07,19.9
2014-04-09,20.85
2014-04-10,20.5
2014-04-11,20.4
2014-04-15,20.85
2014-04-16,20.5
2014-04-17,20.25
2014-04-21,20.55
2014-04-22,20.6
2014-04-23,23.1
2014-04-25,22.45
2014-04-28,22.75
2014-04-29,22.05
2014-04-30,21.55
2014-05-02,21.7
2014-05-05,22.2
2014-05-06,22.0
2014-05-07,21.25
2014-05-08,21.1
2014-05-09,20.7
2014-05-12,20.3
2014-05-13,20.4
2014-05-14,20.4
2014-05-15,20.2
2014-05-16,20.15
2014-05-19,20.65
2014-05-20,21.1
2014-05-21,22.5
2014-05-22,24.65
2014-05-23,25.1
2014-05-26,23.65
2014-05-27,23.35
2014-05-28,23.15
2014-05-29,23.3
2014-05-30,23.4
2014-06-02,23.65
2014-06-03,23.7
2014-06-04,24.0
2014-06-05,24.0
2014-06-06,23.45
2014-06-09,24.5
2014-06-10,29.4
2014-06-11,31.85
2014-06-12,29.35
2014-06-13,25.7
2014-06-16,26.4
2014-06-17,27.5
2014-06-18,27.1
2014-06-19,26.1
2014-06-20,25.65
2014-06-23,25.55
2014-06-24,26.5
2014-06-25,26.6
2014-06-26,26.1
2014-06-27,26.0
2014-06-30,26.6
2014-07-01,26.25
2014-07-02,26.6
2014-07-03,26.05
2014-07-04,26.7
2014-07-07,26.55
2014-07-08,25.45
2014-07-09,24.0
2014-07-10,24.4
2014-07-11,23.0
2014-07-14,23.95
2014-07-15,23.4
2014-07-16,23.45
2014-07-17,23.7
2014-07-18,23.7
2014-07-21,23.8
2014-07-22,23.5
2014-07-23,23.8
2014-07-24,23.55
2014-07-25,23.45
2014-07-28,23.05
2014-07-30,22.5
2014-07-31,22.7
2014-08-01,22.45
2014-08-04,22.55
2014-08-05,23.3
2014-08-06,24.5
2014-08-07,23.45
2014-08-08,22.85
2014-08-11,22.7
2014-08-12,22.6
2014-08-13,22.75
2014-08-14,22.65
2014-08-18,22.3
2014-08-19,22.5
2014-08-20,27.0
2014-08-21,29.45
2014-08-22,28.85
2014-08-25,27.1
2014-08-26,29.7
2014-08-27,30.4
2014-08-28,29.2
2014-09-01,28.35
2014-09-02,28.3
2014-09-03,27.6
2014-09-04,28.95
2014-09-05,28.55
2014-09-08,30.05
2014-09-09,28.95
2014-09-10,28.85
2014-09-11,29.25
2014-09-12,30.1
2014-09-15,31.6
2014-09-16,28.75
2014-09-17,29.9
2014-09-18,30.05
2014-09-19,29.2
2014-09-22,29.0
2014-09-23,28.55
2014-09-24,29.5
2014-09-25,28.05
2014-09-26,27.4
2014-09-29,27.2
2014-09-30,27.7
2014-10-01,25.15
2014-10-07,25.25
2014-10-08,25.35
2014-10-09,26.85
2014-10-10,25.4
2014-10-13,26.55
2014-10-14,26.35
2014-10-16,27.7
2014-10-17,27.2
2014-10-20,26.65
2014-10-21,27.3
2014-10-22,27.1
2014-10-23,27.55
2014-10-27,27.0
2014-10-28,26.35
2014-10-29,26.5
2014-10-30,26.8
2014-10-31,27.9
2014-11-03,27.85
2014-11-05,26.75
2014-11-07,26.2
2014-11-10,26.75
2014-11-11,26.5
2014-11-12,26.05
2014-11-13,26.4
2014-11-14,26.2
2014-11-17,29.85
2014-11-18,30.15
2014-11-19,28.4
2014-11-20,28.3
2014-11-21,31.4
2014-11-24,31.3
2014-11-25,30.05
2014-11-26,35.35
2014-11-27,42.4
2014-11-28,44.25
2014-12-01,43.15
2014-12-02,47.45
2014-12-03,46.95
2014-12-04,45.5
2014-12-05,44.95
2014-12-08,42.9
2014-12-09,40.9
2014-12-10,40.0
2014-12-11,42.85
2014-12-12,39.9
2014-12-15,39.35
2014-12-16,36.15
2014-12-17,34.45
2014-12-18,37.85
2014-12-19,41.2
2014-12-22,41.55
2014-12-23,39.4
2014-12-24,38.2
2014-12-26,38.1
2014-12-29,38.0
2014-12-30,37.05
2014-12-31,38.45
