Date,HEROMOTOCO
2014-01-01,2085.85
2014-01-02,2080.55
2014-01-03,2101.05
2014-01-06,2068.9
2014-01-07,2069.0
2014-01-08,2064.65
2014-01-09,2068.3
2014-01-10,2039.1
2014-01-13,2037.0
2014-01-14,2037.2
2014-01-15,2073.5
2014-01-16,2076.65
2014-01-17,2075.75
2014-01-20,2086.0
2014-01-21,2068.05
2014-01-22,2059.9
2014-01-23,2053.6
2014-01-24,2036.65
2014-01-27,2016.75
2014-01-28,2013.15
2014-01-29,2071.5
2014-01-30,1998.1
2014-01-31,1969.2
2014-02-03,1962.0
2014-02-04,1986.1
2014-02-05,1988.2
2014-02-06,1984.2
2014-02-07,2005.5
2014-02-10,1999.75
2014-02-11,1961.8
2014-02-12,1974.85
2014-02-13,1967.5
2014-02-14,1937.3
2014-02-17,1972.75
2014-02-18,1979.4
2014-02-19,1944.25
2014-02-20,1925.95
2014-02-21,1919.15
2014-02-24,1949.5
2014-02-25,1950.05
2014-02-26,1975.2
2014-02-28,1967.15
2014-03-03,1956.35
2014-03-04,1976.9
2014-03-05,1974.3
2014-03-06,2011.9
2014-03-07,2008.95
2014-03-10,2015.95
2014-03-11,2019.45
2014-03-12,2061.6
2014-03-13,2100.45
2014-03-14,2124.35
2014-03-18,2132.05
2014-03-19,2113.85
2014-03-20,2104.6
2014-03-21,2068.15
2014-03-22,2070.85
2014-03-24,2120.0
2014-03-25,2190.2
2014-03-26,2180.7
2014-03-27,2250.3
2014-03-28,2253.25
2014-03-31,2274.8
2014-04-01,2250.0
2014-04-02,2249.95
2014-04-03,2250.6
2014-04-04,2250.9
2014-04-07,2239.35
2014-04-09,2244.3
2014-04-10,2207.45
2014-04-11,2174.05
2014-04-15,2220.35
2014-04-16,2168.4
2014-04-17,2218.85
2014-04-21,2245.05
2014-04-22,2266.5
2014-04-23,2256.15
2014-04-25,2200.15
2014-04-28,2161.1
2014-04-29,2145.2
2014-04-30,2200.35
2014-05-02,2198.65
2014-05-05,2208.1
2014-05-06,2182.25
2014-05-07,2158.25
2014-05-08,2130.4
2014-05-09,2217.4
2014-05-12,2302.8
2014-05-13,2429.0
2014-05-14,2431.0
2014-05-15,2440.8
2014-05-16,2397.65
2014-05-19,2448.4
2014-05-20,2362.5
2014-05-21,2340.75
2014-05-22,2310.3
2014-05-23,2349.2
2014-05-26,2300.45
2014-05-27,2314.2
2014-05-28,2347.85
2014-05-29,2344.6
2014-05-30,2345.85
2014-06-02,2385.35
2014-06-03,2461.7
2014-06-04,2541.5
2014-06-05,2582.2
2014-06-06,2682.75
2014-06-09,2724.2
2014-06-10,2665.8
2014-06-11,2705.05
2014-06-12,2717.65
2014-06-13,2592.05
2014-06-16,2611.35
2014-06-17,2591.5
2014-06-18,2544.4
2014-06-19,2539.7
2014-06-20,2521.0
2014-06-23,2583.45
2014-06-24,2615.25
2014-06-25,2642.8
2014-06-26,2646.9
2014-06-27,2622.9
2014-06-30,2634.65
2014-07-01,2643.4
2014-07-02,2679.8
2014-07-03,2588.4
2014-07-04,2583.95
2014-07-07,2615.85
2014-07-08,2579.3
2014-07-09,2537.9
2014-07-10,2439.1
2014-07-11,2433.15
2014-07-14,2442.2
2014-07-15,2407.35
2014-07-16,2432.75
2014-07-17,2445.55
2014-07-18,2504.5
2014-07-21,2516.4
2014-07-22,2520.35
2014-07-23,2558.3
2014-07-24,2538.2
2014-07-25,2574.7
2014-07-28,2538.1
2014-07-30,2602.35
2014-07-31,2597.15
2014-08-01,2596.55
2014-08-04,2600.9
2014-08-05,2583.3
2014-08-06,2598.25
2014-08-07,2610.95
2014-08-08,2591.75
2014-08-11,2604.95
2014-08-12,2597.2
2014-08-13,2578.7
2014-08-14,2510.55
2014-08-18,2511.45
2014-08-19,2542.65
2014-08-20,2537.1
2014-08-21,2557.85
2014-08-22,2536.45
2014-08-25,2569.5
2014-08-26,2564.7
2014-08-27,2600.0
2014-08-28,2604.8
2014-09-01,2755.45
2014-09-02,2792.9
2014-09-03,2766.0
2014-09-04,2824.6
2014-09-05,2761.8
2014-09-08,2781.05
2014-09-09,2749.6
2014-09-10,2682.8
2014-09-11,2720.3
2014-09-12,2758.55
2014-09-15,2799.65
2014-09-16,2790.5
2014-09-17,2828.7
2014-09-18,2992.65
2014-09-19,2951.4
2014-09-22,2997.85
2014-09-23,2978.2
2014-09-24,2943.25
2014-09-25,2932.95
2014-09-26,2896.9
2014-09-29,2860.5
2014-09-30,2839.55
2014-10-01,2874.95
2014-10-07,2808.15
2014-10-08,2799.05
2014-10-09,2818.95
2014-10-10,2841.0
2014-10-13,2874.85
2014-10-14,2852.45
2014-10-16,2798.95
2014-10-17,2873.9
2014-10-20,2937.7
2014-10-21,2995.85
2014-10-22,3115.5
2014-10-23,3110.05
2014-10-27,3082.95
2014-10-28,3035.05
2014-10-29,3037.85
2014-10-30,3031.65
2014-10-31,3064.25
2014-11-03,3010.95
2014-11-05,2963.3
2014-11-07,2887.6
2014-11-10,2933.1
2014-11-11,2924.0
2014-11-12,2967.35
2014-11-13,2927.5
2014-11-14,2964.4
2014-11-17,3028.9
2014-11-18,3017.75
2014-11-19,3000.35
2014-11-20,2995.55
2014-11-21,3028.35
2014-11-24,3078.7
2014-11-25,3042.75
2014-11-26,3099.5
2014-11-27,3104.15
2014-11-28,3147.4
2014-12-01,3257.9
2014-12-02,3224.0
2014-12-03,3194.3
2014-12-04,3218.0
2014-12-05,3187.0
2014-12-08,3160.15
2014-12-09,3136.6
2014-12-10,3168.75
2014-12-11,3114.6
2014-12-12,3124.9
2014-12-15,3145.45
2014-12-16,3132.75
2014-12-17,3061.65
2014-12-18,3065.45
2014-12-19,3074.1
2014-12-22,3114.3
2014-12-23,3137.45
2014-12-24,3100.5
2014-12-26,3096.4
2014-12-29,3150.05
2014-12-30,3084.85
2014-12-31,3106.65
