Date,SJVN
2014-01-01,21.1
2014-01-02,20.75
2014-01-03,20.6
2014-01-06,20.6
2014-01-07,20.6
2014-01-08,20.9
2014-01-09,20.75
2014-01-10,20.55
2014-01-13,20.75
2014-01-14,20.75
2014-01-15,20.65
2014-01-16,20.95
2014-01-17,21.0
2014-01-20,21.0
2014-01-21,21.0
2014-01-22,21.45
2014-01-23,21.65
2014-01-24,21.2
2014-01-27,21.05
2014-01-28,20.9
2014-01-29,20.65
2014-01-30,21.0
2014-01-31,21.0
2014-02-03,20.6
2014-02-04,20.9
2014-02-05,20.6
2014-02-06,20.55
2014-02-07,20.65
2014-02-10,20.55
2014-02-11,21.35
2014-02-12,21.0
2014-02-13,20.75
2014-02-14,20.5
2014-02-17,20.25
2014-02-18,19.95
2014-02-19,20.55
2014-02-20,20.55
2014-02-21,20.5
2014-02-24,20.5
2014-02-25,20.2
2014-02-26,20.25
2014-02-28,20.5
2014-03-03,20.4
2014-03-04,20.55
2014-03-05,20.6
2014-03-06,21.0
2014-03-07,21.0
2014-03-10,20.45
2014-03-11,20.35
2014-03-12,20.7
2014-03-13,20.55
2014-03-14,20.35
2014-03-18,20.5
2014-03-19,20.5
2014-03-20,20.8
2014-03-21,20.85
2014-03-22,20.65
2014-03-24,20.9
2014-03-25,20.95
2014-03-26,20.95
2014-03-27,20.75
2014-03-28,21.25
2014-03-31,21.05
2014-04-01,21.55
2014-04-02,21.5
2014-04-03,21.7
2014-04-04,21.7
2014-04-07,21.75
2014-04-09,22.3
2014-04-10,22.8
2014-04-11,22.55
2014-04-15,22.0
2014-04-16,21.8
2014-04-17,22.1
2014-04-21,22.05
2014-04-22,22.1
2014-04-23,23.05
2014-04-25,22.35
2014-04-28,22.55
2014-04-29,22.6
2014-04-30,22.7
2014-05-02,22.5
2014-05-05,22.35
2014-05-06,22.05
2014-05-07,22.1
2014-05-08,22.2
2014-05-09,22.4
2014-05-12,22.5
2014-05-13,23.55
2014-05-14,23.05
2014-05-15,22.55
2014-05-16,22.5
2014-05-19,24.2
2014-05-20,25.45
2014-05-21,26.3
2014-05-22,26.2
2014-05-23,26.65
2014-05-26,25.3
2014-05-27,24.9
2014-05-28,25.2
2014-05-29,24.85
2014-05-30,24.7
2014-06-02,25.15
2014-06-03,25.4
2014-06-04,25.95
2014-06-05,26.15
2014-06-06,25.9
2014-06-09,25.9
2014-06-10,25.45
2014-06-11,24.85
2014-06-12,24.75
2014-06-13,24.1
2014-06-16,23.85
2014-06-17,24.45
2014-06-18,24.0
2014-06-19,24.7
2014-06-20,24.0
2014-06-23,24.0
2014-06-24,24.25
2014-06-25,24.55
2014-06-26,24.0
2014-06-27,24.4
2014-06-30,24.85
2014-07-01,24.75
2014-07-02,24.7
2014-07-03,24.55
2014-07-04,24.55
2014-07-07,24.5
2014-07-08,23.6
2014-07-09,23.7
2014-07-10,23.8
2014-07-11,23.1
2014-07-14,22.7
2014-07-15,23.0
2014-07-16,23.35
2014-07-17,23.55
2014-07-18,23.25
2014-07-21,23.3
2014-07-22,23.05
2014-07-23,23.1
2014-07-24,23.05
2014-07-25,23.95
2014-07-28,24.7
2014-07-30,24.45
2014-07-31,24.5
2014-08-01,23.65
2014-08-04,24.0
2014-08-05,24.15
2014-08-06,24.15
2014-08-07,24.3
2014-08-08,23.95
2014-08-11,23.9
2014-08-12,23.9
2014-08-13,23.65
2014-08-14,24.35
2014-08-18,24.95
2014-08-19,24.7
2014-08-20,24.7
2014-08-21,24.45
2014-08-22,24.4
2014-08-25,24.2
2014-08-26,24.0
2014-08-27,24.0
2014-08-28,24.05
2014-09-01,23.55
2014-09-02,23.05
2014-09-03,23.1
2014-09-04,22.7
2014-09-05,23.1
2014-09-08,22.95
2014-09-09,24.0
2014-09-10,23.95
2014-09-11,23.55
2014-09-12,23.5
2014-09-15,23.05
2014-09-16,22.85
2014-09-17,22.95
2014-09-18,23.2
2014-09-19,23.0
2014-09-22,23.0
2014-09-23,22.8
2014-09-24,22.7
2014-09-25,22.45
2014-09-26,22.85
2014-09-29,22.8
2014-09-30,22.8
2014-10-01,22.55
2014-10-07,22.5
2014-10-08,22.5
2014-10-09,22.7
2014-10-10,22.35
2014-10-13,22.4
2014-10-14,22.45
2014-10-16,22.35
2014-10-17,22.0
2014-10-20,22.1
2014-10-21,22.1
2014-10-22,22.3
2014-10-23,22.65
2014-10-27,22.8
2014-10-28,22.9
2014-10-29,23.25
2014-10-30,24.0
2014-10-31,24.0
2014-11-03,23.95
2014-11-05,23.8
2014-11-07,25.3
2014-11-10,23.9
2014-11-11,24.2
2014-11-12,23.9
2014-11-13,24.0
2014-11-14,23.8
2014-11-17,24.15
2014-11-18,24.3
2014-11-19,24.0
2014-11-20,23.7
2014-11-21,24.05
2014-11-24,24.0
2014-11-25,23.75
2014-11-26,23.7
2014-11-27,23.8
2014-11-28,23.8
2014-12-01,23.85
2014-12-02,23.85
2014-12-03,24.1
2014-12-04,24.4
2014-12-05,24.75
2014-12-08,24.95
2014-12-09,24.45
2014-12-10,24.4
2014-12-11,24.05
2014-12-12,23.95
2014-12-15,23.8
2014-12-16,23.0
2014-12-17,23.25
2014-12-18,24.05
2014-12-19,24.0
2014-12-22,23.9
2014-12-23,23.85
2014-12-24,23.5
2014-12-26,23.85
2014-12-29,23.9
2014-12-30,23.8
2014-12-31,24.55
