Date,MARUTI
2014-01-01,1764.0
2014-01-02,1768.4
2014-01-03,1798.6
2014-01-06,1807.7
2014-01-07,1845.75
2014-01-08,1837.5
2014-01-09,1811.8
2014-01-10,1794.1
2014-01-13,1782.75
2014-01-14,1773.35
2014-01-15,1800.1
2014-01-16,1789.85
2014-01-17,1775.2
2014-01-20,1778.2
2014-01-21,1801.9
2014-01-22,1807.85
2014-01-23,1793.8
2014-01-24,1774.25
2014-01-27,1702.3
2014-01-28,1566.0
2014-01-29,1673.85
2014-01-30,1635.9
2014-01-31,1636.25
2014-02-03,1618.5
2014-02-04,1619.65
2014-02-05,1606.7
2014-02-06,1639.7
2014-02-07,1664.95
2014-02-10,1688.85
2014-02-11,1678.15
2014-02-12,1647.7
2014-02-13,1641.25
2014-02-14,1643.4
2014-02-17,1665.7
2014-02-18,1708.45
2014-02-19,1698.1
2014-02-20,1683.3
2014-02-21,1675.6
2014-02-24,1684.4
2014-02-25,1678.0
2014-02-26,1664.05
2014-02-28,1589.0
2014-03-03,1582.2
2014-03-04,1597.4
2014-03-05,1625.4
2014-03-06,1650.45
2014-03-07,1735.05
2014-03-10,1801.1
2014-03-11,1754.15
2014-03-12,1764.05
2014-03-13,1747.35
2014-03-14,1738.45
2014-03-18,1868.2
2014-03-19,1869.75
2014-03-20,1856.55
2014-03-21,1868.55
2014-03-22,1872.5
2014-03-24,1886.3
2014-03-25,1901.7
2014-03-26,1937.1
2014-03-27,1935.55
2014-03-28,1931.4
2014-03-31,1971.75
2014-04-01,1930.85
2014-04-02,1933.2
2014-04-03,1939.7
2014-04-04,1927.2
2014-04-07,1904.95
2014-04-09,1932.5
2014-04-10,1959.95
2014-04-11,1935.7
2014-04-15,1927.2
2014-04-16,1935.25
2014-04-17,1951.35
2014-04-21,1988.3
2014-04-22,1975.6
2014-04-23,1982.05
2014-04-25,1956.2
2014-04-28,1950.45
2014-04-29,1916.5
2014-04-30,1923.0
2014-05-02,1883.4
2014-05-05,1897.85
2014-05-06,1910.25
2014-05-07,1881.25
2014-05-08,1896.6
2014-05-09,1974.85
2014-05-12,2049.9
2014-05-13,2090.35
2014-05-14,2085.2
2014-05-15,2117.85
2014-05-16,2152.15
2014-05-19,2214.65
2014-05-20,2194.0
2014-05-21,2169.2
2014-05-22,2264.8
2014-05-23,2385.85
2014-05-26,2341.3
2014-05-27,2302.05
2014-05-28,2309.95
2014-05-29,2305.85
2014-05-30,2271.8
2014-06-02,2324.3
2014-06-03,2336.85
2014-06-04,2372.05
2014-06-05,2381.2
2014-06-06,2392.05
2014-06-09,2435.15
2014-06-10,2464.3
2014-06-11,2448.55
2014-06-12,2480.85
2014-06-13,2403.35
2014-06-16,2381.15
2014-06-17,2414.45
2014-06-18,2435.0
2014-06-19,2380.05
2014-06-20,2366.4
2014-06-23,2380.3
2014-06-24,2414.6
2014-06-25,2471.0
2014-06-26,2486.9
2014-06-27,2454.7
2014-06-30,2439.35
2014-07-01,2583.8
2014-07-02,2641.95
2014-07-03,2629.9
2014-07-04,2642.5
2014-07-07,2638.85
2014-07-08,2589.65
2014-07-09,2516.45
2014-07-10,2531.7
2014-07-11,2504.65
2014-07-14,2509.65
2014-07-15,2518.45
2014-07-16,2572.15
2014-07-17,2560.35
2014-07-18,2524.6
2014-07-21,2541.35
2014-07-22,2513.4
2014-07-23,2490.05
2014-07-24,2498.7
2014-07-25,2509.3
2014-07-28,2505.5
2014-07-30,2552.45
2014-07-31,2524.05
2014-08-01,2586.0
2014-08-04,2645.7
2014-08-05,2665.85
2014-08-06,2637.0
2014-08-07,2649.4
2014-08-08,2622.6
2014-08-11,2664.55
2014-08-12,2664.25
2014-08-13,2650.95
2014-08-14,2666.55
2014-08-18,2703.55
2014-08-19,2749.3
2014-08-20,2737.85
2014-08-21,2750.55
2014-08-22,2754.85
2014-08-25,2805.85
2014-08-26,2772.4
2014-08-27,2769.25
2014-08-28,2784.5
2014-09-01,2912.8
2014-09-02,2915.05
2014-09-03,2908.55
2014-09-04,2897.75
2014-09-05,2880.75
2014-09-08,2915.65
2014-09-09,2910.0
2014-09-10,2906.95
2014-09-11,2917.1
2014-09-12,2971.8
2014-09-15,2962.6
2014-09-16,2950.35
2014-09-17,2967.2
2014-09-18,3042.7
2014-09-19,3082.4
2014-09-22,3066.2
2014-09-23,3061.8
2014-09-24,3071.8
2014-09-25,3057.25
2014-09-26,3038.0
2014-09-29,3008.15
2014-09-30,3062.85
2014-10-01,2970.95
2014-10-07,2938.65
2014-10-08,2951.1
2014-10-09,3006.2
2014-10-10,2966.2
2014-10-13,2972.85
2014-10-14,2962.1
2014-10-16,2936.85
2014-10-17,2941.1
2014-10-20,3003.7
2014-10-21,3075.7
2014-10-22,3177.2
2014-10-23,3165.5
2014-10-27,3169.7
2014-10-28,3151.35
2014-10-29,3205.4
2014-10-30,3240.25
2014-10-31,3337.25
2014-11-03,3286.85
2014-11-05,3288.95
2014-11-07,3288.35
2014-11-10,3307.8
2014-11-11,3329.0
2014-11-12,3359.75
2014-11-13,3328.55
2014-11-14,3329.55
2014-11-17,3341.2
2014-11-18,3364.6
2014-11-19,3343.4
2014-11-20,3335.5
2014-11-21,3355.05
2014-11-24,3353.1
2014-11-25,3288.85
2014-11-26,3284.0
2014-11-27,3263.45
2014-11-28,3346.2
2014-12-01,3389.15
2014-12-02,3356.85
2014-12-03,3391.5
2014-12-04,3406.85
2014-12-05,3410.1
2014-12-08,3379.85
2014-12-09,3336.55
2014-12-10,3323.4
2014-12-11,3341.1
2014-12-12,3379.3
2014-12-15,3368.75
2014-12-16,3309.85
2014-12-17,3261.95
2014-12-18,3385.3
2014-12-19,3359.4
2014-12-22,3393.5
2014-12-23,3398.7
2014-12-24,3365.5
2014-12-26,3333.1
2014-12-29,3347.2
2014-12-30,3347.25
2014-12-31,3329.8
