Date,MMFL
2014-01-01,94.25
2014-01-02,90.55
2014-01-03,89.85
2014-01-06,95.0
2014-01-07,96.8
2014-01-08,98.25
2014-01-09,96.7
2014-01-10,97.4
2014-01-13,97.3
2014-01-14,96.35
2014-01-15,96.6
2014-01-16,96.65
2014-01-17,89.15
2014-01-20,93.5
2014-01-21,96.95
2014-01-22,96.9
2014-01-23,100.0
2014-01-24,102.15
2014-01-27,98.2
2014-01-28,99.45
2014-01-29,100.5
2014-01-30,98.1
2014-01-31,98.7
2014-02-03,98.95
2014-02-04,106.55
2014-02-05,105.8
2014-02-06,102.85
2014-02-07,106.45
2014-02-10,103.85
2014-02-11,100.35
2014-02-12,100.95
2014-02-13,100.45
2014-02-14,99.05
2014-02-17,96.05
2014-02-18,102.15
2014-02-19,102.15
2014-02-20,102.65
2014-02-21,103.1
2014-02-24,101.25
2014-02-25,99.2
2014-02-26,98.6
2014-02-28,102.7
2014-03-03,100.2
2014-03-04,101.95
2014-03-05,102.0
2014-03-06,101.65
2014-03-07,101.5
2014-03-10,99.8
2014-03-11,99.9
2014-03-12,99.15
2014-03-13,98.15
2014-03-14,98.25
2014-03-18,102.9
2014-03-19,109.65
2014-03-20,105.7
2014-03-21,102.9
2014-03-22,104.7
2014-03-24,107.9
2014-03-25,107.95
2014-03-26,107.65
2014-03-27,106.9
2014-03-28,127.55
2014-03-31,118.9
2014-04-01,117.95
2014-04-02,118.95
2014-04-03,114.6
2014-04-04,118.9
2014-04-07,118.5
2014-04-09,124.95
2014-04-10,125.7
2014-04-11,124.3
2014-04-15,123.6
2014-04-16,121.55
2014-04-17,134.55
2014-04-21,139.3
2014-04-22,136.0
2014-04-23,138.9
2014-04-25,141.05
2014-04-28,145.25
2014-04-29,145.6
2014-04-30,136.65
2014-05-02,138.55
2014-05-05,136.1
2014-05-06,138.1
2014-05-07,140.0
2014-05-08,137.05
2014-05-09,140.3
2014-05-12,140.3
2014-05-13,144.8
2014-05-14,145.6
2014-05-15,140.8
2014-05-16,138.65
2014-05-19,144.8
2014-05-20,150.0
2014-05-21,158.75
2014-05-22,158.0
2014-05-23,154.25
2014-05-26,152.0
2014-05-27,151.0
2014-05-28,162.4
2014-05-29,167.35
2014-05-30,172.25
2014-06-02,174.35
2014-06-03,176.25
2014-06-04,180.85
2014-06-05,182.55
2014-06-06,176.7
2014-06-09,175.75
2014-06-10,172.7
2014-06-11,177.9
2014-06-12,178.25
2014-06-13,167.05
2014-06-16,162.3
2014-06-17,169.0
2014-06-18,167.65
2014-06-19,172.75
2014-06-20,174.55
2014-06-23,174.85
2014-06-24,178.0
2014-06-25,182.45
2014-06-26,180.4
2014-06-27,187.3
2014-06-30,224.75
2014-07-01,253.25
2014-07-02,238.65
2014-07-03,239.65
2014-07-04,237.3
2014-07-07,230.55
2014-07-08,236.3
2014-07-09,239.7
2014-07-10,243.95
2014-07-11,233.5
2014-07-14,234.8
2014-07-15,236.05
2014-07-16,240.8
2014-07-17,239.4
2014-07-18,237.2
2014-07-21,229.1
2014-07-22,229.3
2014-07-23,223.65
2014-07-24,226.6
2014-07-25,224.8
2014-07-28,225.65
2014-07-30,224.6
2014-07-31,224.65
2014-08-01,221.85
2014-08-04,229.65
2014-08-05,229.95
2014-08-06,236.4
2014-08-07,283.65
2014-08-08,322.6
2014-08-11,317.95
2014-08-12,315.7
2014-08-13,304.95
2014-08-14,304.2
2014-08-18,324.45
2014-08-19,328.1
2014-08-20,360.9
2014-08-21,377.75
2014-08-22,367.85
2014-08-25,370.0
2014-08-26,365.35
2014-08-27,365.15
2014-08-28,365.95
2014-09-01,373.05
2014-09-02,374.0
2014-09-03,372.6
2014-09-04,372.6
2014-09-05,447.1
2014-09-08,463.1
2014-09-09,478.35
2014-09-10,494.35
2014-09-11,491.85
2014-09-12,474.7
2014-09-15,486.3
2014-09-16,455.6
2014-09-17,451.65
2014-09-18,471.9
2014-09-19,477.4
2014-09-22,467.6
2014-09-23,455.6
2014-09-24,446.3
2014-09-25,436.2
2014-09-26,445.9
2014-09-29,454.7
2014-09-30,461.55
2014-10-01,461.5
2014-10-07,461.3
2014-10-08,459.6
2014-10-09,510.95
2014-10-10,504.5
2014-10-13,484.65
2014-10-14,494.55
2014-10-16,485.4
2014-10-17,475.7
2014-10-20,483.05
2014-10-21,484.25
2014-10-22,469.2
2014-10-23,488.0
2014-10-27,479.7
2014-10-28,475.7
2014-10-29,475.9
2014-10-30,489.85
2014-10-31,489.6
2014-11-03,491.1
2014-11-05,495.5
2014-11-07,490.95
2014-11-10,485.55
2014-11-11,505.55
2014-11-12,503.85
2014-11-13,509.05
2014-11-14,513.05
2014-11-17,549.6
2014-11-18,548.95
2014-11-19,551.6
2014-11-20,553.8
2014-11-21,556.8
2014-11-24,554.4
2014-11-25,515.85
2014-11-26,519.6
2014-11-27,530.8
2014-11-28,553.85
2014-12-01,546.85
2014-12-02,560.3
2014-12-03,547.2
2014-12-04,557.9
2014-12-05,541.95
2014-12-08,519.7
2014-12-09,517.35
2014-12-10,536.7
2014-12-11,521.25
2014-12-12,520.45
2014-12-15,515.05
2014-12-16,499.6
2014-12-17,486.5
2014-12-18,501.2
2014-12-19,507.55
2014-12-22,515.15
2014-12-23,504.85
2014-12-24,504.1
2014-12-26,500.25
2014-12-29,501.8
2014-12-30,504.85
2014-12-31,551.9
