Symbol,Entropy
MRF,5.301099756063659
EICHERMOT,5.271940240179342
BOSCHLTD,5.235706574972441
TIDEWATER,5.208691518693716
PAGEIND,5.050433785186132
SHREECEM,4.982255373983514
BLUEDART,4.9256126518158325
HONAUT,4.780459882899336
WABCOINDIA,4.735080990179558
PGHH,4.730599820550053
3MINDIA,4.667351099064426
TTKPRESTIG,4.633215936923904
MONSANTO,4.632944382922916
BAJFINANCE,4.610970090405269
SCHAEFFLER,4.602663805983888
MARUTI,4.596119353123024
GSKCONS,4.588001869746358
NESTLEIND,4.557100457804721
LAXMIMACH,4.552343388588898
HEROMOTOCO,4.495778087835798
INFY,4.4785945171634785
SYMPHONY,4.4711456981202
BAYERCROP,4.468299227137765
DRREDDY,4.407355445214634
GRASIM,4.37889402238206
BEL,4.359019170833776
GODFRYPHLP,4.313205311787372
GILLETTE,4.306150792381941
SANOFI,4.293375478875316
ABBOTINDIA,4.285494156922657
AJANTPHARM,4.273685082786421
OFSS,4.235195414978346
SBIN,4.209941884674094
ULTRACEMCO,4.194462517430308
PFIZER,4.139803938276756
TECHM,4.131601742388175
AUROPHARMA,4.1168674880792615
BAJAJ-AUTO,4.10650755586229
MINDTREE,4.081338143677523
KKCL,4.0520988552590484
CARERATING,4.034651525544679
LAOPALA,4.031267135881356
SHRIRAMCIT,4.029107086357889
WENDT,4.028077675729277
KICL,4.023660991542843
JUSTDIAL,4.011160468494393
TCS,4.007444382213073
CADILAHC,4.001578392486805
ICICIBANK,3.9993557654770773
KANSAINER,3.9848332375147177
AXISBANK,3.982993544136115
BANKBEES,3.970545367228936
KSCL,3.9624822391193653
LT,3.962251827120768
CRISIL,3.9571190154638107
CEATLTD,3.952638009199744
BHARATFORG,3.9270443294680386
BANARISUG,3.91614376007084
BRITANNIA,3.9090509256466
AIAENG,3.898931760376853
KOTAKBANK,3.888501379113309
ATUL,3.887142111101069
COLPAL,3.8779364753233665
ABB,3.8748950808395706
PERSISTENT,3.8691270418144876
MCDOWELL-N,3.8393687168599455
CERA,3.8390831401466077
TATASPONGE,3.8303052980382377
SKFINDIA,3.824029852378605
TRENT,3.8059977031790235
BSLGOLDETF,3.8047046411918237
DIVISLAB,3.788981299791998
MAHSCOOTER,3.7831239356171484
M&M,3.7794473892225904
SRF,3.7771669740503286
WOCKPHARMA,3.774634532351611
SRTRANSFIN,3.7739633952244636
WHEELS,3.752531103078245
TORNTPHARM,3.7518365514061864
IDBIGOLD,3.750830407841046
IVZINGOLD,3.748422158923658
SUNDARMFIN,3.7462664170610207
ICRA,3.743566367804005
VGUARD,3.742716103601435
ICICIGOLD,3.7361750584229174
AUTOAXLES,3.7357701948228446
BAJAJHLDNG,3.728703236690249
JSWSTEEL,3.7277422151889317
BASF,3.7185708614906936
GLAXO,3.7144563027281623
LUPIN,3.713528693889539
NAUKRI,3.708971229647464
KOTAKGOLD,3.708346183876986
SETFGOLD,3.7034698052546355
HDFCMFGETF,3.700632705813175
GRANULES,3.6955544127887565
HAVELLS,3.6853407525383535
FOSECOIND,3.684630486150849
BALKRISIND,3.6829023172053756
AXISGOLD,3.678645299938173
HCLTECH,3.675931884036554
JUBLFOOD,3.670303632316328
BAJAJFINSV,3.6619967441259984
AKZOINDIA,3.6619333605269775
INGERRAND,3.655633297350914
CONCOR,3.6483612154094516
J&KBANK,3.646490517783225
GOLDBEES,3.6460977816514832
NBCC,3.6397025648765893
GUJFLUORO,3.6326136252456545
AARTIDRUGS,3.6242682611197385
NESCO,3.622872792703814
NIPPOBATRY,3.6105005194095074
SUDARSCHEM,3.6092409166502315
BANKBARODA,3.6084950496311334
INSECTICID,3.597061608652164
LGBBROSLTD,3.594946532869275
HDFC,3.5940027883827637
VSTIND,3.5924160824319147
BATAINDIA,3.5873665409132665
ACC,3.5870222378139105
