Date,HDFCMFGETF
2014-01-01,2822.95
2014-01-02,2822.55
2014-01-03,2856.55
2014-01-06,2856.35
2014-01-07,2877.3
2014-01-08,2832.95
2014-01-09,2827.0
2014-01-10,2836.4
2014-01-13,2857.8
2014-01-14,2854.35
2014-01-15,2856.9
2014-01-16,2841.45
2014-01-17,2829.9
2014-01-20,2859.05
2014-01-21,2852.9
2014-01-22,2845.1
2014-01-23,2835.95
2014-01-24,2860.35
2014-01-27,2870.25
2014-01-28,2864.95
2014-01-29,2859.4
2014-01-30,2863.6
2014-01-31,2843.0
2014-02-03,2850.3
2014-02-04,2857.9
2014-02-05,2860.45
2014-02-06,2857.85
2014-02-07,2865.0
2014-02-10,2884.0
2014-02-11,2893.65
2014-02-12,2886.5
2014-02-13,2894.35
2014-02-14,2897.8
2014-02-17,2941.25
2014-02-18,2952.0
2014-02-19,2949.55
2014-02-20,2945.0
2014-02-21,2940.0
2014-02-24,2947.7
2014-02-25,2944.3
2014-02-26,2949.15
2014-02-28,2943.75
2014-03-03,2963.2
2014-03-04,2946.35
2014-03-05,2924.75
2014-03-06,2905.35
2014-03-07,2917.85
2014-03-10,2896.0
2014-03-11,2903.55
2014-03-12,2911.5
2014-03-13,2907.6
2014-03-14,2901.7
2014-03-18,2910.65
2014-03-19,2875.5
2014-03-20,2839.75
2014-03-21,2838.45
2014-03-22,2829.45
2014-03-24,2817.85
2014-03-25,2806.0
2014-03-26,2803.15
2014-03-27,2794.1
2014-03-28,2778.45
2014-03-31,2796.6
2014-04-01,2783.45
2014-04-02,2787.7
2014-04-03,2783.75
2014-04-04,2795.25
2014-04-07,2780.75
2014-04-09,2808.3
2014-04-10,2842.85
2014-04-11,2834.75
2014-04-15,2857.5
2014-04-16,2822.9
2014-04-17,2827.65
2014-04-21,2816.75
2014-04-22,2852.2
2014-04-23,2870.1
2014-04-25,2877.55
2014-04-28,2890.15
2014-04-29,2868.25
2014-04-30,2872.75
2014-05-02,2907.1
2014-05-05,2902.45
2014-05-06,2882.6
2014-05-07,2874.5
2014-05-08,2847.7
2014-05-09,2840.15
2014-05-12,2826.7
2014-05-13,2827.15
2014-05-14,2816.05
2014-05-15,2819.75
2014-05-16,2776.15
2014-05-19,2744.9
2014-05-20,2722.15
2014-05-21,2717.7
2014-05-22,2640.5
2014-05-23,2629.1
2014-05-26,2634.4
2014-05-27,2613.25
2014-05-28,2599.4
2014-05-29,2576.45
2014-05-30,2576.05
2014-06-02,2564.95
2014-06-03,2555.8
2014-06-04,2562.25
2014-06-05,2546.45
2014-06-06,2556.65
2014-06-09,2537.0
2014-06-10,2542.2
2014-06-11,2556.35
2014-06-12,2560.05
2014-06-13,2587.9
2014-06-16,2647.45
2014-06-17,2637.6
2014-06-18,2627.6
2014-06-19,2647.4
2014-06-20,2700.0
2014-06-23,2691.2
2014-06-24,2695.7
2014-06-25,2684.15
2014-06-26,2674.4
2014-06-27,2688.65
2014-06-30,2679.7
2014-07-01,2692.1
2014-07-02,2686.25
2014-07-03,2666.95
2014-07-04,2659.65
2014-07-07,2667.15
2014-07-08,2643.9
2014-07-09,2647.4
2014-07-10,2696.55
2014-07-11,2708.4
2014-07-14,2693.95
2014-07-15,2693.2
2014-07-16,2664.0
2014-07-17,2670.75
2014-07-18,2688.6
2014-07-21,2679.8
2014-07-22,2676.2
2014-07-23,2668.4
2014-07-24,2656.85
2014-07-25,2643.45
2014-07-28,2657.55
2014-07-30,2654.35
2014-07-31,2653.85
2014-08-01,2671.3
2014-08-04,2675.3
2014-08-05,2665.6
2014-08-06,2679.95
2014-08-07,2706.9
2014-08-08,2747.4
2014-08-11,2704.75
2014-08-12,2707.05
2014-08-13,2702.95
2014-08-14,2728.75
2014-08-18,2742.95
2014-08-19,2694.75
2014-08-20,2679.9
2014-08-21,2677.8
2014-08-22,2661.0
2014-08-25,2668.95
2014-08-26,2651.0
2014-08-27,2645.3
2014-08-28,2657.9
2014-09-01,2655.95
2014-09-02,2653.0
2014-09-03,2625.75
2014-09-04,2633.5
2014-09-05,2655.2
2014-09-08,2640.05
2014-09-09,2595.6
2014-09-10,2614.35
2014-09-11,2593.6
2014-09-12,2588.45
2014-09-15,2628.05
2014-09-16,2607.85
2014-09-17,2605.15
2014-09-18,2588.45
2014-09-19,2577.15
2014-09-22,2560.8
2014-09-23,2574.9
2014-09-24,2573.25
2014-09-25,2562.0
2014-09-26,2571.15
2014-09-29,2564.95
2014-09-30,2562.7
2014-10-01,2574.45
2014-10-07,2579.55
2014-10-08,2584.6
2014-10-09,2579.5
2014-10-10,2570.35
2014-10-13,2586.55
2014-10-14,2595.25
2014-10-16,2624.2
2014-10-17,2599.05
2014-10-20,2595.3
2014-10-21,2666.85
2014-10-22,2615.95
2014-10-23,2630.65
2014-10-27,2588.45
2014-10-28,2583.45
2014-10-29,2577.5
2014-10-30,2550.1
2014-10-31,2518.3
2014-11-03,2517.55
2014-11-05,2479.05
2014-11-07,2487.45
2014-11-10,2502.5
2014-11-11,2478.9
2014-11-12,2488.4
2014-11-13,2488.8
2014-11-14,2475.65
2014-11-17,2529.2
2014-11-18,2525.5
2014-11-19,2522.8
2014-11-20,2510.35
2014-11-21,2502.25
2014-11-24,2504.05
2014-11-25,2507.3
2014-11-26,2509.5
2014-11-27,2503.05
2014-11-28,2497.2
2014-12-01,2461.05
2014-12-02,2495.15
2014-12-03,2503.05
2014-12-04,2497.1
2014-12-05,2495.3
2014-12-08,2491.6
2014-12-09,2510.15
2014-12-10,2555.25
2014-12-11,2547.3
2014-12-12,2555.25
2014-12-15,2546.4
2014-12-16,2692.55
2014-12-17,2564.2
2014-12-18,2543.85
2014-12-19,2541.05
2014-12-22,2540.05
2014-12-23,2519.65
2014-12-24,2512.4
2014-12-26,2535.2
2014-12-29,2544.8
2014-12-30,2537.35
2014-12-31,2534.9
