Date,SARDAEN
2014-01-01,107.25
2014-01-02,109.35
2014-01-03,108.85
2014-01-06,110.3
2014-01-07,109.25
2014-01-08,108.4
2014-01-09,107.15
2014-01-10,105.35
2014-01-13,105.35
2014-01-14,104.9
2014-01-15,104.45
2014-01-16,104.9
2014-01-17,103.7
2014-01-20,104.25
2014-01-21,104.65
2014-01-22,104.1
2014-01-23,103.4
2014-01-24,100.6
2014-01-27,98.2
2014-01-28,99.05
2014-01-29,99.35
2014-01-30,96.55
2014-01-31,97.6
2014-02-03,96.4
2014-02-04,96.35
2014-02-05,97.85
2014-02-06,98.05
2014-02-07,96.7
2014-02-10,98.85
2014-02-11,98.25
2014-02-12,97.85
2014-02-13,96.8
2014-02-14,95.95
2014-02-17,94.7
2014-02-18,95.95
2014-02-19,97.0
2014-02-20,96.6
2014-02-21,100.35
2014-02-24,103.7
2014-02-25,104.6
2014-02-26,105.1
2014-02-28,99.7
2014-03-03,101.65
2014-03-04,103.55
2014-03-05,104.1
2014-03-06,104.6
2014-03-07,106.3
2014-03-10,104.7
2014-03-11,105.4
2014-03-12,103.25
2014-03-13,102.3
2014-03-14,104.8
2014-03-18,103.6
2014-03-19,103.65
2014-03-20,103.1
2014-03-21,106.3
2014-03-22,106.65
2014-03-24,106.8
2014-03-25,106.05
2014-03-26,107.95
2014-03-27,108.0
2014-03-28,107.5
2014-03-31,111.4
2014-04-01,111.6
2014-04-02,113.8
2014-04-03,113.8
2014-04-04,116.45
2014-04-07,130.55
2014-04-09,134.15
2014-04-10,130.05
2014-04-11,127.8
2014-04-15,123.05
2014-04-16,119.5
2014-04-17,123.45
2014-04-21,128.4
2014-04-22,128.7
2014-04-23,127.7
2014-04-25,127.15
2014-04-28,127.0
2014-04-29,138.25
2014-04-30,142.4
2014-05-02,145.85
2014-05-05,147.2
2014-05-06,141.5
2014-05-07,139.45
2014-05-08,146.75
2014-05-09,149.4
2014-05-12,146.4
2014-05-13,164.5
2014-05-14,166.6
2014-05-15,161.9
2014-05-16,168.95
2014-05-19,188.1
2014-05-20,181.1
2014-05-21,195.15
2014-05-22,189.35
2014-05-23,202.6
2014-05-26,199.6
2014-05-27,209.9
2014-05-28,222.0
2014-05-29,223.2
2014-05-30,216.95
2014-06-02,222.85
2014-06-03,224.7
2014-06-04,218.75
2014-06-05,260.95
2014-06-06,263.85
2014-06-09,262.9
2014-06-10,258.35
2014-06-11,250.65
2014-06-12,260.35
2014-06-13,248.05
2014-06-16,242.25
2014-06-17,242.75
2014-06-18,247.0
2014-06-19,240.65
2014-06-20,229.25
2014-06-23,241.3
2014-06-24,263.5
2014-06-25,265.15
2014-06-26,265.4
2014-06-27,267.5
2014-06-30,266.25
2014-07-01,268.8
2014-07-02,286.75
2014-07-03,296.75
2014-07-04,295.25
2014-07-07,287.15
2014-07-08,266.2
2014-07-09,262.1
2014-07-10,266.1
2014-07-11,249.8
2014-07-14,255.65
2014-07-15,263.55
2014-07-16,276.4
2014-07-17,285.45
2014-07-18,298.75
2014-07-21,292.1
2014-07-22,295.0
2014-07-23,293.25
2014-07-24,299.7
2014-07-25,287.95
2014-07-28,276.9
2014-07-30,284.45
2014-07-31,282.2
2014-08-01,274.05
2014-08-04,271.8
2014-08-05,284.65
2014-08-06,282.45
2014-08-07,277.45
2014-08-08,273.55
2014-08-11,298.55
2014-08-12,336.0
2014-08-13,343.65
2014-08-14,358.1
2014-08-18,384.1
2014-08-19,376.25
2014-08-20,394.45
2014-08-21,375.05
2014-08-22,368.05
2014-08-25,297.75
2014-08-26,282.95
2014-08-27,298.8
2014-08-28,298.7
2014-09-01,323.65
2014-09-02,302.3
2014-09-03,293.65
2014-09-04,284.9
2014-09-05,284.15
2014-09-08,284.0
2014-09-09,293.9
2014-09-10,284.85
2014-09-11,286.05
2014-09-12,282.3
2014-09-15,281.45
2014-09-16,266.35
2014-09-17,259.45
2014-09-18,261.4
2014-09-19,255.4
2014-09-22,250.6
2014-09-23,217.95
2014-09-24,214.05
2014-09-25,171.25
2014-09-26,169.1
2014-09-29,166.1
2014-09-30,167.0
2014-10-01,165.0
2014-10-07,159.6
2014-10-08,156.65
2014-10-09,154.5
2014-10-10,147.55
2014-10-13,162.3
2014-10-14,168.9
2014-10-16,158.2
2014-10-17,158.95
2014-10-20,160.75
2014-10-21,173.55
2014-10-22,190.9
2014-10-23,209.95
2014-10-27,220.4
2014-10-28,231.4
2014-10-29,226.0
2014-10-30,216.2
2014-10-31,215.3
2014-11-03,226.05
2014-11-05,237.35
2014-11-07,233.3
2014-11-10,221.65
2014-11-11,217.65
2014-11-12,215.35
2014-11-13,225.7
2014-11-14,217.85
2014-11-17,217.75
2014-11-18,214.1
2014-11-19,213.35
2014-11-20,219.0
2014-11-21,212.2
2014-11-24,213.35
2014-11-25,202.7
2014-11-26,193.55
2014-11-27,191.55
2014-11-28,192.95
2014-12-01,192.35
2014-12-02,190.3
2014-12-03,199.8
2014-12-04,209.75
2014-12-05,214.1
2014-12-08,216.5
2014-12-09,210.1
2014-12-10,210.8
2014-12-11,195.15
2014-12-12,188.25
2014-12-15,189.2
2014-12-16,182.35
2014-12-17,180.0
2014-12-18,195.1
2014-12-19,189.95
2014-12-22,193.45
2014-12-23,189.8
2014-12-24,188.3
2014-12-26,188.15
2014-12-29,199.55
2014-12-30,196.85
2014-12-31,193.45
