Date,KOLTEPATIL
2014-01-01,96.0
2014-01-02,88.75
2014-01-03,90.05
2014-01-06,90.5
2014-01-07,86.1
2014-01-08,89.2
2014-01-09,88.5
2014-01-10,85.9
2014-01-13,84.65
2014-01-14,85.5
2014-01-15,84.55
2014-01-16,83.75
2014-01-17,81.45
2014-01-20,80.05
2014-01-21,82.55
2014-01-22,82.95
2014-01-23,84.55
2014-01-24,77.6
2014-01-27,73.05
2014-01-28,74.6
2014-01-29,75.5
2014-01-30,72.75
2014-01-31,74.35
2014-02-03,73.65
2014-02-04,74.45
2014-02-05,74.55
2014-02-06,76.75
2014-02-07,79.1
2014-02-10,79.4
2014-02-11,76.95
2014-02-12,77.6
2014-02-13,74.9
2014-02-14,73.8
2014-02-17,71.1
2014-02-18,73.4
2014-02-19,76.7
2014-02-20,75.55
2014-02-21,76.65
2014-02-24,75.25
2014-02-25,76.85
2014-02-26,75.9
2014-02-28,80.3
2014-03-03,79.6
2014-03-04,86.5
2014-03-05,85.5
2014-03-06,90.25
2014-03-07,94.6
2014-03-10,95.65
2014-03-11,96.35
2014-03-12,93.05
2014-03-13,90.05
2014-03-14,91.45
2014-03-18,91.6
2014-03-19,91.05
2014-03-20,89.4
2014-03-21,90.25
2014-03-22,89.85
2014-03-24,90.5
2014-03-25,92.65
2014-03-26,93.65
2014-03-27,93.6
2014-03-28,99.7
2014-03-31,103.65
2014-04-01,98.6
2014-04-02,103.8
2014-04-03,101.7
2014-04-04,110.95
2014-04-07,107.15
2014-04-09,109.05
2014-04-10,106.15
2014-04-11,109.75
2014-04-15,105.55
2014-04-16,99.65
2014-04-17,101.15
2014-04-21,98.3
2014-04-22,100.25
2014-04-23,98.55
2014-04-25,102.0
2014-04-28,100.65
2014-04-29,102.1
2014-04-30,98.3
2014-05-02,100.6
2014-05-05,98.7
2014-05-06,98.95
2014-05-07,100.25
2014-05-08,101.65
2014-05-09,103.35
2014-05-12,100.4
2014-05-13,100.3
2014-05-14,104.75
2014-05-15,101.05
2014-05-16,103.95
2014-05-19,111.95
2014-05-20,127.0
2014-05-21,122.6
2014-05-22,133.15
2014-05-23,158.3
2014-05-26,142.5
2014-05-27,136.0
2014-05-28,138.05
2014-05-29,133.05
2014-05-30,136.45
2014-06-02,137.0
2014-06-03,140.8
2014-06-04,137.95
2014-06-05,144.9
2014-06-06,154.0
2014-06-09,160.65
2014-06-10,160.2
2014-06-11,152.9
2014-06-12,153.35
2014-06-13,148.45
2014-06-16,147.05
2014-06-17,156.15
2014-06-18,162.15
2014-06-19,162.05
2014-06-20,157.45
2014-06-23,152.55
2014-06-24,156.35
2014-06-25,155.4
2014-06-26,148.9
2014-06-27,149.15
2014-06-30,149.3
2014-07-01,149.85
2014-07-02,154.1
2014-07-03,152.25
2014-07-04,151.3
2014-07-07,147.0
2014-07-08,126.8
2014-07-09,140.05
2014-07-10,148.85
2014-07-11,142.3
2014-07-14,142.95
2014-07-15,148.5
2014-07-16,160.1
2014-07-17,167.55
2014-07-18,163.25
2014-07-21,160.5
2014-07-22,157.65
2014-07-23,155.75
2014-07-24,162.05
2014-07-25,156.95
2014-07-28,151.45
2014-07-30,152.05
2014-07-31,150.0
2014-08-01,148.65
2014-08-04,153.35
2014-08-05,159.0
2014-08-06,153.7
2014-08-07,152.8
2014-08-08,149.0
2014-08-11,154.25
2014-08-12,154.65
2014-08-13,144.5
2014-08-14,155.55
2014-08-18,160.8
2014-08-19,165.1
2014-08-20,173.75
2014-08-21,173.05
2014-08-22,171.4
2014-08-25,171.25
2014-08-26,168.2
2014-08-27,173.6
2014-08-28,176.4
2014-09-01,178.1
2014-09-02,176.55
2014-09-03,182.45
2014-09-04,177.3
2014-09-05,175.9
2014-09-08,177.2
2014-09-09,174.1
2014-09-10,176.95
2014-09-11,178.7
2014-09-12,184.05
2014-09-15,191.15
2014-09-16,179.1
2014-09-17,192.5
2014-09-18,189.35
2014-09-19,193.7
2014-09-22,190.05
2014-09-23,183.0
2014-09-24,178.4
2014-09-25,169.6
2014-09-26,173.3
2014-09-29,179.5
2014-09-30,179.0
2014-10-01,182.15
2014-10-07,185.8
2014-10-08,192.75
2014-10-09,188.4
2014-10-10,187.45
2014-10-13,185.7
2014-10-14,182.9
2014-10-16,172.35
2014-10-17,176.45
2014-10-20,173.7
2014-10-21,175.75
2014-10-22,178.2
2014-10-23,181.5
2014-10-27,192.2
2014-10-28,186.7
2014-10-29,187.85
2014-10-30,187.25
2014-10-31,188.25
2014-11-03,191.6
2014-11-05,189.05
2014-11-07,205.45
2014-11-10,212.35
2014-11-11,200.95
2014-11-12,201.45
2014-11-13,202.9
2014-11-14,209.6
2014-11-17,206.75
2014-11-18,212.7
2014-11-19,204.2
2014-11-20,202.4
2014-11-21,202.95
2014-11-24,200.65
2014-11-25,194.9
2014-11-26,198.05
2014-11-27,195.25
2014-11-28,196.8
2014-12-01,191.9
2014-12-02,188.0
2014-12-03,187.55
2014-12-04,191.9
2014-12-05,195.9
2014-12-08,190.05
2014-12-09,189.8
2014-12-10,191.8
2014-12-11,191.5
2014-12-12,187.9
2014-12-15,190.7
2014-12-16,185.7
2014-12-17,182.75
2014-12-18,189.25
2014-12-19,187.2
2014-12-22,188.7
2014-12-23,185.65
2014-12-24,184.6
2014-12-26,182.9
2014-12-29,183.95
2014-12-30,184.75
2014-12-31,183.5
