Date,3MINDIA
2014-01-01,3630.8
2014-01-02,3605.9
2014-01-03,3639.0
2014-01-06,3534.9
2014-01-07,3740.0
2014-01-08,3669.9
2014-01-09,3680.2
2014-01-10,3692.2
2014-01-13,3581.05
2014-01-14,3598.15
2014-01-15,3623.65
2014-01-16,3617.65
2014-01-17,3629.75
2014-01-20,3630.9
2014-01-21,3610.0
2014-01-22,3741.9
2014-01-23,3648.0
2014-01-24,3652.85
2014-01-27,3630.3
2014-01-28,3613.1
2014-01-29,3599.6
2014-01-30,3600.0
2014-01-31,3610.0
2014-02-03,3628.65
2014-02-04,3733.1
2014-02-05,3706.05
2014-02-06,3670.5
2014-02-07,3687.95
2014-02-10,3700.0
2014-02-11,3699.0
2014-02-12,3675.0
2014-02-13,3680.1
2014-02-14,3707.25
2014-02-17,3700.0
2014-02-18,3700.0
2014-02-19,3660.0
2014-02-20,3715.15
2014-02-21,3689.95
2014-02-24,3632.2
2014-02-25,3655.05
2014-02-26,3699.25
2014-02-28,3674.35
2014-03-03,3648.0
2014-03-04,3671.95
2014-03-05,3679.85
2014-03-06,3680.0
2014-03-07,3743.9
2014-03-10,3679.9
2014-03-11,3736.3
2014-03-12,3696.0
2014-03-13,3703.4
2014-03-14,3584.7
2014-03-18,3603.75
2014-03-19,3611.95
2014-03-20,3569.6
2014-03-21,3568.6
2014-03-22,3560.0
2014-03-24,3637.45
2014-03-25,3567.55
2014-03-26,3612.35
2014-03-27,3640.0
2014-03-28,3611.55
2014-03-31,3527.55
2014-04-01,3588.25
2014-04-02,3641.3
2014-04-03,3640.0
2014-04-04,3616.1
2014-04-07,3655.0
2014-04-09,3723.85
2014-04-10,3737.2
2014-04-11,3764.75
2014-04-15,3766.85
2014-04-16,3744.35
2014-04-17,3725.95
2014-04-21,3752.35
2014-04-22,3725.0
2014-04-23,3735.0
2014-04-25,3750.1
2014-04-28,3733.2
2014-04-29,3878.35
2014-04-30,3753.65
2014-05-02,3742.0
2014-05-05,3750.0
2014-05-06,3883.0
2014-05-07,3790.25
2014-05-08,3769.25
2014-05-09,3802.2
2014-05-12,3840.9
2014-05-13,3866.85
2014-05-14,3850.0
2014-05-15,3876.25
2014-05-16,3909.35
2014-05-19,3869.55
2014-05-20,3910.0
2014-05-21,3986.5
2014-05-22,4127.75
2014-05-23,4146.5
2014-05-26,3992.1
2014-05-27,4019.0
2014-05-28,4145.6
2014-05-29,4191.85
2014-05-30,4396.05
2014-06-02,4345.35
2014-06-03,4313.95
2014-06-04,4403.1
2014-06-05,4359.55
2014-06-06,4392.2
2014-06-09,4578.65
2014-06-10,4599.2
2014-06-11,4554.3
2014-06-12,4616.95
2014-06-13,4616.5
2014-06-16,4592.15
2014-06-17,4497.2
2014-06-18,4387.35
2014-06-19,4409.05
2014-06-20,4472.05
2014-06-23,4441.05
2014-06-24,4468.0
2014-06-25,4499.8
2014-06-26,4433.35
2014-06-27,4487.1
2014-06-30,4500.9
2014-07-01,4511.25
2014-07-02,4748.2
2014-07-03,4720.1
2014-07-04,4819.0
2014-07-07,5180.6
2014-07-08,4933.75
2014-07-09,4879.05
2014-07-10,4845.95
2014-07-11,4851.1
2014-07-14,4691.5
2014-07-15,4739.75
2014-07-16,4766.45
2014-07-17,4795.75
2014-07-18,4760.55
2014-07-21,4782.05
2014-07-22,4789.55
2014-07-23,4801.75
2014-07-24,4942.95
2014-07-25,4837.05
2014-07-28,4826.4
2014-07-30,4850.75
2014-07-31,4903.35
2014-08-01,4909.9
2014-08-04,5411.8
2014-08-05,5413.4
2014-08-06,5226.2
2014-08-07,5389.1
2014-08-08,5369.45
2014-08-11,5327.35
2014-08-12,5408.35
2014-08-13,5330.0
2014-08-14,5403.9
2014-08-18,5468.1
2014-08-19,5498.35
2014-08-20,5688.85
2014-08-21,5900.45
2014-08-22,6041.5
2014-08-25,5937.95
2014-08-26,5853.9
2014-08-27,5922.35
2014-08-28,5909.95
2014-09-01,6025.4
2014-09-02,6032.3
2014-09-03,5933.35
2014-09-04,5923.1
2014-09-05,5969.1
2014-09-08,6017.15
2014-09-09,5943.7
2014-09-10,6018.3
2014-09-11,6314.4
2014-09-12,6393.1
2014-09-15,6362.6
2014-09-16,6167.25
2014-09-17,6033.0
2014-09-18,6150.85
2014-09-19,6391.1
2014-09-22,6535.75
2014-09-23,6400.8
2014-09-24,6364.55
2014-09-25,6252.35
2014-09-26,6228.45
2014-09-29,6341.75
2014-09-30,6297.15
2014-10-01,6348.45
2014-10-07,6236.8
2014-10-08,6186.55
2014-10-09,6251.8
2014-10-10,6166.8
2014-10-13,6139.25
2014-10-14,6066.6
2014-10-16,5953.05
2014-10-17,5950.05
2014-10-20,5962.4
2014-10-21,5951.45
2014-10-22,5997.85
2014-10-23,6181.1
2014-10-27,6186.95
2014-10-28,6167.4
2014-10-29,6085.95
2014-10-30,6076.95
2014-10-31,6199.8
2014-11-03,6258.95
2014-11-05,6110.85
2014-11-07,6249.8
2014-11-10,6245.8
2014-11-11,6300.0
2014-11-12,6295.05
2014-11-13,6522.25
2014-11-14,6603.0
2014-11-17,6648.65
2014-11-18,6593.8
2014-11-19,6530.85
2014-11-20,6483.85
2014-11-21,6488.0
2014-11-24,6410.95
2014-11-25,6210.4
2014-11-26,6342.3
2014-11-27,6341.15
2014-11-28,6302.65
2014-12-01,6271.05
2014-12-02,6200.1
2014-12-03,6395.6
2014-12-04,6444.85
2014-12-05,6600.45
2014-12-08,6602.95
2014-12-09,6377.15
2014-12-10,6402.45
2014-12-11,6341.85
2014-12-12,6257.05
2014-12-15,6219.95
2014-12-16,6176.0
2014-12-17,6013.3
2014-12-18,6165.0
2014-12-19,6304.25
2014-12-22,6391.9
2014-12-23,6618.25
2014-12-24,6374.2
2014-12-26,6332.2
2014-12-29,6435.8
2014-12-30,6491.35
2014-12-31,6450.05
