Date,CADILAHC
2014-01-01,798.75
2014-01-02,786.65
2014-01-03,780.75
2014-01-06,787.65
2014-01-07,804.45
2014-01-08,844.7
2014-01-09,889.85
2014-01-10,872.05
2014-01-13,860.15
2014-01-14,886.65
2014-01-15,879.4
2014-01-16,872.8
2014-01-17,855.5
2014-01-20,858.7
2014-01-21,861.1
2014-01-22,860.45
2014-01-23,852.2
2014-01-24,835.8
2014-01-27,820.05
2014-01-28,819.3
2014-01-29,810.35
2014-01-30,808.9
2014-01-31,819.9
2014-02-03,835.15
2014-02-04,840.4
2014-02-05,849.5
2014-02-06,854.75
2014-02-07,903.85
2014-02-10,925.45
2014-02-11,946.2
2014-02-12,975.1
2014-02-13,946.1
2014-02-14,947.3
2014-02-17,958.65
2014-02-18,952.6
2014-02-19,950.2
2014-02-20,942.3
2014-02-21,950.8
2014-02-24,996.4
2014-02-25,999.6
2014-02-26,1009.05
2014-02-28,1033.5
2014-03-03,1025.5
2014-03-04,1017.3
2014-03-05,1021.2
2014-03-06,1008.2
2014-03-07,975.1
2014-03-10,994.75
2014-03-11,988.7
2014-03-12,970.05
2014-03-13,963.55
2014-03-14,959.5
2014-03-18,978.35
2014-03-19,974.75
2014-03-20,993.85
2014-03-21,980.95
2014-03-22,985.8
2014-03-24,977.3
2014-03-25,977.65
2014-03-26,989.85
2014-03-27,989.05
2014-03-28,1006.0
2014-03-31,1024.95
2014-04-01,1026.1
2014-04-02,1037.85
2014-04-03,1014.0
2014-04-04,1024.75
2014-04-07,1011.6
2014-04-09,1015.35
2014-04-10,990.7
2014-04-11,968.0
2014-04-15,975.7
2014-04-16,973.9
2014-04-17,973.15
2014-04-21,972.2
2014-04-22,988.25
2014-04-23,974.75
2014-04-25,974.3
2014-04-28,979.05
2014-04-29,971.2
2014-04-30,978.2
2014-05-02,979.3
2014-05-05,979.6
2014-05-06,1005.45
2014-05-07,1000.05
2014-05-08,986.95
2014-05-09,996.0
2014-05-12,996.25
2014-05-13,989.75
2014-05-14,967.85
2014-05-15,939.7
2014-05-16,911.15
2014-05-19,899.7
2014-05-20,955.85
2014-05-21,951.8
2014-05-22,950.2
2014-05-23,928.6
2014-05-26,920.2
2014-05-27,907.1
2014-05-28,910.1
2014-05-29,928.6
2014-05-30,933.9
2014-06-02,924.5
2014-06-03,920.25
2014-06-04,921.1
2014-06-05,923.55
2014-06-06,928.75
2014-06-09,965.6
2014-06-10,984.15
2014-06-11,1001.5
2014-06-12,996.7
2014-06-13,988.35
2014-06-16,992.7
2014-06-17,989.0
2014-06-18,994.6
2014-06-19,1014.25
2014-06-20,1021.1
2014-06-23,1010.55
2014-06-24,1002.9
2014-06-25,1017.3
2014-06-26,1025.75
2014-06-27,1055.5
2014-06-30,1070.6
2014-07-01,1059.4
2014-07-02,1071.2
2014-07-03,1118.8
2014-07-04,1111.55
2014-07-07,1156.65
2014-07-08,1180.25
2014-07-09,1141.4
2014-07-10,1130.2
2014-07-11,1125.3
2014-07-14,1109.1
2014-07-15,1119.6
2014-07-16,1100.9
2014-07-17,1076.25
2014-07-18,1076.25
2014-07-21,1097.6
2014-07-22,1100.0
2014-07-23,1090.65
2014-07-24,1099.8
2014-07-25,1126.55
2014-07-28,1126.45
2014-07-30,1168.25
2014-07-31,1116.15
2014-08-01,1090.75
2014-08-04,1094.05
2014-08-05,1082.8
2014-08-06,1094.3
2014-08-07,1098.3
2014-08-08,1099.25
2014-08-11,1107.75
2014-08-12,1093.4
2014-08-13,1100.8
2014-08-14,1114.0
2014-08-18,1161.6
2014-08-19,1195.25
2014-08-20,1215.0
2014-08-21,1225.1
2014-08-22,1227.55
2014-08-25,1217.6
2014-08-26,1248.3
2014-08-27,1231.4
2014-08-28,1200.3
2014-09-01,1202.75
2014-09-02,1204.85
2014-09-03,1216.35
2014-09-04,1244.3
2014-09-05,1264.5
2014-09-08,1290.7
2014-09-09,1302.9
2014-09-10,1299.45
2014-09-11,1287.0
2014-09-12,1272.85
2014-09-15,1290.35
2014-09-16,1270.2
2014-09-17,1270.15
2014-09-18,1297.15
2014-09-19,1288.85
2014-09-22,1286.5
2014-09-23,1280.6
2014-09-24,1276.75
2014-09-25,1257.95
2014-09-26,1305.45
2014-09-29,1329.8
2014-09-30,1322.05
2014-10-01,1309.7
2014-10-07,1339.7
2014-10-08,1318.5
2014-10-09,1349.15
2014-10-10,1318.25
2014-10-13,1345.0
2014-10-14,1343.25
2014-10-16,1342.85
2014-10-17,1324.05
2014-10-20,1365.8
2014-10-21,1360.1
2014-10-22,1369.65
2014-10-23,1376.85
2014-10-27,1366.7
2014-10-28,1369.85
2014-10-29,1383.95
2014-10-30,1421.5
2014-10-31,1404.35
2014-11-03,1385.55
2014-11-05,1410.6
2014-11-07,1491.75
2014-11-10,1487.3
2014-11-11,1633.2
2014-11-12,1571.15
2014-11-13,1566.5
2014-11-14,1547.7
2014-11-17,1548.8
2014-11-18,1538.2
2014-11-19,1558.5
2014-11-20,1545.15
2014-11-21,1563.8
2014-11-24,1547.6
2014-11-25,1549.6
2014-11-26,1518.9
2014-11-27,1548.4
2014-11-28,1547.15
2014-12-01,1560.05
2014-12-02,1593.1
2014-12-03,1646.45
2014-12-04,1629.25
2014-12-05,1606.05
2014-12-08,1584.35
2014-12-09,1578.3
2014-12-10,1584.75
2014-12-11,1621.3
2014-12-12,1578.35
2014-12-15,1563.1
2014-12-16,1530.35
2014-12-17,1496.75
2014-12-18,1535.1
2014-12-19,1513.5
2014-12-22,1518.25
2014-12-23,1518.65
2014-12-24,1586.95
2014-12-26,1576.4
2014-12-29,1568.65
2014-12-30,1565.9
2014-12-31,1599.7
