Date,MORARJEE
2014-01-01,28.85
2014-01-02,28.5
2014-01-03,28.3
2014-01-06,29.0
2014-01-07,29.25
2014-01-08,28.5
2014-01-09,28.4
2014-01-10,28.85
2014-01-13,28.45
2014-01-14,29.75
2014-01-15,29.5
2014-01-16,28.5
2014-01-17,28.5
2014-01-20,28.0
2014-01-21,28.0
2014-01-22,28.35
2014-01-23,28.9
2014-01-24,27.85
2014-01-27,26.5
2014-01-28,25.75
2014-01-29,25.85
2014-01-30,25.4
2014-01-31,25.25
2014-02-03,25.95
2014-02-04,25.25
2014-02-05,24.8
2014-02-06,24.15
2014-02-07,24.0
2014-02-10,24.85
2014-02-11,26.05
2014-02-12,25.5
2014-02-13,24.85
2014-02-14,24.45
2014-02-17,24.45
2014-02-18,24.0
2014-02-19,23.65
2014-02-20,23.65
2014-02-21,23.7
2014-02-24,24.2
2014-02-25,24.8
2014-02-26,25.5
2014-02-28,24.4
2014-03-03,24.15
2014-03-04,24.2
2014-03-05,23.8
2014-03-06,24.35
2014-03-07,24.05
2014-03-10,24.0
2014-03-11,23.5
2014-03-12,22.85
2014-03-13,23.25
2014-03-14,23.1
2014-03-18,23.45
2014-03-19,23.25
2014-03-20,22.5
2014-03-21,22.75
2014-03-22,22.9
2014-03-24,22.3
2014-03-25,23.3
2014-03-26,24.8
2014-03-27,24.0
2014-03-28,25.55
2014-03-31,25.0
2014-04-01,25.4
2014-04-02,26.75
2014-04-03,26.5
2014-04-04,26.2
2014-04-07,27.65
2014-04-09,29.05
2014-04-10,27.7
2014-04-11,27.95
2014-04-15,27.55
2014-04-16,28.0
2014-04-17,28.2
2014-04-21,27.05
2014-04-22,27.6
2014-04-23,27.5
2014-04-25,27.4
2014-04-28,28.05
2014-04-29,27.4
2014-04-30,26.25
2014-05-02,28.3
2014-05-05,27.45
2014-05-06,29.05
2014-05-07,28.8
2014-05-08,28.5
2014-05-09,29.05
2014-05-12,29.05
2014-05-13,29.3
2014-05-14,29.2
2014-05-15,29.45
2014-05-16,28.7
2014-05-19,33.0
2014-05-20,32.0
2014-05-21,32.5
2014-05-22,35.0
2014-05-23,34.05
2014-05-26,36.0
2014-05-27,35.0
2014-05-28,36.45
2014-05-29,37.3
2014-05-30,36.8
2014-06-02,36.4
2014-06-03,39.6
2014-06-04,45.65
2014-06-05,46.9
2014-06-06,47.45
2014-06-09,45.5
2014-06-10,45.35
2014-06-11,43.45
2014-06-12,43.0
2014-06-13,41.55
2014-06-16,41.2
2014-06-17,42.6
2014-06-18,40.6
2014-06-19,40.05
2014-06-20,40.0
2014-06-23,39.5
2014-06-24,39.8
2014-06-25,40.25
2014-06-26,40.3
2014-06-27,39.9
2014-06-30,39.8
2014-07-01,40.85
2014-07-02,41.65
2014-07-03,42.65
2014-07-04,42.2
2014-07-07,41.3
2014-07-08,39.5
2014-07-09,39.35
2014-07-10,40.9
2014-07-11,37.15
2014-07-14,38.0
2014-07-15,38.6
2014-07-16,40.0
2014-07-17,39.75
2014-07-18,39.55
2014-07-21,40.85
2014-07-22,40.85
2014-07-23,40.2
2014-07-24,41.1
2014-07-25,41.8
2014-07-28,40.25
2014-07-30,40.35
2014-07-31,41.7
2014-08-01,40.55
2014-08-04,41.9
2014-08-05,41.4
2014-08-06,44.1
2014-08-07,42.7
2014-08-08,40.75
2014-08-11,40.6
2014-08-12,40.85
2014-08-13,38.75
2014-08-14,40.15
2014-08-18,39.6
2014-08-19,39.3
2014-08-20,41.2
2014-08-21,39.85
2014-08-22,39.55
2014-08-25,40.25
2014-08-26,39.2
2014-08-27,39.25
2014-08-28,39.25
2014-09-01,39.0
2014-09-02,39.8
2014-09-03,38.95
2014-09-04,38.75
2014-09-05,39.0
2014-09-08,41.55
2014-09-09,43.3
2014-09-10,43.95
2014-09-11,46.65
2014-09-12,49.65
2014-09-15,51.75
2014-09-16,46.5
2014-09-17,47.85
2014-09-18,48.15
2014-09-19,46.5
2014-09-22,55.8
2014-09-23,52.3
2014-09-24,52.15
2014-09-25,49.55
2014-09-26,49.65
2014-09-29,56.65
2014-09-30,55.5
2014-10-01,52.9
2014-10-07,51.7
2014-10-08,51.0
2014-10-09,54.75
2014-10-10,50.85
2014-10-13,49.95
2014-10-14,50.1
2014-10-16,49.05
2014-10-17,50.45
2014-10-20,47.4
2014-10-21,48.0
2014-10-22,47.6
2014-10-23,49.35
2014-10-27,48.9
2014-10-28,49.45
2014-10-29,50.85
2014-10-30,53.25
2014-10-31,52.45
2014-11-03,55.25
2014-11-05,50.3
2014-11-07,49.65
2014-11-10,50.15
2014-11-11,49.75
2014-11-12,49.45
2014-11-13,48.1
2014-11-14,48.15
2014-11-17,48.9
2014-11-18,49.4
2014-11-19,48.4
2014-11-20,48.4
2014-11-21,48.75
2014-11-24,49.7
2014-11-25,49.1
2014-11-26,49.0
2014-11-27,48.25
2014-11-28,48.8
2014-12-01,46.75
2014-12-02,46.45
2014-12-03,47.0
2014-12-04,47.1
2014-12-05,48.0
2014-12-08,47.35
2014-12-09,46.0
2014-12-10,45.35
2014-12-11,45.65
2014-12-12,45.7
2014-12-15,45.1
2014-12-16,43.55
2014-12-17,42.6
2014-12-18,43.3
2014-12-19,43.2
2014-12-22,45.05
2014-12-23,45.35
2014-12-24,44.5
2014-12-26,44.5
2014-12-29,45.15
2014-12-30,44.0
2014-12-31,42.85
