Date,VTL
2014-01-01,379.75
2014-01-02,374.9
2014-01-03,374.0
2014-01-06,376.35
2014-01-07,381.45
2014-01-08,387.05
2014-01-09,382.15
2014-01-10,376.5
2014-01-13,377.6
2014-01-14,371.95
2014-01-15,372.15
2014-01-16,372.55
2014-01-17,364.95
2014-01-20,356.65
2014-01-21,362.7
2014-01-22,357.85
2014-01-23,360.85
2014-01-24,356.4
2014-01-27,345.15
2014-01-28,353.15
2014-01-29,350.3
2014-01-30,352.4
2014-01-31,359.7
2014-02-03,360.8
2014-02-04,359.5
2014-02-05,363.15
2014-02-06,360.85
2014-02-07,355.2
2014-02-10,353.25
2014-02-11,358.8
2014-02-12,352.7
2014-02-13,353.75
2014-02-14,349.7
2014-02-17,347.5
2014-02-18,347.3
2014-02-19,345.8
2014-02-20,343.95
2014-02-21,341.55
2014-02-24,342.7
2014-02-25,337.9
2014-02-26,342.9
2014-02-28,345.8
2014-03-03,337.25
2014-03-04,334.75
2014-03-05,336.7
2014-03-06,341.5
2014-03-07,335.9
2014-03-10,330.2
2014-03-11,327.4
2014-03-12,343.1
2014-03-13,340.9
2014-03-14,341.0
2014-03-18,337.5
2014-03-19,339.25
2014-03-20,341.45
2014-03-21,341.95
2014-03-22,340.0
2014-03-24,337.9
2014-03-25,334.25
2014-03-26,345.95
2014-03-27,351.7
2014-03-28,359.5
2014-03-31,353.25
2014-04-01,356.0
2014-04-02,353.65
2014-04-03,349.5
2014-04-04,342.0
2014-04-07,345.95
2014-04-09,345.85
2014-04-10,345.75
2014-04-11,342.65
2014-04-15,338.45
2014-04-16,340.8
2014-04-17,343.6
2014-04-21,342.95
2014-04-22,338.2
2014-04-23,341.15
2014-04-25,337.9
2014-04-28,339.9
2014-04-29,336.75
2014-04-30,333.45
2014-05-02,339.55
2014-05-05,339.8
2014-05-06,336.35
2014-05-07,333.05
2014-05-08,331.4
2014-05-09,327.1
2014-05-12,337.9
2014-05-13,337.1
2014-05-14,336.85
2014-05-15,328.15
2014-05-16,335.8
2014-05-19,334.65
2014-05-20,333.5
2014-05-21,335.05
2014-05-22,339.9
2014-05-23,344.4
2014-05-26,361.4
2014-05-27,364.35
2014-05-28,383.45
2014-05-29,374.2
2014-05-30,373.95
2014-06-02,383.05
2014-06-03,409.0
2014-06-04,438.5
2014-06-05,434.2
2014-06-06,456.45
2014-06-09,472.95
2014-06-10,493.35
2014-06-11,499.95
2014-06-12,497.0
2014-06-13,465.25
2014-06-16,465.0
2014-06-17,476.55
2014-06-18,481.4
2014-06-19,484.1
2014-06-20,479.55
2014-06-23,485.15
2014-06-24,492.3
2014-06-25,487.25
2014-06-26,489.1
2014-06-27,483.0
2014-06-30,477.05
2014-07-01,474.05
2014-07-02,492.8
2014-07-03,511.5
2014-07-04,514.1
2014-07-07,507.6
2014-07-08,476.05
2014-07-09,473.2
2014-07-10,469.95
2014-07-11,443.05
2014-07-14,435.4
2014-07-15,454.65
2014-07-16,463.3
2014-07-17,469.5
2014-07-18,473.9
2014-07-21,481.7
2014-07-22,472.8
2014-07-23,472.45
2014-07-24,495.95
2014-07-25,487.9
2014-07-28,477.6
2014-07-30,477.4
2014-07-31,473.6
2014-08-01,471.25
2014-08-04,475.3
2014-08-05,492.9
2014-08-06,492.9
2014-08-07,486.2
2014-08-08,441.45
2014-08-11,445.6
2014-08-12,453.8
2014-08-13,461.45
2014-08-14,457.55
2014-08-18,455.2
2014-08-19,454.25
2014-08-20,448.75
2014-08-21,456.0
2014-08-22,447.85
2014-08-25,444.65
2014-08-26,446.8
2014-08-27,448.25
2014-08-28,446.35
2014-09-01,455.6
2014-09-02,454.3
2014-09-03,448.75
2014-09-04,447.15
2014-09-05,443.25
2014-09-08,463.0
2014-09-09,478.9
2014-09-10,477.6
2014-09-11,468.1
2014-09-12,471.6
2014-09-15,477.9
2014-09-16,471.7
2014-09-17,473.75
2014-09-18,478.5
2014-09-19,476.1
2014-09-22,497.55
2014-09-23,480.55
2014-09-24,463.9
2014-09-25,438.05
2014-09-26,438.5
2014-09-29,440.6
2014-09-30,442.1
2014-10-01,437.35
2014-10-07,423.6
2014-10-08,414.05
2014-10-09,419.65
2014-10-10,412.45
2014-10-13,420.25
2014-10-14,419.15
2014-10-16,416.75
2014-10-17,419.1
2014-10-20,411.3
2014-10-21,416.05
2014-10-22,411.5
2014-10-23,418.35
2014-10-27,416.25
2014-10-28,412.25
2014-10-29,415.1
2014-10-30,432.5
2014-10-31,437.85
2014-11-03,447.5
2014-11-05,444.9
2014-11-07,447.6
2014-11-10,420.15
2014-11-11,427.65
2014-11-12,427.75
2014-11-13,420.15
2014-11-14,416.0
2014-11-17,421.4
2014-11-18,424.25
2014-11-19,425.4
2014-11-20,424.6
2014-11-21,421.55
2014-11-24,424.2
2014-11-25,417.35
2014-11-26,414.2
2014-11-27,419.65
2014-11-28,423.0
2014-12-01,420.3
2014-12-02,420.35
2014-12-03,432.7
2014-12-04,438.15
2014-12-05,434.55
2014-12-08,425.75
2014-12-09,420.7
2014-12-10,420.0
2014-12-11,418.95
2014-12-12,420.3
2014-12-15,416.85
2014-12-16,402.6
2014-12-17,419.1
2014-12-18,417.85
2014-12-19,424.25
2014-12-22,434.7
2014-12-23,440.5
2014-12-24,445.4
2014-12-26,446.05
2014-12-29,457.1
2014-12-30,456.0
2014-12-31,456.35
