Date,BRIGADE
2014-01-01,62.5
2014-01-02,61.0
2014-01-03,63.35
2014-01-06,62.95
2014-01-07,60.95
2014-01-08,61.4
2014-01-09,61.05
2014-01-10,61.4
2014-01-13,61.25
2014-01-14,60.55
2014-01-15,60.5
2014-01-16,59.45
2014-01-17,58.2
2014-01-20,58.55
2014-01-21,58.65
2014-01-22,59.0
2014-01-23,60.2
2014-01-24,58.4
2014-01-27,56.55
2014-01-28,55.95
2014-01-29,56.75
2014-01-30,58.45
2014-01-31,58.9
2014-02-03,57.95
2014-02-04,57.7
2014-02-05,57.65
2014-02-06,56.9
2014-02-07,56.5
2014-02-10,56.9
2014-02-11,56.8
2014-02-12,56.8
2014-02-13,55.55
2014-02-14,55.4
2014-02-17,55.1
2014-02-18,56.9
2014-02-19,55.65
2014-02-20,55.15
2014-02-21,55.3
2014-02-24,54.7
2014-02-25,54.75
2014-02-26,54.8
2014-02-28,54.8
2014-03-03,55.35
2014-03-04,56.65
2014-03-05,57.95
2014-03-06,58.45
2014-03-07,60.1
2014-03-10,62.3
2014-03-11,62.35
2014-03-12,60.7
2014-03-13,59.45
2014-03-14,59.25
2014-03-18,58.9
2014-03-19,60.15
2014-03-20,58.5
2014-03-21,58.65
2014-03-22,59.0
2014-03-24,58.75
2014-03-25,57.6
2014-03-26,58.05
2014-03-27,58.2
2014-03-28,60.95
2014-03-31,61.15
2014-04-01,60.95
2014-04-02,63.5
2014-04-03,63.2
2014-04-04,64.75
2014-04-07,66.65
2014-04-09,68.0
2014-04-10,71.7
2014-04-11,71.85
2014-04-15,72.25
2014-04-16,68.85
2014-04-17,70.55
2014-04-21,72.2
2014-04-22,72.8
2014-04-23,71.3
2014-04-25,72.15
2014-04-28,73.7
2014-04-29,75.55
2014-04-30,73.55
2014-05-02,74.9
2014-05-05,72.85
2014-05-06,73.95
2014-05-07,77.6
2014-05-08,79.7
2014-05-09,77.5
2014-05-12,80.45
2014-05-13,80.85
2014-05-14,80.75
2014-05-15,81.5
2014-05-16,82.0
2014-05-19,89.85
2014-05-20,92.5
2014-05-21,99.4
2014-05-22,99.45
2014-05-23,107.45
2014-05-26,98.45
2014-05-27,99.45
2014-05-28,96.45
2014-05-29,96.45
2014-05-30,95.65
2014-06-02,101.2
2014-06-03,101.15
2014-06-04,103.45
2014-06-05,114.05
2014-06-06,133.9
2014-06-09,139.0
2014-06-10,136.5
2014-06-11,135.4
2014-06-12,138.1
2014-06-13,129.95
2014-06-16,125.0
2014-06-17,125.25
2014-06-18,125.35
2014-06-19,124.1
2014-06-20,121.45
2014-06-23,123.85
2014-06-24,129.45
2014-06-25,129.1
2014-06-26,125.1
2014-06-27,121.1
2014-06-30,123.85
2014-07-01,122.5
2014-07-02,123.55
2014-07-03,124.7
2014-07-04,125.85
2014-07-07,125.15
2014-07-08,120.1
2014-07-09,118.2
2014-07-10,127.3
2014-07-11,120.0
2014-07-14,122.7
2014-07-15,123.1
2014-07-16,126.25
2014-07-17,125.1
2014-07-18,127.95
2014-07-21,131.85
2014-07-22,133.0
2014-07-23,132.55
2014-07-24,130.05
2014-07-25,130.45
2014-07-28,129.9
2014-07-30,129.05
2014-07-31,128.2
2014-08-01,129.65
2014-08-04,138.55
2014-08-05,137.95
2014-08-06,132.35
2014-08-07,131.4
2014-08-08,122.7
2014-08-11,124.8
2014-08-12,122.7
2014-08-13,120.9
2014-08-14,120.6
2014-08-18,124.2
2014-08-19,122.9
2014-08-20,126.1
2014-08-21,121.85
2014-08-22,125.75
2014-08-25,126.05
2014-08-26,124.95
2014-08-27,125.25
2014-08-28,125.15
2014-09-01,135.5
2014-09-02,131.75
2014-09-03,133.65
2014-09-04,129.45
2014-09-05,131.3
2014-09-08,133.55
2014-09-09,136.2
2014-09-10,142.65
2014-09-11,145.45
2014-09-12,152.95
2014-09-15,157.95
2014-09-16,145.2
2014-09-17,148.45
2014-09-18,150.2
2014-09-19,148.6
2014-09-22,145.1
2014-09-23,146.8
2014-09-24,143.35
2014-09-25,136.45
2014-09-26,140.25
2014-09-29,141.6
2014-09-30,143.2
2014-10-01,140.8
2014-10-07,145.5
2014-10-08,141.45
2014-10-09,142.85
2014-10-10,140.1
2014-10-13,140.95
2014-10-14,137.05
2014-10-16,132.1
2014-10-17,130.1
2014-10-20,128.4
2014-10-21,129.5
2014-10-22,130.0
2014-10-23,131.2
2014-10-27,133.15
2014-10-28,134.4
2014-10-29,137.35
2014-10-30,143.35
2014-10-31,145.65
2014-11-03,148.3
2014-11-05,154.2
2014-11-07,152.15
2014-11-10,149.5
2014-11-11,149.8
2014-11-12,144.1
2014-11-13,142.85
2014-11-14,142.2
2014-11-17,142.5
2014-11-18,139.4
2014-11-19,145.3
2014-11-20,142.65
2014-11-21,141.15
2014-11-24,141.15
2014-11-25,137.9
2014-11-26,143.25
2014-11-27,140.5
2014-11-28,140.4
2014-12-01,145.8
2014-12-02,143.0
2014-12-03,145.75
2014-12-04,157.65
2014-12-05,159.85
2014-12-08,156.8
2014-12-09,150.95
2014-12-10,154.25
2014-12-11,151.5
2014-12-12,147.15
2014-12-15,141.95
2014-12-16,138.55
2014-12-17,138.3
2014-12-18,143.2
2014-12-19,145.05
2014-12-22,145.4
2014-12-23,143.0
2014-12-24,143.3
2014-12-26,142.45
2014-12-29,143.1
2014-12-30,144.6
2014-12-31,153.1
