Date,GSKCONS
2014-01-01,4421.1
2014-01-02,4399.3
2014-01-03,4395.05
2014-01-06,4380.3
2014-01-07,4293.2
2014-01-08,4329.45
2014-01-09,4345.9
2014-01-10,4326.2
2014-01-13,4313.75
2014-01-14,4347.6
2014-01-15,4424.05
2014-01-16,4365.75
2014-01-17,4331.75
2014-01-20,4413.2
2014-01-21,4370.25
2014-01-22,4411.95
2014-01-23,4417.25
2014-01-24,4363.35
2014-01-27,4255.05
2014-01-28,4213.65
2014-01-29,4249.15
2014-01-30,4229.1
2014-01-31,4262.5
2014-02-03,4252.65
2014-02-04,4300.55
2014-02-05,4363.65
2014-02-06,4390.85
2014-02-07,4399.85
2014-02-10,4316.1
2014-02-11,4290.8
2014-02-12,4302.25
2014-02-13,4271.35
2014-02-14,4249.8
2014-02-17,4280.0
2014-02-18,4279.95
2014-02-19,4401.5
2014-02-20,4297.45
2014-02-21,4251.3
2014-02-24,4228.75
2014-02-25,4241.2
2014-02-26,4261.0
2014-02-28,4359.0
2014-03-03,4311.45
2014-03-04,4297.75
2014-03-05,4393.3
2014-03-06,4336.55
2014-03-07,4286.85
2014-03-10,4210.9
2014-03-11,4095.85
2014-03-12,4214.25
2014-03-13,4140.0
2014-03-14,4149.15
2014-03-18,4228.95
2014-03-19,4275.0
2014-03-20,4270.85
2014-03-21,4301.2
2014-03-22,4316.05
2014-03-24,4252.6
2014-03-25,4303.2
2014-03-26,4301.05
2014-03-27,4295.75
2014-03-28,4299.95
2014-03-31,4300.35
2014-04-01,4300.9
2014-04-02,4297.6
2014-04-03,4300.7
2014-04-04,4323.35
2014-04-07,4374.2
2014-04-09,4331.15
2014-04-10,4385.5
2014-04-11,4424.65
2014-04-15,4385.15
2014-04-16,4331.95
2014-04-17,4401.2
2014-04-21,4352.35
2014-04-22,4368.55
2014-04-23,4302.9
2014-04-25,4254.4
2014-04-28,4215.8
2014-04-29,4233.0
2014-04-30,4174.7
2014-05-02,4150.35
2014-05-05,4152.3
2014-05-06,4154.85
2014-05-07,4157.85
2014-05-08,4167.45
2014-05-09,4182.1
2014-05-12,4122.1
2014-05-13,4144.65
2014-05-14,4284.6
2014-05-15,4370.5
2014-05-16,4427.7
2014-05-19,4428.4
2014-05-20,4456.35
2014-05-21,4566.25
2014-05-22,4738.85
2014-05-23,4901.2
2014-05-26,4834.0
2014-05-27,4792.65
2014-05-28,4615.15
2014-05-29,4528.2
2014-05-30,4414.05
2014-06-02,4521.4
2014-06-03,4614.5
2014-06-04,4530.25
2014-06-05,4538.9
2014-06-06,4677.6
2014-06-09,4638.35
2014-06-10,4609.2
2014-06-11,4604.75
2014-06-12,4585.75
2014-06-13,4484.15
2014-06-16,4600.5
2014-06-17,4510.15
2014-06-18,4463.8
2014-06-19,4500.85
2014-06-20,4585.1
2014-06-23,4583.05
2014-06-24,4500.65
2014-06-25,4554.3
2014-06-26,4560.95
2014-06-27,4517.3
2014-06-30,4510.5
2014-07-01,4554.95
2014-07-02,4622.05
2014-07-03,4596.05
2014-07-04,4728.7
2014-07-07,4893.45
2014-07-08,4802.2
2014-07-09,4693.25
2014-07-10,4722.4
2014-07-11,4681.25
2014-07-14,4670.65
2014-07-15,4811.1
2014-07-16,4836.15
2014-07-17,4850.45
2014-07-18,4845.8
2014-07-21,4795.0
2014-07-22,4808.4
2014-07-23,4815.75
2014-07-24,4786.65
2014-07-25,4824.6
2014-07-28,4866.5
2014-07-30,4869.1
2014-07-31,4868.85
2014-08-01,4857.1
2014-08-04,4859.95
2014-08-05,4976.75
2014-08-06,4867.1
2014-08-07,4902.35
2014-08-08,4818.85
2014-08-11,4850.45
2014-08-12,4816.05
2014-08-13,4886.25
2014-08-14,4923.2
2014-08-18,4882.1
2014-08-19,4908.3
2014-08-20,4897.0
2014-08-21,4948.35
2014-08-22,4993.85
2014-08-25,5000.05
2014-08-26,5189.85
2014-08-27,5242.1
2014-08-28,5332.6
2014-09-01,5289.45
2014-09-02,5401.75
2014-09-03,5408.2
2014-09-04,5410.45
2014-09-05,5361.75
2014-09-08,5199.2
2014-09-09,5154.35
2014-09-10,5013.2
2014-09-11,5096.55
2014-09-12,5141.9
2014-09-15,5110.85
2014-09-16,5008.55
2014-09-17,5035.85
2014-09-18,5226.65
2014-09-19,5018.25
2014-09-22,5034.75
2014-09-23,5095.45
2014-09-24,5291.35
2014-09-25,5320.15
2014-09-26,5281.55
2014-09-29,5394.05
2014-09-30,5636.75
2014-10-01,5574.5
2014-10-07,5415.05
2014-10-08,5295.65
2014-10-09,5357.0
2014-10-10,5259.35
2014-10-13,5157.6
2014-10-14,5260.8
2014-10-16,5218.25
2014-10-17,5214.55
2014-10-20,5317.75
2014-10-21,5318.2
2014-10-22,5266.15
2014-10-23,5321.2
2014-10-27,5279.0
2014-10-28,5286.6
2014-10-29,5371.9
2014-10-30,5446.5
2014-10-31,5531.55
2014-11-03,5585.7
2014-11-05,5414.75
2014-11-07,5677.95
2014-11-10,5741.75
2014-11-11,5705.5
2014-11-12,5718.55
2014-11-13,5715.0
2014-11-14,5641.55
2014-11-17,5608.8
2014-11-18,5666.95
2014-11-19,5730.1
2014-11-20,5745.7
2014-11-21,5735.9
2014-11-24,5780.6
2014-11-25,5873.0
2014-11-26,5695.45
2014-11-27,5733.45
2014-11-28,5660.3
2014-12-01,5695.95
2014-12-02,5772.9
2014-12-03,5800.5
2014-12-04,5880.15
2014-12-05,5836.9
2014-12-08,5750.7
2014-12-09,5807.0
2014-12-10,5806.7
2014-12-11,5637.6
2014-12-12,5758.4
2014-12-15,5735.6
2014-12-16,5620.1
2014-12-17,5581.1
2014-12-18,5660.05
2014-12-19,5720.2
2014-12-22,5746.2
2014-12-23,5873.25
2014-12-24,5818.7
2014-12-26,5827.25
2014-12-29,5802.65
2014-12-30,5801.75
2014-12-31,5864.45
