Date,DLF
2014-01-01,170.1
2014-01-02,166.45
2014-01-03,168.9
2014-01-06,166.8
2014-01-07,163.95
2014-01-08,162.05
2014-01-09,158.8
2014-01-10,156.5
2014-01-13,161.05
2014-01-14,157.15
2014-01-15,159.85
2014-01-16,162.1
2014-01-17,155.35
2014-01-20,155.8
2014-01-21,157.25
2014-01-22,158.95
2014-01-23,159.3
2014-01-24,153.05
2014-01-27,139.65
2014-01-28,141.25
2014-01-29,141.1
2014-01-30,134.65
2014-01-31,137.5
2014-02-03,134.15
2014-02-04,134.1
2014-02-05,138.1
2014-02-06,135.3
2014-02-07,137.95
2014-02-10,142.0
2014-02-11,140.45
2014-02-12,140.15
2014-02-13,143.0
2014-02-14,145.0
2014-02-17,142.55
2014-02-18,142.45
2014-02-19,143.15
2014-02-20,143.65
2014-02-21,142.4
2014-02-24,142.8
2014-02-25,141.55
2014-02-26,140.15
2014-02-28,141.15
2014-03-03,139.15
2014-03-04,139.85
2014-03-05,144.75
2014-03-06,152.15
2014-03-07,166.9
2014-03-10,171.6
2014-03-11,178.35
2014-03-12,179.15
2014-03-13,168.35
2014-03-14,174.95
2014-03-18,173.65
2014-03-19,173.95
2014-03-20,167.1
2014-03-21,171.1
2014-03-22,170.75
2014-03-24,171.6
2014-03-25,177.6
2014-03-26,175.2
2014-03-27,174.9
2014-03-28,175.85
2014-03-31,176.45
2014-04-01,175.0
2014-04-02,176.6
2014-04-03,171.75
2014-04-04,176.05
2014-04-07,171.05
2014-04-09,176.6
2014-04-10,178.6
2014-04-11,176.3
2014-04-15,166.1
2014-04-16,158.05
2014-04-17,159.65
2014-04-21,157.8
2014-04-22,157.05
2014-04-23,152.35
2014-04-25,153.6
2014-04-28,153.9
2014-04-29,153.75
2014-04-30,140.15
2014-05-02,139.8
2014-05-05,139.05
2014-05-06,140.35
2014-05-07,140.25
2014-05-08,139.65
2014-05-09,144.75
2014-05-12,146.2
2014-05-13,152.35
2014-05-14,160.6
2014-05-15,159.95
2014-05-16,169.7
2014-05-19,182.3
2014-05-20,184.4
2014-05-21,192.8
2014-05-22,211.0
2014-05-23,217.15
2014-05-26,204.3
2014-05-27,204.45
2014-05-28,205.65
2014-05-29,203.75
2014-05-30,210.1
2014-06-02,209.35
2014-06-03,219.5
2014-06-04,219.15
2014-06-05,219.7
2014-06-06,233.15
2014-06-09,241.35
2014-06-10,233.25
2014-06-11,220.9
2014-06-12,223.0
2014-06-13,204.9
2014-06-16,210.45
2014-06-17,212.5
2014-06-18,207.5
2014-06-19,207.1
2014-06-20,208.35
2014-06-23,209.75
2014-06-24,219.2
2014-06-25,217.2
2014-06-26,210.35
2014-06-27,211.05
2014-06-30,215.05
2014-07-01,216.55
2014-07-02,218.85
2014-07-03,216.0
2014-07-04,218.6
2014-07-07,223.25
2014-07-08,205.75
2014-07-09,204.0
2014-07-10,222.4
2014-07-11,209.35
2014-07-14,206.9
2014-07-15,213.1
2014-07-16,225.45
2014-07-17,222.2
2014-07-18,221.0
2014-07-21,214.8
2014-07-22,216.85
2014-07-23,214.75
2014-07-24,213.9
2014-07-25,204.75
2014-07-28,194.35
2014-07-30,200.1
2014-07-31,198.25
2014-08-01,200.75
2014-08-04,201.0
2014-08-05,205.45
2014-08-06,202.5
2014-08-07,202.85
2014-08-08,194.1
2014-08-11,199.25
2014-08-12,202.3
2014-08-13,194.3
2014-08-14,196.2
2014-08-18,198.15
2014-08-19,200.25
2014-08-20,201.3
2014-08-21,196.7
2014-08-22,194.75
2014-08-25,190.85
2014-08-26,191.65
2014-08-27,182.9
2014-08-28,177.3
2014-09-01,179.75
2014-09-02,184.05
2014-09-03,182.9
2014-09-04,167.5
2014-09-05,175.45
2014-09-08,176.8
2014-09-09,174.15
2014-09-10,177.0
2014-09-11,175.2
2014-09-12,176.15
2014-09-15,173.65
2014-09-16,168.5
2014-09-17,169.1
2014-09-18,175.3
2014-09-19,171.95
2014-09-22,166.7
2014-09-23,155.5
2014-09-24,159.6
2014-09-25,155.6
2014-09-26,162.55
2014-09-29,158.3
2014-09-30,150.85
2014-10-01,150.4
2014-10-07,141.6
2014-10-08,148.85
2014-10-09,152.85
2014-10-10,152.65
2014-10-13,146.9
2014-10-14,104.95
2014-10-16,110.35
2014-10-17,110.6
2014-10-20,115.15
2014-10-21,121.4
2014-10-22,120.15
2014-10-23,119.95
2014-10-27,110.5
2014-10-28,111.3
2014-10-29,118.15
2014-10-30,124.15
2014-10-31,124.75
2014-11-03,128.55
2014-11-05,126.75
2014-11-07,134.5
2014-11-10,135.85
2014-11-11,136.75
2014-11-12,140.05
2014-11-13,139.35
2014-11-14,142.3
2014-11-17,139.7
2014-11-18,138.75
2014-11-19,141.2
2014-11-20,138.6
2014-11-21,140.4
2014-11-24,147.5
2014-11-25,141.95
2014-11-26,152.15
2014-11-27,148.25
2014-11-28,149.1
2014-12-01,154.2
2014-12-02,153.8
2014-12-03,155.2
2014-12-04,154.35
2014-12-05,161.7
2014-12-08,160.55
2014-12-09,159.2
2014-12-10,159.55
2014-12-11,155.9
2014-12-12,152.05
2014-12-15,144.75
2014-12-16,139.25
2014-12-17,133.6
2014-12-18,135.9
2014-12-19,132.0
2014-12-22,133.65
2014-12-23,133.5
2014-12-24,131.65
2014-12-26,136.2
2014-12-29,135.8
2014-12-30,135.65
2014-12-31,137.4
