Date,TALWALKARS
2014-01-01,160.0
2014-01-02,152.55
2014-01-03,155.4
2014-01-06,159.25
2014-01-07,154.95
2014-01-08,158.8
2014-01-09,155.55
2014-01-10,152.0
2014-01-13,149.55
2014-01-14,149.5
2014-01-15,148.45
2014-01-16,144.85
2014-01-17,144.1
2014-01-20,145.4
2014-01-21,144.65
2014-01-22,143.75
2014-01-23,143.35
2014-01-24,141.05
2014-01-27,134.45
2014-01-28,136.65
2014-01-29,136.95
2014-01-30,131.1
2014-01-31,139.85
2014-02-03,141.7
2014-02-04,138.8
2014-02-05,147.75
2014-02-06,144.7
2014-02-07,144.55
2014-02-10,143.1
2014-02-11,141.95
2014-02-12,141.25
2014-02-13,136.9
2014-02-14,138.35
2014-02-17,139.65
2014-02-18,146.1
2014-02-19,146.2
2014-02-20,149.8
2014-02-21,148.7
2014-02-24,148.2
2014-02-25,147.8
2014-02-26,148.9
2014-02-28,149.25
2014-03-03,147.7
2014-03-04,154.6
2014-03-05,152.2
2014-03-06,154.05
2014-03-07,156.35
2014-03-10,154.6
2014-03-11,156.8
2014-03-12,156.75
2014-03-13,153.7
2014-03-14,154.0
2014-03-18,154.95
2014-03-19,154.25
2014-03-20,153.05
2014-03-21,152.5
2014-03-22,152.75
2014-03-24,154.75
2014-03-25,156.9
2014-03-26,161.75
2014-03-27,174.65
2014-03-28,167.85
2014-03-31,161.25
2014-04-01,162.15
2014-04-02,170.5
2014-04-03,167.05
2014-04-04,165.75
2014-04-07,167.0
2014-04-09,171.6
2014-04-10,166.4
2014-04-11,169.9
2014-04-15,165.7
2014-04-16,167.85
2014-04-17,169.0
2014-04-21,173.65
2014-04-22,170.0
2014-04-23,170.7
2014-04-25,168.05
2014-04-28,171.2
2014-04-29,172.25
2014-04-30,170.4
2014-05-02,170.45
2014-05-05,185.95
2014-05-06,180.2
2014-05-07,180.45
2014-05-08,175.9
2014-05-09,178.0
2014-05-12,172.6
2014-05-13,172.75
2014-05-14,177.6
2014-05-15,171.65
2014-05-16,173.8
2014-05-19,179.95
2014-05-20,187.4
2014-05-21,195.55
2014-05-22,198.65
2014-05-23,201.5
2014-05-26,192.9
2014-05-27,188.75
2014-05-28,190.0
2014-05-29,189.35
2014-05-30,186.15
2014-06-02,187.8
2014-06-03,189.95
2014-06-04,190.2
2014-06-05,193.35
2014-06-06,189.05
2014-06-09,210.85
2014-06-10,202.0
2014-06-11,199.75
2014-06-12,194.95
2014-06-13,186.95
2014-06-16,184.35
2014-06-17,189.6
2014-06-18,190.0
2014-06-19,189.75
2014-06-20,187.0
2014-06-23,184.8
2014-06-24,188.1
2014-06-25,186.25
2014-06-26,184.7
2014-06-27,189.75
2014-06-30,191.9
2014-07-01,194.5
2014-07-02,192.75
2014-07-03,203.7
2014-07-04,204.8
2014-07-07,196.75
2014-07-08,185.25
2014-07-09,182.45
2014-07-10,182.8
2014-07-11,176.25
2014-07-14,191.65
2014-07-15,199.45
2014-07-16,200.8
2014-07-17,203.05
2014-07-18,203.35
2014-07-21,203.85
2014-07-22,212.0
2014-07-23,206.4
2014-07-24,204.55
2014-07-25,199.25
2014-07-28,209.45
2014-07-30,208.3
2014-07-31,222.3
2014-08-01,211.45
2014-08-04,208.85
2014-08-05,213.7
2014-08-06,211.1
2014-08-07,211.0
2014-08-08,202.3
2014-08-11,210.8
2014-08-12,213.2
2014-08-13,213.35
2014-08-14,210.95
2014-08-18,214.2
2014-08-19,213.35
2014-08-20,210.45
2014-08-21,212.6
2014-08-22,212.65
2014-08-25,212.2
2014-08-26,206.0
2014-08-27,205.15
2014-08-28,203.2
2014-09-01,199.4
2014-09-02,197.8
2014-09-03,197.75
2014-09-04,203.35
2014-09-05,199.45
2014-09-08,201.6
2014-09-09,201.55
2014-09-10,222.5
2014-09-11,222.3
2014-09-12,215.65
2014-09-15,223.25
2014-09-16,209.55
2014-09-17,212.1
2014-09-18,212.3
2014-09-19,211.45
2014-09-22,210.7
2014-09-23,205.05
2014-09-24,199.6
2014-09-25,193.1
2014-09-26,195.2
2014-09-29,202.65
2014-09-30,203.75
2014-10-01,205.95
2014-10-07,206.05
2014-10-08,203.55
2014-10-09,200.35
2014-10-10,199.75
2014-10-13,197.9
2014-10-14,201.7
2014-10-16,194.2
2014-10-17,193.4
2014-10-20,195.75
2014-10-21,197.1
2014-10-22,198.1
2014-10-23,198.95
2014-10-27,202.7
2014-10-28,206.5
2014-10-29,203.6
2014-10-30,203.6
2014-10-31,206.05
2014-11-03,205.5
2014-11-05,223.2
2014-11-07,240.6
2014-11-10,242.0
2014-11-11,249.5
2014-11-12,251.6
2014-11-13,253.55
2014-11-14,246.95
2014-11-17,245.75
2014-11-18,248.0
2014-11-19,239.7
2014-11-20,239.15
2014-11-21,233.8
2014-11-24,234.6
2014-11-25,227.25
2014-11-26,226.0
2014-11-27,229.2
2014-11-28,232.9
2014-12-01,237.7
2014-12-02,236.35
2014-12-03,237.6
2014-12-04,233.7
2014-12-05,236.9
2014-12-08,255.85
2014-12-09,246.6
2014-12-10,252.65
2014-12-11,269.75
2014-12-12,273.4
2014-12-15,278.85
2014-12-16,264.85
2014-12-17,254.85
2014-12-18,272.15
2014-12-19,278.0
2014-12-22,282.55
2014-12-23,275.85
2014-12-24,275.6
2014-12-26,273.75
2014-12-29,285.9
2014-12-30,288.2
2014-12-31,292.1
