Date,TECHNO
2014-01-01,116.4
2014-01-02,118.5
2014-01-03,119.8
2014-01-06,124.8
2014-01-07,127.35
2014-01-08,128.3
2014-01-09,126.8
2014-01-10,119.85
2014-01-13,123.1
2014-01-14,123.95
2014-01-15,126.9
2014-01-16,127.8
2014-01-17,123.45
2014-01-20,121.4
2014-01-21,120.25
2014-01-22,120.35
2014-01-23,116.9
2014-01-24,119.7
2014-01-27,117.35
2014-01-28,118.6
2014-01-29,117.1
2014-01-30,116.95
2014-01-31,117.9
2014-02-03,117.3
2014-02-04,117.8
2014-02-05,117.7
2014-02-06,116.95
2014-02-07,118.3
2014-02-10,117.2
2014-02-11,118.4
2014-02-12,117.75
2014-02-13,117.45
2014-02-14,118.75
2014-02-17,118.95
2014-02-18,118.8
2014-02-19,117.4
2014-02-20,117.5
2014-02-21,118.6
2014-02-24,117.8
2014-02-25,117.45
2014-02-26,116.6
2014-02-28,116.0
2014-03-03,116.85
2014-03-04,117.85
2014-03-05,118.8
2014-03-06,118.25
2014-03-07,117.5
2014-03-10,119.85
2014-03-11,118.5
2014-03-12,113.05
2014-03-13,108.7
2014-03-14,110.5
2014-03-18,112.3
2014-03-19,108.05
2014-03-20,110.95
2014-03-21,116.35
2014-03-22,119.3
2014-03-24,129.15
2014-03-25,120.7
2014-03-26,117.65
2014-03-27,117.25
2014-03-28,113.2
2014-03-31,112.25
2014-04-01,113.05
2014-04-02,112.9
2014-04-03,110.2
2014-04-04,110.15
2014-04-07,110.25
2014-04-09,111.0
2014-04-10,121.7
2014-04-11,125.75
2014-04-15,137.55
2014-04-16,133.1
2014-04-17,132.3
2014-04-21,133.95
2014-04-22,160.7
2014-04-23,157.85
2014-04-25,164.85
2014-04-28,173.5
2014-04-29,180.6
2014-04-30,169.15
2014-05-02,169.1
2014-05-05,163.55
2014-05-06,160.2
2014-05-07,166.1
2014-05-08,167.8
2014-05-09,164.85
2014-05-12,168.0
2014-05-13,176.65
2014-05-14,186.75
2014-05-15,192.75
2014-05-16,193.95
2014-05-19,211.35
2014-05-20,221.4
2014-05-21,230.2
2014-05-22,241.7
2014-05-23,237.1
2014-05-26,232.35
2014-05-27,231.5
2014-05-28,241.15
2014-05-29,249.6
2014-05-30,260.85
2014-06-02,265.85
2014-06-03,266.75
2014-06-04,260.4
2014-06-05,267.1
2014-06-06,260.1
2014-06-09,264.9
2014-06-10,263.05
2014-06-11,263.9
2014-06-12,268.15
2014-06-13,271.1
2014-06-16,270.85
2014-06-17,279.4
2014-06-18,280.2
2014-06-19,279.85
2014-06-20,277.5
2014-06-23,276.35
2014-06-24,274.25
2014-06-25,275.1
2014-06-26,276.65
2014-06-27,275.4
2014-06-30,278.0
2014-07-01,279.65
2014-07-02,274.95
2014-07-03,279.6
2014-07-04,288.3
2014-07-07,296.5
2014-07-08,287.2
2014-07-09,284.35
2014-07-10,281.35
2014-07-11,281.9
2014-07-14,289.35
2014-07-15,287.8
2014-07-16,287.1
2014-07-17,286.1
2014-07-18,286.35
2014-07-21,294.2
2014-07-22,290.4
2014-07-23,290.3
2014-07-24,296.85
2014-07-25,287.5
2014-07-28,280.85
2014-07-30,261.5
2014-07-31,274.55
2014-08-01,279.85
2014-08-04,278.8
2014-08-05,275.6
2014-08-06,274.35
2014-08-07,268.4
2014-08-08,258.75
2014-08-11,255.8
2014-08-12,253.0
2014-08-13,244.15
2014-08-14,254.0
2014-08-18,260.85
2014-08-19,264.35
2014-08-20,272.2
2014-08-21,263.0
2014-08-22,264.95
2014-08-25,262.55
2014-08-26,257.65
2014-08-27,254.95
2014-08-28,257.1
2014-09-01,257.25
2014-09-02,257.5
2014-09-03,259.9
2014-09-04,253.15
2014-09-05,252.7
2014-09-08,261.7
2014-09-09,260.95
2014-09-10,263.05
2014-09-11,285.7
2014-09-12,289.45
2014-09-15,277.65
2014-09-16,270.55
2014-09-17,284.8
2014-09-18,286.25
2014-09-19,288.0
2014-09-22,285.2
2014-09-23,275.0
2014-09-24,275.9
2014-09-25,276.2
2014-09-26,280.75
2014-09-29,281.0
2014-09-30,276.1
2014-10-01,274.65
2014-10-07,272.3
2014-10-08,275.45
2014-10-09,275.55
2014-10-10,275.1
2014-10-13,275.4
2014-10-14,279.0
2014-10-16,274.25
2014-10-17,269.35
2014-10-20,277.8
2014-10-21,271.2
2014-10-22,274.1
2014-10-23,279.7
2014-10-27,273.0
2014-10-28,270.75
2014-10-29,279.8
2014-10-30,277.0
2014-10-31,272.7
2014-11-03,281.15
2014-11-05,280.8
2014-11-07,282.45
2014-11-10,296.15
2014-11-11,299.8
2014-11-12,300.7
2014-11-13,306.0
2014-11-14,313.95
2014-11-17,324.85
2014-11-18,324.5
2014-11-19,324.6
2014-11-20,313.7
2014-11-21,348.15
2014-11-24,335.25
2014-11-25,321.45
2014-11-26,323.8
2014-11-27,348.0
2014-11-28,350.45
2014-12-01,349.4
2014-12-02,354.3
2014-12-03,351.95
2014-12-04,350.5
2014-12-05,346.3
2014-12-08,346.3
2014-12-09,345.75
2014-12-10,350.15
2014-12-11,358.05
2014-12-12,360.3
2014-12-15,367.7
2014-12-16,361.5
2014-12-17,347.05
2014-12-18,351.55
2014-12-19,347.15
2014-12-22,344.1
2014-12-23,372.4
2014-12-24,380.15
2014-12-26,397.6
2014-12-29,399.85
2014-12-30,394.45
2014-12-31,400.75
