Date,TTKPRESTIG
2014-09-23,4357.2
2014-09-24,4266.5
2014-09-25,4187.7
2014-09-26,4044.5
2014-09-29,4079.75
2014-09-30,4081.45
2014-10-01,4050.05
2014-10-07,4042.3
2014-10-08,3992.6
2014-10-09,4030.35
2014-10-10,4008.05
2014-10-13,4040.6
2014-10-14,3941.15
2014-10-16,3881.25
2014-10-17,3857.1
2014-10-20,3847.0
2014-10-21,3877.35
2014-10-22,3898.85
2014-10-23,3926.4
2014-10-27,3899.35
2014-10-28,3888.95
2014-10-29,3980.65
2014-10-30,3945.75
2014-10-31,3923.35
2014-11-03,3890.65
2014-11-05,3894.2
2014-11-07,3858.95
2014-11-10,3860.0
2014-11-11,3831.7
2014-11-12,3809.3
2014-11-13,3772.55
2014-11-14,3747.4
2014-11-17,3808.1
2014-11-18,3797.95
2014-11-19,3774.95
2014-11-20,3733.05
2014-11-21,3738.4
2014-11-24,3735.3
2014-11-25,3690.15
2014-11-26,3681.95
2014-11-27,3684.2
2014-11-28,3803.35
2014-12-01,3833.45
2014-12-02,3843.75
2014-12-03,3804.9
2014-12-04,3807.3
2014-12-05,3808.15
2014-12-08,3801.1
2014-12-09,3750.05
2014-12-10,3724.25
2014-12-11,3668.9
2014-12-12,3624.8
2014-12-15,3660.65
2014-12-16,3457.55
2014-12-17,3521.35
2014-12-18,3529.55
2014-12-19,3543.05
2014-12-22,3526.0
2014-12-23,3512.15
2014-12-24,3513.6
2014-12-26,3502.45
2014-12-29,3508.05
2014-12-30,3551.85
2014-12-31,3594.6
