Date,GODREJPROP
2014-01-01,180.5
2014-01-02,166.8
2014-01-03,167.4
2014-01-06,167.9
2014-01-07,167.0
2014-01-08,166.15
2014-01-09,165.0
2014-01-10,163.75
2014-01-13,164.8
2014-01-14,165.55
2014-01-15,165.05
2014-01-16,162.25
2014-01-17,159.3
2014-01-20,161.15
2014-01-21,163.85
2014-01-22,165.0
2014-01-23,164.85
2014-01-24,160.5
2014-01-27,156.4
2014-01-28,158.25
2014-01-29,159.95
2014-01-30,155.1
2014-01-31,162.4
2014-02-03,159.85
2014-02-04,158.25
2014-02-05,159.35
2014-02-06,158.85
2014-02-07,159.15
2014-02-10,158.8
2014-02-11,158.85
2014-02-12,158.25
2014-02-13,155.9
2014-02-14,156.05
2014-02-17,155.9
2014-02-18,157.4
2014-02-19,156.5
2014-02-20,157.05
2014-02-21,159.95
2014-02-24,158.0
2014-02-25,167.9
2014-02-26,166.25
2014-02-28,167.3
2014-03-03,163.05
2014-03-04,165.4
2014-03-05,164.95
2014-03-06,169.5
2014-03-07,169.95
2014-03-10,171.3
2014-03-11,179.35
2014-03-12,182.3
2014-03-13,176.85
2014-03-14,178.15
2014-03-18,175.45
2014-03-19,174.15
2014-03-20,175.95
2014-03-21,177.0
2014-03-22,177.6
2014-03-24,179.6
2014-03-25,182.95
2014-03-26,186.7
2014-03-27,191.3
2014-03-28,202.15
2014-03-31,213.85
2014-04-01,218.35
2014-04-02,223.25
2014-04-03,226.05
2014-04-04,225.75
2014-04-07,227.7
2014-04-09,226.1
2014-04-10,222.55
2014-04-11,217.1
2014-04-15,212.75
2014-04-16,209.7
2014-04-17,219.6
2014-04-21,224.15
2014-04-22,221.9
2014-04-23,220.5
2014-04-25,216.55
2014-04-28,217.45
2014-04-29,217.0
2014-04-30,219.8
2014-05-02,213.75
2014-05-05,214.9
2014-05-06,213.75
2014-05-07,209.8
2014-05-08,207.75
2014-05-09,211.0
2014-05-12,215.0
2014-05-13,215.75
2014-05-14,216.75
2014-05-15,215.15
2014-05-16,219.2
2014-05-19,235.6
2014-05-20,239.85
2014-05-21,244.7
2014-05-22,250.65
2014-05-23,250.55
2014-05-26,236.0
2014-05-27,233.7
2014-05-28,240.65
2014-05-29,238.45
2014-05-30,243.15
2014-06-02,241.45
2014-06-03,248.2
2014-06-04,251.55
2014-06-05,249.6
2014-06-06,255.85
2014-06-09,260.4
2014-06-10,257.9
2014-06-11,249.8
2014-06-12,251.0
2014-06-13,242.3
2014-06-16,244.25
2014-06-17,247.35
2014-06-18,239.45
2014-06-19,236.6
2014-06-20,235.1
2014-06-23,233.0
2014-06-24,237.85
2014-06-25,243.35
2014-06-26,243.1
2014-06-27,242.6
2014-06-30,243.65
2014-07-01,246.0
2014-07-02,245.6
2014-07-03,239.6
2014-07-04,241.25
2014-07-07,245.65
2014-07-08,232.35
2014-07-09,231.2
2014-07-10,226.3
2014-07-11,227.85
2014-07-14,223.95
2014-07-15,224.65
2014-07-16,230.55
2014-07-17,232.1
2014-07-18,233.35
2014-07-21,235.55
2014-07-22,246.15
2014-07-23,241.4
2014-07-24,240.6
2014-07-25,234.2
2014-07-28,229.0
2014-07-30,230.6
2014-07-31,228.5
2014-08-01,226.95
2014-08-04,228.4
2014-08-05,235.7
2014-08-06,234.2
2014-08-07,229.4
2014-08-08,223.75
2014-08-11,224.4
2014-08-12,227.8
2014-08-13,223.3
2014-08-14,222.6
2014-08-18,224.55
2014-08-19,227.75
2014-08-20,225.85
2014-08-21,225.05
2014-08-22,223.95
2014-08-25,225.4
2014-08-26,224.75
2014-08-27,223.45
2014-08-28,224.2
2014-09-01,224.65
2014-09-02,231.75
2014-09-03,243.65
2014-09-04,235.85
2014-09-05,237.65
2014-09-08,241.2
2014-09-09,236.75
2014-09-10,234.3
2014-09-11,239.1
2014-09-12,236.85
2014-09-15,238.5
2014-09-16,233.85
2014-09-17,235.8
2014-09-18,237.7
2014-09-19,240.4
2014-09-22,248.85
2014-09-23,238.6
2014-09-24,240.7
2014-09-25,233.8
2014-09-26,233.1
2014-09-29,239.7
2014-09-30,236.9
2014-10-01,235.3
2014-10-07,237.75
2014-10-08,235.35
2014-10-09,240.6
2014-10-10,239.2
2014-10-13,240.15
2014-10-14,237.45
2014-10-16,233.25
2014-10-17,229.6
2014-10-20,225.3
2014-10-21,233.75
2014-10-22,233.75
2014-10-23,236.1
2014-10-27,234.6
2014-10-28,236.55
2014-10-29,239.55
2014-10-30,241.55
2014-10-31,244.15
2014-11-03,251.25
2014-11-05,260.35
2014-11-07,255.2
2014-11-10,251.8
2014-11-11,252.6
2014-11-12,251.95
2014-11-13,245.3
2014-11-14,249.4
2014-11-17,250.8
2014-11-18,250.65
2014-11-19,245.35
2014-11-20,243.85
2014-11-21,252.1
2014-11-24,254.1
2014-11-25,250.65
2014-11-26,254.5
2014-11-27,250.25
2014-11-28,250.65
2014-12-01,251.0
2014-12-02,250.95
2014-12-03,268.1
2014-12-04,270.3
2014-12-05,270.95
2014-12-08,270.65
2014-12-09,263.2
2014-12-10,264.4
2014-12-11,261.9
2014-12-12,256.1
2014-12-15,255.4
2014-12-16,248.4
2014-12-17,247.75
2014-12-18,249.6
2014-12-19,246.9
2014-12-22,247.2
2014-12-23,248.15
2014-12-24,248.25
2014-12-26,248.35
2014-12-29,250.05
2014-12-30,257.3
2014-12-31,257.55
