Date,JPPOWER
2014-01-01,19.3
2014-01-02,18.4
2014-01-03,18.85
2014-01-06,18.45
2014-01-07,18.15
2014-01-08,18.1
2014-01-09,17.7
2014-01-10,18.0
2014-01-13,17.35
2014-01-14,17.1
2014-01-15,17.4
2014-01-16,17.0
2014-01-17,16.65
2014-01-20,16.6
2014-01-21,16.55
2014-01-22,16.2
2014-01-23,16.1
2014-01-24,15.7
2014-01-27,13.65
2014-01-28,13.6
2014-01-29,13.7
2014-01-30,13.3
2014-01-31,12.95
2014-02-03,12.8
2014-02-04,12.8
2014-02-05,12.85
2014-02-06,13.1
2014-02-07,13.8
2014-02-10,13.7
2014-02-11,14.45
2014-02-12,14.3
2014-02-13,13.65
2014-02-14,13.55
2014-02-17,14.0
2014-02-18,14.4
2014-02-19,14.45
2014-02-20,15.35
2014-02-21,15.35
2014-02-24,15.05
2014-02-25,14.55
2014-02-26,14.75
2014-02-28,16.55
2014-03-03,14.0
2014-03-04,13.7
2014-03-05,13.65
2014-03-06,14.05
2014-03-07,14.35
2014-03-10,14.5
2014-03-11,14.25
2014-03-12,13.85
2014-03-13,14.0
2014-03-14,13.45
2014-03-18,13.05
2014-03-19,13.05
2014-03-20,12.7
2014-03-21,13.05
2014-03-22,13.05
2014-03-24,12.85
2014-03-25,13.55
2014-03-26,13.2
2014-03-27,13.25
2014-03-28,14.25
2014-03-31,14.15
2014-04-01,14.05
2014-04-02,14.8
2014-04-03,15.45
2014-04-04,15.45
2014-04-07,15.9
2014-04-09,15.85
2014-04-10,16.05
2014-04-11,17.2
2014-04-15,17.05
2014-04-16,15.55
2014-04-17,16.05
2014-04-21,16.45
2014-04-22,16.1
2014-04-23,15.65
2014-04-25,15.15
2014-04-28,16.05
2014-04-29,15.7
2014-04-30,14.85
2014-05-02,14.7
2014-05-05,14.5
2014-05-06,14.65
2014-05-07,14.6
2014-05-08,14.25
2014-05-09,15.25
2014-05-12,15.9
2014-05-13,16.25
2014-05-14,16.35
2014-05-15,16.85
2014-05-16,18.3
2014-05-19,23.65
2014-05-20,21.8
2014-05-21,22.65
2014-05-22,24.2
2014-05-23,25.2
2014-05-26,23.1
2014-05-27,23.75
2014-05-28,22.9
2014-05-29,22.55
2014-05-30,22.7
2014-06-02,24.15
2014-06-03,23.65
2014-06-04,24.3
2014-06-05,25.35
2014-06-06,25.15
2014-06-09,25.8
2014-06-10,24.85
2014-06-11,23.55
2014-06-12,22.95
2014-06-13,21.55
2014-06-16,21.6
2014-06-17,22.5
2014-06-18,22.1
2014-06-19,21.55
2014-06-20,21.9
2014-06-23,21.55
2014-06-24,21.5
2014-06-25,21.4
2014-06-26,21.35
2014-06-27,22.05
2014-06-30,23.95
2014-07-01,23.7
2014-07-02,23.6
2014-07-03,22.45
2014-07-04,22.8
2014-07-07,22.5
2014-07-08,20.65
2014-07-09,19.8
2014-07-10,19.95
2014-07-11,18.5
2014-07-14,18.75
2014-07-15,19.15
2014-07-16,20.5
2014-07-17,20.75
2014-07-18,20.3
2014-07-21,20.3
2014-07-22,20.15
2014-07-23,20.7
2014-07-24,19.15
2014-07-25,18.95
2014-07-28,19.55
2014-07-30,19.5
2014-07-31,18.95
2014-08-01,18.45
2014-08-04,18.75
2014-08-05,19.0
2014-08-06,18.5
2014-08-07,18.3
2014-08-08,17.25
2014-08-11,17.35
2014-08-12,17.35
2014-08-13,16.2
2014-08-14,16.15
2014-08-18,16.85
2014-08-19,17.0
2014-08-20,16.9
2014-08-21,16.35
2014-08-22,15.9
2014-08-25,15.7
2014-08-26,14.85
2014-08-27,14.9
2014-08-28,14.15
2014-09-01,15.0
2014-09-02,14.75
2014-09-03,14.4
2014-09-04,13.5
2014-09-05,13.5
2014-09-08,13.85
2014-09-09,14.05
2014-09-10,14.15
2014-09-11,14.2
2014-09-12,13.8
2014-09-15,14.25
2014-09-16,13.75
2014-09-17,14.15
2014-09-18,14.85
2014-09-19,14.9
2014-09-22,14.95
2014-09-23,14.45
2014-09-24,13.65
2014-09-25,11.7
2014-09-26,12.8
2014-09-29,12.5
2014-09-30,12.45
2014-10-01,12.15
2014-10-07,12.2
2014-10-08,12.2
2014-10-09,12.75
2014-10-10,12.35
2014-10-13,12.65
2014-10-14,12.4
2014-10-16,11.85
2014-10-17,11.8
2014-10-20,12.0
2014-10-21,12.25
2014-10-22,12.6
2014-10-23,12.65
2014-10-27,12.4
2014-10-28,12.5
2014-10-29,12.6
2014-10-30,12.5
2014-10-31,13.3
2014-11-03,14.2
2014-11-05,14.7
2014-11-07,14.05
2014-11-10,14.75
2014-11-11,14.5
2014-11-12,14.15
2014-11-13,13.6
2014-11-14,14.35
2014-11-17,14.75
2014-11-18,15.05
2014-11-19,14.55
2014-11-20,14.1
2014-11-21,13.9
2014-11-24,14.05
2014-11-25,13.0
2014-11-26,13.05
2014-11-27,13.25
2014-11-28,13.25
2014-12-01,12.85
2014-12-02,13.0
2014-12-03,13.3
2014-12-04,13.0
2014-12-05,12.95
2014-12-08,12.75
2014-12-09,12.5
2014-12-10,12.6
2014-12-11,12.5
2014-12-12,12.25
2014-12-15,12.05
2014-12-16,11.6
2014-12-17,11.55
2014-12-18,12.0
2014-12-19,11.7
2014-12-22,11.95
2014-12-23,11.75
2014-12-24,12.0
2014-12-26,12.1
2014-12-29,12.05
2014-12-30,11.95
2014-12-31,12.05
