Date,RATNAMANI
2014-01-01,133.95
2014-01-02,133.75
2014-01-03,134.45
2014-01-06,135.05
2014-01-07,134.7
2014-01-08,132.45
2014-01-09,132.0
2014-01-10,132.5
2014-01-13,134.9
2014-01-14,134.5
2014-01-15,135.05
2014-01-16,140.4
2014-01-17,137.05
2014-01-20,136.0
2014-01-21,135.45
2014-01-22,143.75
2014-01-23,140.4
2014-01-24,139.85
2014-01-27,135.95
2014-01-28,136.95
2014-01-29,134.95
2014-01-30,137.0
2014-01-31,141.7
2014-02-03,139.0
2014-02-04,139.6
2014-02-05,141.0
2014-02-06,145.0
2014-02-07,151.9
2014-02-10,152.0
2014-02-11,152.9
2014-02-12,153.3
2014-02-13,154.35
2014-02-14,152.65
2014-02-17,153.25
2014-02-18,153.0
2014-02-19,152.95
2014-02-20,153.0
2014-02-21,150.95
2014-02-24,154.0
2014-02-25,152.5
2014-02-26,152.05
2014-02-28,152.9
2014-03-03,153.9
2014-03-04,154.85
2014-03-05,160.25
2014-03-06,164.9
2014-03-07,162.05
2014-03-10,176.35
2014-03-11,176.55
2014-03-12,181.35
2014-03-13,203.05
2014-03-14,195.7
2014-03-18,224.45
2014-03-19,245.3
2014-03-20,255.75
2014-03-21,236.55
2014-03-22,239.3
2014-03-24,233.7
2014-03-25,230.7
2014-03-26,228.3
2014-03-27,228.7
2014-03-28,225.8
2014-03-31,242.75
2014-04-01,251.6
2014-04-02,246.6
2014-04-03,240.6
2014-04-04,236.95
2014-04-07,245.9
2014-04-09,255.25
2014-04-10,259.7
2014-04-11,267.55
2014-04-15,258.2
2014-04-16,257.15
2014-04-17,253.35
2014-04-21,253.9
2014-04-22,253.1
2014-04-23,243.2
2014-04-25,241.35
2014-04-28,241.1
2014-04-29,237.5
2014-04-30,230.75
2014-05-02,238.3
2014-05-05,244.5
2014-05-06,243.55
2014-05-07,237.0
2014-05-08,242.8
2014-05-09,235.2
2014-05-12,243.05
2014-05-13,266.55
2014-05-14,285.85
2014-05-15,267.9
2014-05-16,270.2
2014-05-19,293.75
2014-05-20,305.45
2014-05-21,310.55
2014-05-22,319.45
2014-05-23,355.05
2014-05-26,366.2
2014-05-27,351.5
2014-05-28,365.1
2014-05-29,371.75
2014-05-30,371.2
2014-06-02,375.0
2014-06-03,371.3
2014-06-04,374.05
2014-06-05,367.7
2014-06-06,376.0
2014-06-09,386.85
2014-06-10,388.4
2014-06-11,387.8
2014-06-12,388.3
2014-06-13,371.3
2014-06-16,367.9
2014-06-17,373.95
2014-06-18,370.55
2014-06-19,365.6
2014-06-20,372.15
2014-06-23,371.45
2014-06-24,382.05
2014-06-25,379.9
2014-06-26,370.05
2014-06-27,378.55
2014-06-30,379.6
2014-07-01,389.0
2014-07-02,398.25
2014-07-03,427.15
2014-07-04,426.1
2014-07-07,439.85
2014-07-08,415.95
2014-07-09,420.8
2014-07-10,440.15
2014-07-11,428.35
2014-07-14,410.45
2014-07-15,422.4
2014-07-16,426.55
2014-07-17,434.75
2014-07-18,445.05
2014-07-21,442.55
2014-07-22,438.2
2014-07-23,429.6
2014-07-24,433.95
2014-07-25,421.55
2014-07-28,417.1
2014-07-30,420.5
2014-07-31,414.05
2014-08-01,412.05
2014-08-04,419.95
2014-08-05,419.55
2014-08-06,412.05
2014-08-07,415.55
2014-08-08,412.5
2014-08-11,439.5
2014-08-12,427.3
2014-08-13,415.45
2014-08-14,417.3
2014-08-18,418.2
2014-08-19,415.05
2014-08-20,420.9
2014-08-21,424.75
2014-08-22,422.05
2014-08-25,420.05
2014-08-26,421.7
2014-08-27,421.4
2014-08-28,426.05
2014-09-01,421.9
2014-09-02,424.15
2014-09-03,418.65
2014-09-04,410.9
2014-09-05,425.95
2014-09-08,441.4
2014-09-09,444.8
2014-09-10,452.45
2014-09-11,486.1
2014-09-12,492.35
2014-09-15,486.2
2014-09-16,465.4
2014-09-17,477.4
2014-09-18,487.15
2014-09-19,481.25
2014-09-22,480.25
2014-09-23,469.95
2014-09-24,456.25
2014-09-25,427.6
2014-09-26,420.4
2014-09-29,428.45
2014-09-30,426.6
2014-10-01,425.95
2014-10-07,427.55
2014-10-08,423.55
2014-10-09,421.05
2014-10-10,421.45
2014-10-13,447.4
2014-10-14,461.15
2014-10-16,454.5
2014-10-17,453.9
2014-10-20,461.0
2014-10-21,472.25
2014-10-22,468.85
2014-10-23,478.3
2014-10-27,471.85
2014-10-28,469.1
2014-10-29,469.5
2014-10-30,464.05
2014-10-31,459.15
2014-11-03,467.0
2014-11-05,473.85
2014-11-07,568.6
2014-11-10,578.05
2014-11-11,596.35
2014-11-12,611.75
2014-11-13,596.3
2014-11-14,603.7
2014-11-17,590.2
2014-11-18,599.35
2014-11-19,602.25
2014-11-20,595.75
2014-11-21,595.75
2014-11-24,592.9
2014-11-25,566.7
2014-11-26,567.2
2014-11-27,584.65
2014-11-28,588.45
2014-12-01,587.1
2014-12-02,574.65
2014-12-03,579.95
2014-12-04,582.8
2014-12-05,584.0
2014-12-08,592.75
2014-12-09,591.45
2014-12-10,579.4
2014-12-11,609.2
2014-12-12,636.9
2014-12-15,626.15
2014-12-16,625.55
2014-12-17,615.5
2014-12-18,622.4
2014-12-19,615.55
2014-12-22,643.05
2014-12-23,650.6
2014-12-24,651.2
2014-12-26,634.55
2014-12-29,665.3
2014-12-30,688.9
2014-12-31,693.8
