Date,NIITTECH
2014-01-01,368.25
2014-01-02,366.75
2014-01-03,378.45
2014-01-06,380.7
2014-01-07,387.05
2014-01-08,384.5
2014-01-09,365.5
2014-01-10,376.25
2014-01-13,372.1
2014-01-14,389.4
2014-01-15,376.2
2014-01-16,390.65
2014-01-17,389.5
2014-01-20,412.7
2014-01-21,406.35
2014-01-22,406.65
2014-01-23,402.8
2014-01-24,397.35
2014-01-27,389.55
2014-01-28,388.85
2014-01-29,390.05
2014-01-30,385.45
2014-01-31,402.35
2014-02-03,399.45
2014-02-04,393.2
2014-02-05,392.9
2014-02-06,387.1
2014-02-07,405.4
2014-02-10,410.7
2014-02-11,418.85
2014-02-12,422.7
2014-02-13,412.6
2014-02-14,407.3
2014-02-17,405.6
2014-02-18,424.45
2014-02-19,437.25
2014-02-20,448.75
2014-02-21,473.5
2014-02-24,453.8
2014-02-25,452.6
2014-02-26,445.25
2014-02-28,445.65
2014-03-03,429.3
2014-03-04,435.55
2014-03-05,445.8
2014-03-06,444.9
2014-03-07,413.6
2014-03-10,406.45
2014-03-11,407.8
2014-03-12,408.15
2014-03-13,400.6
2014-03-14,401.9
2014-03-18,403.05
2014-03-19,396.65
2014-03-20,395.25
2014-03-21,400.8
2014-03-22,400.25
2014-03-24,397.8
2014-03-25,399.1
2014-03-26,401.95
2014-03-27,404.8
2014-03-28,395.0
2014-03-31,402.55
2014-04-01,410.15
2014-04-02,417.95
2014-04-03,418.65
2014-04-04,411.1
2014-04-07,395.45
2014-04-09,410.05
2014-04-10,406.65
2014-04-11,397.4
2014-04-15,396.5
2014-04-16,402.3
2014-04-17,409.45
2014-04-21,400.0
2014-04-22,405.95
2014-04-23,398.45
2014-04-25,400.8
2014-04-28,397.6
2014-04-29,398.5
2014-04-30,405.8
2014-05-02,414.45
2014-05-05,418.2
2014-05-06,404.05
2014-05-07,405.05
2014-05-08,409.75
2014-05-09,415.45
2014-05-12,401.45
2014-05-13,401.45
2014-05-14,391.75
2014-05-15,378.5
2014-05-16,359.35
2014-05-19,329.5
2014-05-20,344.1
2014-05-21,353.5
2014-05-22,359.85
2014-05-23,366.7
2014-05-26,368.6
2014-05-27,371.7
2014-05-28,370.7
2014-05-29,377.95
2014-05-30,391.4
2014-06-02,380.15
2014-06-03,390.65
2014-06-04,397.1
2014-06-05,390.15
2014-06-06,395.8
2014-06-09,409.05
2014-06-10,427.9
2014-06-11,428.4
2014-06-12,439.65
2014-06-13,427.5
2014-06-16,427.75
2014-06-17,447.4
2014-06-18,455.3
2014-06-19,445.9
2014-06-20,426.2
2014-06-23,427.3
2014-06-24,432.65
2014-06-25,426.85
2014-06-26,421.6
2014-06-27,434.0
2014-06-30,443.15
2014-07-01,450.55
2014-07-02,464.2
2014-07-03,450.1
2014-07-04,457.05
2014-07-07,466.3
2014-07-08,451.4
2014-07-09,469.45
2014-07-10,465.65
2014-07-11,475.4
2014-07-14,462.75
2014-07-15,407.95
2014-07-16,377.25
2014-07-17,389.5
2014-07-18,385.05
2014-07-21,377.45
2014-07-22,377.4
2014-07-23,379.5
2014-07-24,379.5
2014-07-25,370.55
2014-07-28,362.95
2014-07-30,368.9
2014-07-31,376.75
2014-08-01,373.65
2014-08-04,374.05
2014-08-05,379.4
2014-08-06,380.1
2014-08-07,377.0
2014-08-08,382.65
2014-08-11,384.65
2014-08-12,383.5
2014-08-13,371.15
2014-08-14,366.05
2014-08-18,369.75
2014-08-19,369.6
2014-08-20,367.95
2014-08-21,371.55
2014-08-22,368.85
2014-08-25,368.4
2014-08-26,372.1
2014-08-27,361.9
2014-08-28,359.6
2014-09-01,359.3
2014-09-02,368.35
2014-09-03,366.65
2014-09-04,361.75
2014-09-05,361.3
2014-09-08,361.7
2014-09-09,371.25
2014-09-10,375.0
2014-09-11,387.3
2014-09-12,388.65
2014-09-15,381.75
2014-09-16,380.15
2014-09-17,379.5
2014-09-18,402.8
2014-09-19,429.0
2014-09-22,433.75
2014-09-23,419.15
2014-09-24,396.65
2014-09-25,386.0
2014-09-26,381.85
2014-09-29,398.8
2014-09-30,400.25
2014-10-01,411.45
2014-10-07,397.0
2014-10-08,400.2
2014-10-09,403.75
2014-10-10,392.15
2014-10-13,402.7
2014-10-14,393.7
2014-10-16,376.95
2014-10-17,377.85
2014-10-20,371.95
2014-10-21,363.95
2014-10-22,364.35
2014-10-23,370.9
2014-10-27,367.2
2014-10-28,369.2
2014-10-29,381.45
2014-10-30,378.1
2014-10-31,386.45
2014-11-03,388.3
2014-11-05,388.55
2014-11-07,387.15
2014-11-10,384.85
2014-11-11,384.65
2014-11-12,391.2
2014-11-13,401.6
2014-11-14,400.5
2014-11-17,395.9
2014-11-18,392.7
2014-11-19,388.1
2014-11-20,393.4
2014-11-21,379.2
2014-11-24,381.9
2014-11-25,378.15
2014-11-26,377.6
2014-11-27,377.3
2014-11-28,380.55
2014-12-01,370.45
2014-12-02,370.95
2014-12-03,373.8
2014-12-04,374.45
2014-12-05,367.3
2014-12-08,367.95
2014-12-09,371.8
2014-12-10,369.6
2014-12-11,368.3
2014-12-12,367.4
2014-12-15,352.6
2014-12-16,347.7
2014-12-17,342.8
2014-12-18,349.3
2014-12-19,346.75
2014-12-22,345.0
2014-12-23,345.0
2014-12-24,339.85
2014-12-26,342.6
2014-12-29,349.7
2014-12-30,353.55
2014-12-31,370.65
