Date,TATAMOTORS
2014-01-01,374.95
2014-01-02,372.35
2014-01-03,362.7
2014-01-06,366.95
2014-01-07,365.1
2014-01-08,370.25
2014-01-09,367.95
2014-01-10,367.0
2014-01-13,376.15
2014-01-14,371.8
2014-01-15,377.3
2014-01-16,369.75
2014-01-17,369.7
2014-01-20,374.9
2014-01-21,384.8
2014-01-22,386.1
2014-01-23,383.6
2014-01-24,370.4
2014-01-27,348.25
2014-01-28,356.25
2014-01-29,351.75
2014-01-30,361.75
2014-01-31,349.55
2014-02-03,336.4
2014-02-04,345.85
2014-02-05,355.1
2014-02-06,357.65
2014-02-07,360.2
2014-02-10,364.05
2014-02-11,374.5
2014-02-12,376.65
2014-02-13,375.95
2014-02-14,388.8
2014-02-17,386.6
2014-02-18,391.4
2014-02-19,391.5
2014-02-20,391.85
2014-02-21,396.2
2014-02-24,396.55
2014-02-25,398.5
2014-02-26,401.2
2014-02-28,416.95
2014-03-03,410.7
2014-03-04,412.9
2014-03-05,409.6
2014-03-06,408.45
2014-03-07,409.1
2014-03-10,396.0
2014-03-11,397.95
2014-03-12,388.85
2014-03-13,388.0
2014-03-14,393.25
2014-03-18,381.25
2014-03-19,384.35
2014-03-20,379.7
2014-03-21,389.15
2014-03-22,389.0
2014-03-24,391.5
2014-03-25,390.85
2014-03-26,401.65
2014-03-27,396.7
2014-03-28,397.3
2014-03-31,398.65
2014-04-01,403.15
2014-04-02,414.1
2014-04-03,411.35
2014-04-04,405.5
2014-04-07,404.0
2014-04-09,420.9
2014-04-10,430.8
2014-04-11,423.6
2014-04-15,411.95
2014-04-16,411.15
2014-04-17,429.1
2014-04-21,432.1
2014-04-22,428.8
2014-04-23,425.05
2014-04-25,423.25
2014-04-28,416.45
2014-04-29,408.95
2014-04-30,414.75
2014-05-02,414.75
2014-05-05,414.45
2014-05-06,419.15
2014-05-07,416.7
2014-05-08,423.05
2014-05-09,427.5
2014-05-12,445.2
2014-05-13,440.95
2014-05-14,442.35
2014-05-15,439.65
2014-05-16,449.85
2014-05-19,444.4
2014-05-20,439.85
2014-05-21,436.95
2014-05-22,430.8
2014-05-23,431.3
2014-05-26,444.05
2014-05-27,436.6
2014-05-28,428.75
2014-05-29,424.3
2014-05-30,415.05
2014-06-02,420.75
2014-06-03,420.9
2014-06-04,422.05
2014-06-05,435.0
2014-06-06,439.1
2014-06-09,448.6
2014-06-10,453.4
2014-06-11,445.75
2014-06-12,449.55
2014-06-13,438.25
2014-06-16,430.85
2014-06-17,440.9
2014-06-18,433.15
2014-06-19,438.6
2014-06-20,438.05
2014-06-23,435.6
2014-06-24,442.15
2014-06-25,443.25
2014-06-26,438.0
2014-06-27,432.35
2014-06-30,431.3
2014-07-01,450.8
2014-07-02,455.8
2014-07-03,469.75
2014-07-04,469.45
2014-07-07,478.85
2014-07-08,470.0
2014-07-09,457.25
2014-07-10,453.15
2014-07-11,445.95
2014-07-14,456.0
2014-07-15,462.9
2014-07-16,470.3
2014-07-17,475.3
2014-07-18,475.3
2014-07-21,474.95
2014-07-22,486.7
2014-07-23,484.85
2014-07-24,485.25
2014-07-25,461.1
2014-07-28,453.85
2014-07-30,451.35
2014-07-31,446.75
2014-08-01,440.0
2014-08-04,446.6
2014-08-05,456.8
2014-08-06,447.55
2014-08-07,442.0
2014-08-08,432.9
2014-08-11,446.55
2014-08-12,474.0
2014-08-13,473.5
2014-08-14,484.6
2014-08-18,503.8
2014-08-19,518.85
2014-08-20,512.25
2014-08-21,512.75
2014-08-22,511.55
2014-08-25,508.4
2014-08-26,512.65
2014-08-27,521.7
2014-08-28,525.05
2014-09-01,520.0
2014-09-02,516.25
2014-09-03,522.6
2014-09-04,513.0
2014-09-05,506.0
2014-09-08,510.1
2014-09-09,517.15
2014-09-10,516.55
2014-09-11,514.35
2014-09-12,517.2
2014-09-15,512.4
2014-09-16,499.75
2014-09-17,506.95
2014-09-18,525.4
2014-09-19,518.9
2014-09-22,540.05
2014-09-23,517.8
2014-09-24,513.4
2014-09-25,504.35
2014-09-26,511.1
2014-09-29,510.75
2014-09-30,502.15
2014-10-01,502.75
2014-10-07,504.95
2014-10-08,509.0
2014-10-09,520.6
2014-10-10,492.7
2014-10-13,496.25
2014-10-14,488.0
2014-10-16,483.8
2014-10-17,475.8
2014-10-20,494.65
2014-10-21,501.45
2014-10-22,519.15
2014-10-23,515.65
2014-10-27,503.7
2014-10-28,508.65
2014-10-29,526.2
2014-10-30,526.95
2014-10-31,535.85
2014-11-03,531.4
2014-11-05,536.0
2014-11-07,533.35
2014-11-10,522.3
2014-11-11,521.7
2014-11-12,531.85
2014-11-13,526.75
2014-11-14,523.9
2014-11-17,545.25
2014-11-18,541.6
2014-11-19,529.5
2014-11-20,524.75
2014-11-21,531.0
2014-11-24,526.4
2014-11-25,521.85
2014-11-26,519.95
2014-11-27,519.95
2014-11-28,533.5
2014-12-01,536.0
2014-12-02,528.95
2014-12-03,529.0
2014-12-04,527.75
2014-12-05,525.35
2014-12-08,515.7
2014-12-09,503.25
2014-12-10,511.0
2014-12-11,503.9
2014-12-12,499.95
2014-12-15,493.95
2014-12-16,481.65
2014-12-17,475.8
2014-12-18,484.9
2014-12-19,485.9
2014-12-22,494.7
2014-12-23,488.15
2014-12-24,483.95
2014-12-26,485.15
2014-12-29,495.05
2014-12-30,493.75
2014-12-31,495.55
