Date,ABBOTINDIA
2014-12-15,3459.45
2014-12-16,3423.2
2014-12-17,3360.0
2014-12-18,3396.75
2014-12-19,3389.8
2014-12-22,3457.85
2014-12-23,3487.7
2014-12-24,3473.2
2014-12-26,3579.0
2014-12-29,3708.35
2014-12-30,3796.45
2014-12-31,3804.4
