Date,DBCORP
2014-01-01,291.45
2014-01-02,290.25
2014-01-03,285.9
2014-01-06,290.55
2014-01-07,292.2
2014-01-08,309.9
2014-01-09,304.95
2014-01-10,296.3
2014-01-13,305.0
2014-01-14,296.3
2014-01-15,305.85
2014-01-16,307.15
2014-01-17,298.65
2014-01-20,309.1
2014-01-21,313.7
2014-01-22,312.75
2014-01-23,318.95
2014-01-24,319.15
2014-01-27,316.3
2014-01-28,310.95
2014-01-29,310.1
2014-01-30,305.95
2014-01-31,314.7
2014-02-03,318.8
2014-02-04,309.5
2014-02-05,310.3
2014-02-06,310.25
2014-02-07,311.75
2014-02-10,309.35
2014-02-11,308.0
2014-02-12,312.4
2014-02-13,303.25
2014-02-14,303.8
2014-02-17,296.85
2014-02-18,298.5
2014-02-19,296.05
2014-02-20,300.15
2014-02-21,302.1
2014-02-24,299.15
2014-02-25,300.0
2014-02-26,296.8
2014-02-28,299.25
2014-03-03,291.45
2014-03-04,289.5
2014-03-05,299.9
2014-03-06,300.0
2014-03-07,300.15
2014-03-10,303.15
2014-03-11,308.75
2014-03-12,309.35
2014-03-13,304.25
2014-03-14,304.85
2014-03-18,301.75
2014-03-19,303.45
2014-03-20,309.55
2014-03-21,310.3
2014-03-22,312.45
2014-03-24,318.6
2014-03-25,312.95
2014-03-26,308.95
2014-03-27,303.1
2014-03-28,307.0
2014-03-31,309.2
2014-04-01,304.7
2014-04-02,302.15
2014-04-03,296.8
2014-04-04,293.8
2014-04-07,291.75
2014-04-09,293.75
2014-04-10,293.55
2014-04-11,290.4
2014-04-15,285.4
2014-04-16,284.6
2014-04-17,284.8
2014-04-21,280.05
2014-04-22,282.4
2014-04-23,281.05
2014-04-25,280.3
2014-04-28,282.45
2014-04-29,287.0
2014-04-30,291.95
2014-05-02,289.7
2014-05-05,282.05
2014-05-06,282.45
2014-05-07,283.05
2014-05-08,282.7
2014-05-09,285.05
2014-05-12,285.55
2014-05-13,281.1
2014-05-14,281.0
2014-05-15,276.55
2014-05-16,276.0
2014-05-19,272.45
2014-05-20,271.75
2014-05-21,269.8
2014-05-22,277.8
2014-05-23,282.6
2014-05-26,289.55
2014-05-27,296.85
2014-05-28,296.75
2014-05-29,296.2
2014-05-30,297.15
2014-06-02,309.25
2014-06-03,308.8
2014-06-04,304.15
2014-06-05,304.7
2014-06-06,302.8
2014-06-09,307.6
2014-06-10,305.3
2014-06-11,310.55
2014-06-12,306.85
2014-06-13,299.7
2014-06-16,303.0
2014-06-17,302.7
2014-06-18,302.55
2014-06-19,304.4
2014-06-20,303.7
2014-06-23,306.1
2014-06-24,310.1
2014-06-25,316.1
2014-06-26,320.95
2014-06-27,328.1
2014-06-30,340.05
2014-07-01,328.1
2014-07-02,330.05
2014-07-03,329.45
2014-07-04,330.2
2014-07-07,328.4
2014-07-08,312.55
2014-07-09,315.05
2014-07-10,317.0
2014-07-11,312.85
2014-07-14,316.1
2014-07-15,316.15
2014-07-16,328.4
2014-07-17,318.5
2014-07-18,323.15
2014-07-21,324.35
2014-07-22,321.95
2014-07-23,324.7
2014-07-24,323.0
2014-07-25,323.1
2014-07-28,322.2
2014-07-30,322.7
2014-07-31,325.5
2014-08-01,323.45
2014-08-04,322.0
2014-08-05,322.95
2014-08-06,325.0
2014-08-07,324.0
2014-08-08,322.05
2014-08-11,325.8
2014-08-12,322.9
2014-08-13,316.75
2014-08-14,312.4
2014-08-18,316.15
2014-08-19,318.65
2014-08-20,323.85
2014-08-21,319.4
2014-08-22,316.15
2014-08-25,312.75
2014-08-26,314.1
2014-08-27,318.7
2014-08-28,325.15
2014-09-01,328.15
2014-09-02,332.25
2014-09-03,330.1
2014-09-04,326.6
2014-09-05,330.6
2014-09-08,338.55
2014-09-09,337.9
2014-09-10,335.45
2014-09-11,336.4
2014-09-12,337.45
2014-09-15,341.65
2014-09-16,339.0
2014-09-17,339.9
2014-09-18,346.05
2014-09-19,362.9
2014-09-22,363.05
2014-09-23,351.6
2014-09-24,350.6
2014-09-25,346.25
2014-09-26,349.8
2014-09-29,351.5
2014-09-30,353.8
2014-10-01,353.6
2014-10-07,340.65
2014-10-08,339.0
2014-10-09,341.55
2014-10-10,337.65
2014-10-13,348.0
2014-10-14,351.0
2014-10-16,364.5
2014-10-17,366.05
2014-10-20,357.55
2014-10-21,358.15
2014-10-22,358.8
2014-10-23,358.85
2014-10-27,354.0
2014-10-28,355.6
2014-10-29,357.25
2014-10-30,353.55
2014-10-31,356.15
2014-11-03,354.7
2014-11-05,352.95
2014-11-07,353.15
2014-11-10,356.95
2014-11-11,353.25
2014-11-12,354.25
2014-11-13,355.75
2014-11-14,355.35
2014-11-17,360.05
2014-11-18,369.65
2014-11-19,371.0
2014-11-20,362.15
2014-11-21,374.55
2014-11-24,371.6
2014-11-25,368.65
2014-11-26,368.75
2014-11-27,370.7
2014-11-28,373.1
2014-12-01,375.5
2014-12-02,382.3
2014-12-03,388.65
2014-12-04,384.8
2014-12-05,386.25
2014-12-08,389.95
2014-12-09,384.7
2014-12-10,388.2
2014-12-11,380.35
2014-12-12,382.55
2014-12-15,384.55
2014-12-16,377.45
2014-12-17,371.75
2014-12-18,382.3
2014-12-19,380.35
2014-12-22,373.9
2014-12-23,380.3
2014-12-24,388.05
2014-12-26,382.15
2014-12-29,379.7
2014-12-30,386.2
2014-12-31,407.35
