Date,IFBIND
2014-01-01,78.85
2014-01-02,76.4
2014-01-03,75.1
2014-01-06,76.25
2014-01-07,75.2
2014-01-08,75.1
2014-01-09,74.65
2014-01-10,74.1
2014-01-13,73.0
2014-01-14,72.05
2014-01-15,73.05
2014-01-16,73.25
2014-01-17,70.65
2014-01-20,71.3
2014-01-21,72.65
2014-01-22,73.1
2014-01-23,72.15
2014-01-24,70.15
2014-01-27,68.1
2014-01-28,69.45
2014-01-29,69.45
2014-01-30,66.85
2014-01-31,67.2
2014-02-03,67.55
2014-02-04,72.05
2014-02-05,79.95
2014-02-06,75.95
2014-02-07,74.85
2014-02-10,73.7
2014-02-11,72.2
2014-02-12,73.1
2014-02-13,73.1
2014-02-14,75.2
2014-02-17,74.8
2014-02-18,74.2
2014-02-19,73.7
2014-02-20,73.3
2014-02-21,72.2
2014-02-24,72.7
2014-02-25,72.7
2014-02-26,74.25
2014-02-28,73.45
2014-03-03,74.25
2014-03-04,73.55
2014-03-05,73.65
2014-03-06,75.5
2014-03-07,76.35
2014-03-10,75.6
2014-03-11,76.25
2014-03-12,76.55
2014-03-13,76.6
2014-03-14,76.5
2014-03-18,77.0
2014-03-19,75.6
2014-03-20,77.25
2014-03-21,82.6
2014-03-22,81.3
2014-03-24,80.45
2014-03-25,81.2
2014-03-26,78.3
2014-03-27,77.8
2014-03-28,78.9
2014-03-31,79.2
2014-04-01,82.3
2014-04-02,83.65
2014-04-03,82.4
2014-04-04,83.65
2014-04-07,81.5
2014-04-09,84.75
2014-04-10,83.05
2014-04-11,86.4
2014-04-15,83.45
2014-04-16,82.7
2014-04-17,83.9
2014-04-21,88.05
2014-04-22,88.55
2014-04-23,86.15
2014-04-25,84.05
2014-04-28,83.4
2014-04-29,87.35
2014-04-30,87.9
2014-05-02,88.7
2014-05-05,87.2
2014-05-06,88.5
2014-05-07,88.5
2014-05-08,87.0
2014-05-09,85.55
2014-05-12,86.75
2014-05-13,87.75
2014-05-14,87.05
2014-05-15,88.1
2014-05-16,87.2
2014-05-19,104.6
2014-05-20,103.2
2014-05-21,100.35
2014-05-22,109.75
2014-05-23,109.75
2014-05-26,99.4
2014-05-27,103.35
2014-05-28,110.1
2014-05-29,103.55
2014-05-30,110.0
2014-06-02,107.65
2014-06-03,109.75
2014-06-04,112.3
2014-06-05,112.95
2014-06-06,127.65
2014-06-09,124.0
2014-06-10,122.4
2014-06-11,118.65
2014-06-12,116.45
2014-06-13,110.3
2014-06-16,109.65
2014-06-17,109.7
2014-06-18,124.6
2014-06-19,119.3
2014-06-20,115.45
2014-06-23,115.2
2014-06-24,121.3
2014-06-25,116.75
2014-06-26,121.05
2014-06-27,119.6
2014-06-30,122.8
2014-07-01,124.05
2014-07-02,148.85
2014-07-03,151.0
2014-07-04,148.95
2014-07-07,156.3
2014-07-08,142.3
2014-07-09,133.15
2014-07-10,135.85
2014-07-11,129.25
2014-07-14,132.4
2014-07-15,132.15
2014-07-16,135.0
2014-07-17,140.55
2014-07-18,151.8
2014-07-21,154.3
2014-07-22,157.7
2014-07-23,153.7
2014-07-24,164.25
2014-07-25,155.8
2014-07-28,160.55
2014-07-30,163.75
2014-07-31,191.6
2014-08-01,200.75
2014-08-04,211.5
2014-08-05,206.6
2014-08-06,202.8
2014-08-07,201.8
2014-08-08,193.75
2014-08-11,198.8
2014-08-12,206.0
2014-08-13,226.6
2014-08-14,234.2
2014-08-18,242.2
2014-08-19,244.1
2014-08-20,240.8
2014-08-21,240.55
2014-08-22,239.55
2014-08-25,250.25
2014-08-26,275.25
2014-08-27,262.95
2014-08-28,263.45
2014-09-01,273.35
2014-09-02,275.25
2014-09-03,270.75
2014-09-04,277.8
2014-09-05,279.0
2014-09-08,280.3
2014-09-09,277.55
2014-09-10,282.55
2014-09-11,280.6
2014-09-12,280.85
2014-09-15,279.4
2014-09-16,262.3
2014-09-17,265.15
2014-09-18,272.45
2014-09-19,271.85
2014-09-22,299.0
2014-09-23,319.4
2014-09-24,310.55
2014-09-25,295.35
2014-09-26,296.85
2014-09-29,301.8
2014-09-30,330.4
2014-10-01,339.2
2014-10-07,337.8
2014-10-08,348.45
2014-10-09,341.8
2014-10-10,336.25
2014-10-13,341.0
2014-10-14,337.35
2014-10-16,320.45
2014-10-17,319.1
2014-10-20,321.2
2014-10-21,322.6
2014-10-22,339.4
2014-10-23,341.5
2014-10-27,343.1
2014-10-28,344.85
2014-10-29,355.0
2014-10-30,366.65
2014-10-31,412.0
2014-11-03,421.85
2014-11-05,418.7
2014-11-07,424.6
2014-11-10,419.55
2014-11-11,420.2
2014-11-12,422.65
2014-11-13,481.1
2014-11-14,487.95
2014-11-17,512.85
2014-11-18,498.4
2014-11-19,491.0
2014-11-20,479.7
2014-11-21,500.05
2014-11-24,501.25
2014-11-25,488.5
2014-11-26,492.0
2014-11-27,486.45
2014-11-28,479.65
2014-12-01,494.55
2014-12-02,496.85
2014-12-03,514.05
2014-12-04,504.85
2014-12-05,496.65
2014-12-08,505.35
2014-12-09,490.0
2014-12-10,498.1
2014-12-11,490.8
2014-12-12,492.6
2014-12-15,479.1
2014-12-16,473.2
2014-12-17,473.35
2014-12-18,479.75
2014-12-19,484.2
2014-12-22,479.7
2014-12-23,472.35
2014-12-24,468.55
2014-12-26,476.6
2014-12-29,480.95
2014-12-30,485.7
2014-12-31,481.5
