Date,KOTHARIPET
2014-01-01,10.1
2014-01-02,9.8
2014-01-06,9.4
2014-01-07,9.1
2014-01-08,9.55
2014-01-09,10.0
2014-01-10,9.7
2014-01-13,10.15
2014-01-14,9.8
2014-01-15,9.95
2014-01-16,9.5
2014-01-17,9.2
2014-01-20,9.25
2014-01-21,8.85
2014-01-22,8.7
2014-01-23,8.55
2014-01-24,8.95
2014-01-27,8.65
2014-01-28,8.6
2014-01-29,8.65
2014-01-30,8.9
2014-01-31,8.85
2014-02-03,8.5
2014-02-04,8.5
2014-02-05,8.55
2014-02-06,8.5
2014-02-07,8.55
2014-02-10,8.55
2014-02-11,8.8
2014-02-12,8.5
2014-02-13,8.65
2014-02-14,9.05
2014-02-17,8.6
2014-02-18,8.65
2014-02-19,8.9
2014-02-20,8.55
2014-02-21,8.25
2014-02-24,8.4
2014-02-25,8.4
2014-02-26,8.1
2014-02-28,8.05
2014-03-03,7.95
2014-03-04,8.0
2014-03-05,8.0
2014-03-06,8.1
2014-03-07,8.45
2014-03-10,8.1
2014-03-11,8.6
2014-03-12,8.1
2014-03-13,8.0
2014-03-14,8.5
2014-03-18,8.0
2014-03-19,8.0
2014-03-20,8.5
2014-03-21,8.9
2014-03-22,8.15
2014-03-24,8.1
2014-03-25,8.35
2014-03-26,8.25
2014-03-27,8.75
2014-03-28,8.35
2014-03-31,8.5
2014-04-01,8.6
2014-04-02,8.9
2014-04-03,8.75
2014-04-04,8.45
2014-04-07,9.25
2014-04-09,9.9
2014-04-10,9.85
2014-04-11,9.9
2014-04-15,9.3
2014-04-16,10.1
2014-04-17,10.0
2014-04-21,10.95
2014-04-22,11.65
2014-04-23,12.45
2014-04-25,12.1
2014-04-28,12.0
2014-04-29,11.8
2014-04-30,11.25
2014-05-02,10.7
2014-05-05,10.2
2014-05-06,10.05
2014-05-07,10.0
2014-05-08,9.95
2014-05-09,10.05
2014-05-12,9.95
2014-05-13,10.4
2014-05-14,10.4
2014-05-15,10.3
2014-05-16,10.8
2014-05-19,11.3
2014-05-20,11.65
2014-05-21,11.5
2014-05-22,12.05
2014-05-23,12.5
2014-05-26,11.9
2014-05-27,11.35
2014-05-28,11.5
2014-05-29,11.35
2014-05-30,11.85
2014-06-02,11.6
2014-06-03,11.8
2014-06-04,11.85
2014-06-05,12.4
2014-06-06,12.75
2014-06-09,12.8
2014-06-10,13.3
2014-06-11,13.65
2014-06-12,13.95
2014-06-13,14.2
2014-06-16,13.7
2014-06-17,13.35
2014-06-18,13.25
2014-06-19,13.55
2014-06-20,13.2
2014-06-23,13.4
2014-06-24,13.35
2014-06-25,13.3
2014-06-26,13.2
2014-06-27,12.95
2014-06-30,13.3
2014-07-01,13.1
2014-07-02,13.1
2014-07-03,13.1
2014-07-04,12.95
2014-07-07,13.1
2014-07-08,12.8
2014-07-09,12.75
2014-07-10,12.5
2014-07-11,11.7
2014-07-14,12.55
2014-07-15,12.05
2014-07-16,12.3
2014-07-17,12.0
2014-07-18,11.9
2014-07-21,12.25
2014-07-22,12.0
2014-07-23,11.95
2014-07-24,11.3
2014-07-25,11.6
2014-07-28,10.85
2014-07-30,10.9
2014-07-31,10.65
2014-08-01,10.2
2014-08-04,11.1
2014-08-05,11.9
2014-08-06,11.9
2014-08-07,12.0
2014-08-08,11.75
2014-08-11,11.45
2014-08-12,11.85
2014-08-13,12.2
2014-08-14,11.95
2014-08-18,12.2
2014-08-19,12.5
2014-08-20,13.0
2014-08-21,12.5
2014-08-22,13.05
2014-08-25,13.0
2014-08-26,12.8
2014-08-27,12.45
2014-08-28,12.5
2014-09-01,12.75
2014-09-02,15.1
2014-09-03,14.7
2014-09-04,14.15
2014-09-05,13.6
2014-09-08,14.25
2014-09-09,15.35
2014-09-10,14.85
2014-09-11,15.1
2014-09-12,15.0
2014-09-15,15.0
2014-09-16,14.35
2014-09-17,14.0
2014-09-18,15.0
2014-09-19,14.05
2014-09-22,14.9
2014-09-23,13.9
2014-09-24,13.65
2014-09-25,13.25
2014-09-26,12.95
2014-09-29,13.3
2014-09-30,13.3
2014-10-01,12.95
2014-10-07,13.0
2014-10-08,12.95
2014-10-09,13.05
2014-10-10,13.45
2014-10-13,13.1
2014-10-14,13.45
2014-10-16,12.95
2014-10-17,12.65
2014-10-20,11.95
2014-10-21,12.15
2014-10-22,12.0
2014-10-23,12.6
2014-10-27,12.95
2014-10-28,12.25
2014-10-29,12.95
2014-10-30,12.55
2014-10-31,12.7
2014-11-03,12.65
2014-11-05,12.8
2014-11-07,13.25
2014-11-10,12.6
2014-11-11,12.75
2014-11-12,12.8
2014-11-13,12.55
2014-11-14,12.35
2014-11-17,12.75
2014-11-18,12.9
2014-11-19,12.95
2014-11-20,12.9
2014-11-21,13.2
2014-11-24,13.8
2014-11-25,14.05
2014-11-26,13.75
2014-11-27,13.2
2014-11-28,14.0
2014-12-01,14.15
2014-12-02,13.55
2014-12-03,14.0
2014-12-04,13.75
2014-12-05,13.8
2014-12-08,13.95
2014-12-09,13.55
2014-12-10,13.7
2014-12-11,13.9
2014-12-12,13.95
2014-12-15,13.5
2014-12-16,13.5
2014-12-17,13.2
2014-12-18,14.2
2014-12-19,14.35
2014-12-22,14.4
2014-12-23,14.3
2014-12-24,14.5
2014-12-26,14.45
2014-12-29,14.3
2014-12-30,13.65
2014-12-31,14.45
