Date,CGPOWER
2014-01-01,129.5
2014-01-02,126.75
2014-01-03,124.6
2014-01-06,128.7
2014-01-07,129.65
2014-01-08,126.45
2014-01-09,124.4
2014-01-10,120.45
2014-01-13,116.9
2014-01-14,117.7
2014-01-15,117.15
2014-01-16,114.35
2014-01-17,114.3
2014-01-20,116.6
2014-01-21,116.7
2014-01-22,116.55
2014-01-23,116.8
2014-01-24,111.95
2014-01-27,105.05
2014-01-28,103.9
2014-01-29,102.35
2014-01-30,110.25
2014-01-31,115.8
2014-02-03,112.15
2014-02-04,114.0
2014-02-05,117.55
2014-02-06,118.55
2014-02-07,118.6
2014-02-10,118.25
2014-02-11,119.1
2014-02-12,125.5
2014-02-13,123.2
2014-02-14,121.6
2014-02-17,117.85
2014-02-18,122.6
2014-02-19,120.6
2014-02-20,121.65
2014-02-21,122.4
2014-02-24,125.85
2014-02-25,124.75
2014-02-26,125.8
2014-02-28,128.5
2014-03-03,127.5
2014-03-04,132.55
2014-03-05,135.2
2014-03-06,140.1
2014-03-07,145.2
2014-03-10,152.4
2014-03-11,145.55
2014-03-12,145.65
2014-03-13,141.55
2014-03-14,148.15
2014-03-18,154.35
2014-03-19,154.9
2014-03-20,149.9
2014-03-21,153.05
2014-03-22,152.4
2014-03-24,154.45
2014-03-25,157.4
2014-03-26,159.85
2014-03-27,160.15
2014-03-28,162.35
2014-03-31,160.4
2014-04-01,157.35
2014-04-02,159.0
2014-04-03,155.2
2014-04-04,157.05
2014-04-07,151.1
2014-04-09,165.15
2014-04-10,175.05
2014-04-11,175.4
2014-04-15,178.3
2014-04-16,176.6
2014-04-17,188.85
2014-04-21,186.1
2014-04-22,187.55
2014-04-23,184.5
2014-04-25,175.85
2014-04-28,178.4
2014-04-29,173.2
2014-04-30,164.6
2014-05-02,164.85
2014-05-05,166.35
2014-05-06,170.1
2014-05-07,169.35
2014-05-08,168.35
2014-05-09,174.7
2014-05-12,177.55
2014-05-13,176.0
2014-05-14,180.85
2014-05-15,173.85
2014-05-16,171.1
2014-05-19,194.85
2014-05-20,191.15
2014-05-21,186.65
2014-05-22,190.5
2014-05-23,195.1
2014-05-26,193.45
2014-05-27,185.1
2014-05-28,186.6
2014-05-29,178.85
2014-05-30,182.6
2014-06-02,188.2
2014-06-03,197.25
2014-06-04,211.6
2014-06-05,208.7
2014-06-06,210.35
2014-06-09,211.05
2014-06-10,213.2
2014-06-11,209.75
2014-06-12,207.6
2014-06-13,198.2
2014-06-16,201.15
2014-06-17,203.3
2014-06-18,198.25
2014-06-19,194.5
2014-06-20,192.5
2014-06-23,190.2
2014-06-24,198.45
2014-06-25,198.05
2014-06-26,195.9
2014-06-27,195.4
2014-06-30,200.7
2014-07-01,203.3
2014-07-02,206.6
2014-07-03,205.15
2014-07-04,207.65
2014-07-07,209.8
2014-07-08,197.85
2014-07-09,187.1
2014-07-10,191.4
2014-07-11,171.7
2014-07-14,176.95
2014-07-15,184.55
2014-07-16,185.95
2014-07-17,210.75
2014-07-18,210.55
2014-07-21,208.05
2014-07-22,207.1
2014-07-23,206.9
2014-07-24,202.5
2014-07-25,193.15
2014-07-28,191.25
2014-07-30,195.5
2014-07-31,194.45
2014-08-01,191.55
2014-08-04,203.4
2014-08-05,194.6
2014-08-06,196.6
2014-08-07,198.6
2014-08-08,193.45
2014-08-11,198.65
2014-08-12,200.3
2014-08-13,190.85
2014-08-14,197.95
2014-08-18,204.0
2014-08-19,208.4
2014-08-20,204.8
2014-08-21,202.0
2014-08-22,202.55
2014-08-25,197.6
2014-08-26,197.15
2014-08-27,195.25
2014-08-28,194.75
2014-09-01,204.2
2014-09-02,202.65
2014-09-03,210.75
2014-09-04,209.1
2014-09-05,217.95
2014-09-08,226.4
2014-09-09,226.3
2014-09-10,226.1
2014-09-11,224.65
2014-09-12,221.5
2014-09-15,219.7
2014-09-16,207.2
2014-09-17,215.45
2014-09-18,218.8
2014-09-19,211.8
2014-09-22,213.85
2014-09-23,207.3
2014-09-24,206.3
2014-09-25,197.7
2014-09-26,200.25
2014-09-29,199.0
2014-09-30,201.1
2014-10-01,200.05
2014-10-07,194.65
2014-10-08,201.9
2014-10-09,209.6
2014-10-10,202.45
2014-10-13,204.95
2014-10-14,205.45
2014-10-16,188.85
2014-10-17,190.95
2014-10-20,189.15
2014-10-21,187.1
2014-10-22,187.45
2014-10-23,188.5
2014-10-27,178.55
2014-10-28,180.85
2014-10-29,181.2
2014-10-30,184.2
2014-10-31,188.5
2014-11-03,192.6
2014-11-05,191.85
2014-11-07,188.0
2014-11-10,193.25
2014-11-11,195.8
2014-11-12,191.75
2014-11-13,187.2
2014-11-14,190.0
2014-11-17,194.1
2014-11-18,202.75
2014-11-19,196.0
2014-11-20,195.5
2014-11-21,195.95
2014-11-24,203.95
2014-11-25,198.1
2014-11-26,204.5
2014-11-27,191.7
2014-11-28,190.65
2014-12-01,186.7
2014-12-02,188.7
2014-12-03,191.65
2014-12-04,192.3
2014-12-05,191.05
2014-12-08,183.95
2014-12-09,178.0
2014-12-10,182.35
2014-12-11,178.75
2014-12-12,172.35
2014-12-15,170.45
2014-12-16,168.85
2014-12-17,170.75
2014-12-18,178.55
2014-12-19,180.8
2014-12-22,182.85
2014-12-23,178.55
2014-12-24,179.9
2014-12-26,180.9
2014-12-29,183.5
2014-12-30,186.45
2014-12-31,188.05
