Date,CUMMINSIND
2014-01-01,472.8
2014-01-02,459.15
2014-01-03,460.7
2014-01-06,471.2
2014-01-07,474.9
2014-01-08,471.6
2014-01-09,470.35
2014-01-10,459.95
2014-01-13,452.8
2014-01-14,470.0
2014-01-15,464.85
2014-01-16,465.95
2014-01-17,454.85
2014-01-20,454.3
2014-01-21,460.35
2014-01-22,458.9
2014-01-23,456.15
2014-01-24,448.3
2014-01-27,434.5
2014-01-28,436.0
2014-01-29,428.05
2014-01-30,431.5
2014-01-31,436.25
2014-02-03,440.15
2014-02-04,437.25
2014-02-05,444.85
2014-02-06,435.0
2014-02-07,446.55
2014-02-10,447.25
2014-02-11,445.95
2014-02-12,446.5
2014-02-13,436.8
2014-02-14,439.85
2014-02-17,433.45
2014-02-18,460.85
2014-02-19,474.15
2014-02-20,464.3
2014-02-21,465.4
2014-02-24,469.45
2014-02-25,479.05
2014-02-26,494.4
2014-02-28,505.5
2014-03-03,490.05
2014-03-04,493.7
2014-03-05,494.05
2014-03-06,507.15
2014-03-07,514.1
2014-03-10,517.15
2014-03-11,518.35
2014-03-12,515.1
2014-03-13,528.1
2014-03-14,546.3
2014-03-18,564.7
2014-03-19,582.3
2014-03-20,561.0
2014-03-21,548.45
2014-03-22,558.9
2014-03-24,559.3
2014-03-25,553.2
2014-03-26,560.95
2014-03-27,577.7
2014-03-28,593.75
2014-03-31,596.8
2014-04-01,584.7
2014-04-02,579.35
2014-04-03,582.55
2014-04-04,582.3
2014-04-07,569.4
2014-04-09,562.5
2014-04-10,568.3
2014-04-11,570.5
2014-04-15,569.35
2014-04-16,559.15
2014-04-17,556.6
2014-04-21,557.45
2014-04-22,572.85
2014-04-23,575.25
2014-04-25,558.8
2014-04-28,553.0
2014-04-29,550.15
2014-04-30,548.05
2014-05-02,524.45
2014-05-05,536.5
2014-05-06,527.5
2014-05-07,525.15
2014-05-08,531.3
2014-05-09,540.35
2014-05-12,545.45
2014-05-13,550.8
2014-05-14,544.95
2014-05-15,541.2
2014-05-16,565.5
2014-05-19,594.3
2014-05-20,583.85
2014-05-21,578.5
2014-05-22,600.2
2014-05-23,628.6
2014-05-26,648.55
2014-05-27,637.45
2014-05-28,650.7
2014-05-29,650.55
2014-05-30,635.95
2014-06-02,655.1
2014-06-03,652.35
2014-06-04,652.95
2014-06-05,645.05
2014-06-06,657.45
2014-06-09,668.95
2014-06-10,668.9
2014-06-11,648.85
2014-06-12,644.15
2014-06-13,657.85
2014-06-16,645.0
2014-06-17,662.35
2014-06-18,656.35
2014-06-19,647.35
2014-06-20,645.7
2014-06-23,645.1
2014-06-24,648.9
2014-06-25,643.2
2014-06-26,636.75
2014-06-27,639.3
2014-06-30,647.6
2014-07-01,664.9
2014-07-02,665.75
2014-07-03,687.45
2014-07-04,672.9
2014-07-07,665.8
2014-07-08,650.25
2014-07-09,641.2
2014-07-10,647.9
2014-07-11,633.8
2014-07-14,639.4
2014-07-15,648.9
2014-07-16,651.2
2014-07-17,667.15
2014-07-18,665.3
2014-07-21,661.2
2014-07-22,656.4
2014-07-23,647.0
2014-07-24,640.05
2014-07-25,640.7
2014-07-28,634.6
2014-07-30,626.1
2014-07-31,626.65
2014-08-01,605.85
2014-08-04,626.65
2014-08-05,670.75
2014-08-06,677.25
2014-08-07,683.85
2014-08-08,661.15
2014-08-11,669.05
2014-08-12,679.6
2014-08-13,667.35
2014-08-14,668.0
2014-08-18,683.85
2014-08-19,684.7
2014-08-20,686.95
2014-08-21,685.5
2014-08-22,677.65
2014-08-25,690.1
2014-08-26,698.95
2014-08-27,691.4
2014-08-28,690.8
2014-09-01,688.1
2014-09-02,696.85
2014-09-03,694.35
2014-09-04,700.7
2014-09-05,701.35
2014-09-08,704.65
2014-09-09,704.65
2014-09-10,689.9
2014-09-11,691.65
2014-09-12,692.4
2014-09-15,695.85
2014-09-16,687.4
2014-09-17,687.8
2014-09-18,692.95
2014-09-19,685.35
2014-09-22,682.6
2014-09-23,668.45
2014-09-24,679.55
2014-09-25,677.65
2014-09-26,680.1
2014-09-29,672.1
2014-09-30,671.05
2014-10-01,674.05
2014-10-07,655.0
2014-10-08,652.6
2014-10-09,683.55
2014-10-10,674.0
2014-10-13,687.2
2014-10-14,676.05
2014-10-16,683.45
2014-10-17,693.35
2014-10-20,690.7
2014-10-21,689.8
2014-10-22,707.95
2014-10-23,697.95
2014-10-27,711.75
2014-10-28,716.6
2014-10-29,725.45
2014-10-30,720.05
2014-10-31,731.3
2014-11-03,730.35
2014-11-05,738.05
2014-11-07,798.2
2014-11-10,823.0
2014-11-11,816.85
2014-11-12,829.5
2014-11-13,821.3
2014-11-14,849.0
2014-11-17,854.65
2014-11-18,884.25
2014-11-19,918.6
2014-11-20,895.75
2014-11-21,897.5
2014-11-24,871.4
2014-11-25,863.7
2014-11-26,868.6
2014-11-27,855.6
2014-11-28,861.85
2014-12-01,879.5
2014-12-02,867.65
2014-12-03,893.7
2014-12-04,916.15
2014-12-05,896.9
2014-12-08,913.65
2014-12-09,913.5
2014-12-10,897.1
2014-12-11,892.8
2014-12-12,874.45
2014-12-15,880.0
2014-12-16,856.9
2014-12-17,864.9
2014-12-18,881.25
2014-12-19,861.55
2014-12-22,854.95
2014-12-23,851.45
2014-12-24,860.95
2014-12-26,869.35
2014-12-29,871.85
2014-12-30,870.6
2014-12-31,874.2
