Date,TATACOFFEE
2014-01-01,992.45
2014-01-02,982.6
2014-01-03,987.05
2014-01-06,984.8
2014-01-07,1017.75
2014-01-08,1028.85
2014-01-09,1049.9
2014-01-10,1046.75
2014-01-13,1021.95
2014-01-14,1017.65
2014-01-15,1019.85
2014-01-16,993.8
2014-01-17,963.9
2014-01-20,969.95
2014-01-21,973.5
2014-01-22,951.1
2014-01-23,926.75
2014-01-24,911.8
2014-01-27,889.25
2014-01-28,891.6
2014-01-29,897.2
2014-01-30,879.75
2014-01-31,878.1
2014-02-03,877.35
2014-02-04,896.95
2014-02-05,898.0
2014-02-06,909.65
2014-02-07,914.1
2014-02-10,896.0
2014-02-11,907.7
2014-02-12,901.55
2014-02-13,880.65
2014-02-14,881.4
2014-02-17,874.45
2014-02-18,879.4
2014-02-19,904.55
2014-02-20,925.6
2014-02-21,915.6
2014-02-24,914.3
2014-02-25,909.3
2014-02-26,908.4
2014-02-28,909.75
2014-03-03,888.15
2014-03-04,913.35
2014-03-05,909.95
2014-03-06,914.95
2014-03-07,904.85
2014-03-10,905.1
2014-03-11,918.1
2014-03-12,953.75
2014-03-13,939.3
2014-03-14,930.7
2014-03-18,923.5
2014-03-19,933.1
2014-03-20,932.3
2014-03-21,935.55
2014-03-22,934.8
2014-03-24,942.0
2014-03-25,948.05
2014-03-26,927.7
2014-03-27,928.45
2014-03-28,941.85
2014-03-31,954.05
2014-04-01,1029.25
2014-04-02,1016.1
2014-04-03,1018.9
2014-04-04,1003.3
2014-04-07,1007.5
2014-04-09,1049.5
2014-04-10,1032.8
2014-04-11,1032.45
2014-04-15,1024.8
2014-04-16,1012.65
2014-04-17,1028.95
2014-04-21,1026.1
2014-04-22,1019.75
2014-04-23,1038.75
2014-04-25,1050.75
2014-04-28,1041.4
2014-04-29,1025.15
2014-04-30,1007.35
2014-05-02,1017.0
2014-05-05,1021.8
2014-05-06,1023.55
2014-05-07,1010.65
2014-05-08,1001.6
2014-05-09,1017.1
2014-05-12,1004.7
2014-05-13,1016.15
2014-05-14,963.35
2014-05-15,914.25
2014-05-16,905.85
2014-05-19,924.7
2014-05-20,955.05
2014-05-21,949.3
2014-05-22,945.0
2014-05-23,953.4
2014-05-26,928.25
2014-05-27,921.4
2014-05-28,920.95
2014-05-29,919.15
2014-05-30,910.95
2014-06-02,917.9
2014-06-03,928.8
2014-06-04,942.5
2014-06-05,966.35
2014-06-06,1003.55
2014-06-09,1019.1
2014-06-10,1002.8
2014-06-11,990.25
2014-06-12,983.75
2014-06-13,956.25
2014-06-16,967.35
2014-06-17,978.4
2014-06-18,965.7
2014-06-19,970.15
2014-06-20,961.7
2014-06-23,960.05
2014-06-24,973.95
2014-06-25,973.7
2014-06-26,961.35
2014-06-27,974.25
2014-06-30,976.3
2014-07-01,984.6
2014-07-02,992.7
2014-07-03,983.0
2014-07-04,980.9
2014-07-07,978.75
2014-07-08,950.0
2014-07-09,940.4
2014-07-10,941.45
2014-07-11,913.25
2014-07-14,926.2
2014-07-15,935.6
2014-07-16,945.1
2014-07-17,963.6
2014-07-18,965.5
2014-07-21,970.9
2014-07-22,951.75
2014-07-23,936.45
2014-07-24,933.45
2014-07-25,929.6
2014-07-28,924.6
2014-07-30,924.1
2014-07-31,928.1
2014-08-01,921.45
2014-08-04,923.65
2014-08-05,923.7
2014-08-06,925.3
2014-08-07,924.65
2014-08-08,911.3
2014-08-11,909.2
2014-08-12,911.05
2014-08-13,900.45
2014-08-14,895.55
2014-08-18,914.9
2014-08-19,911.8
2014-08-20,912.0
2014-08-21,915.35
2014-08-22,910.95
2014-08-25,909.55
2014-08-26,902.95
2014-08-27,903.3
2014-08-28,898.4
2014-09-01,898.65
2014-09-02,897.75
2014-09-03,896.9
2014-09-04,916.75
2014-09-05,917.4
2014-09-08,953.2
2014-09-09,964.7
2014-09-10,951.9
2014-09-11,959.25
2014-09-12,967.45
2014-09-15,979.85
2014-09-16,933.8
2014-09-17,946.15
2014-09-18,953.25
2014-09-19,970.25
2014-09-22,969.7
2014-09-23,944.65
2014-09-24,953.65
2014-09-25,920.0
2014-09-26,924.2
2014-09-29,920.25
2014-09-30,923.25
2014-10-01,917.05
2014-10-07,928.0
2014-10-08,927.4
2014-10-09,930.3
2014-10-10,921.95
2014-10-13,922.55
2014-10-14,921.3
2014-10-16,909.85
2014-10-17,910.25
2014-10-20,909.8
2014-10-21,942.0
2014-10-22,925.05
2014-10-23,931.55
2014-10-27,920.25
2014-10-28,916.8
2014-10-29,915.95
2014-10-30,917.25
2014-10-31,929.25
2014-11-03,927.4
2014-11-05,921.15
2014-11-07,917.2
2014-11-10,928.8
2014-11-11,920.1
2014-11-12,917.5
2014-11-13,927.5
2014-11-14,926.15
2014-11-17,969.75
2014-11-18,975.65
2014-11-19,959.4
2014-11-20,976.2
2014-11-21,962.9
2014-11-24,969.4
2014-11-25,977.9
2014-11-26,1009.7
2014-11-27,1009.6
2014-11-28,1004.15
2014-12-01,1004.05
2014-12-02,1000.2
2014-12-03,1014.5
2014-12-04,1005.7
2014-12-05,1010.05
2014-12-08,995.3
2014-12-09,981.65
2014-12-10,982.3
2014-12-11,980.9
2014-12-12,980.0
2014-12-15,974.0
2014-12-16,954.05
2014-12-17,932.7
2014-12-18,950.9
2014-12-19,959.35
2014-12-22,959.2
2014-12-23,949.95
2014-12-24,943.4
2014-12-26,939.25
2014-12-29,944.4
2014-12-30,946.5
2014-12-31,955.7
