Date,AJANTPHARM
2014-01-01,947.5
2014-01-02,929.45
2014-01-03,934.8
2014-01-06,936.3
2014-01-07,929.45
2014-01-08,922.65
2014-01-09,914.35
2014-01-10,907.85
2014-01-13,895.7
2014-01-14,897.55
2014-01-15,945.2
2014-01-16,928.7
2014-01-17,929.9
2014-01-20,933.3
2014-01-21,939.7
2014-01-22,941.45
2014-01-23,939.7
2014-01-24,936.55
2014-01-27,904.35
2014-01-28,942.2
2014-01-29,942.55
2014-01-30,930.2
2014-01-31,944.0
2014-02-03,928.0
2014-02-04,955.3
2014-02-05,956.4
2014-02-06,948.4
2014-02-07,949.9
2014-02-10,958.6
2014-02-11,958.9
2014-02-12,967.2
2014-02-13,944.45
2014-02-14,947.4
2014-02-17,946.9
2014-02-18,948.35
2014-02-19,977.45
2014-02-20,980.5
2014-02-21,988.95
2014-02-24,981.85
2014-02-25,987.4
2014-02-26,1020.55
2014-02-28,1040.7
2014-03-03,1069.3
2014-03-04,1068.35
2014-03-05,1053.0
2014-03-06,1051.1
2014-03-07,1016.7
2014-03-10,1009.1
2014-03-11,1003.05
2014-03-12,997.15
2014-03-13,984.95
2014-03-14,993.95
2014-03-18,1006.15
2014-03-19,999.15
2014-03-20,999.85
2014-03-21,1003.0
2014-03-22,996.95
2014-03-24,983.6
2014-03-25,985.1
2014-03-26,1021.9
2014-03-27,995.4
2014-03-28,1000.15
2014-03-31,995.0
2014-04-01,992.9
2014-04-02,989.65
2014-04-03,978.0
2014-04-04,979.6
2014-04-07,990.75
2014-04-09,999.45
2014-04-10,989.0
2014-04-11,988.9
2014-04-15,983.8
2014-04-16,981.75
2014-04-17,987.15
2014-04-21,994.7
2014-04-22,994.75
2014-04-23,1004.8
2014-04-25,988.9
2014-04-28,990.3
2014-04-29,994.35
2014-04-30,992.45
2014-05-02,976.5
2014-05-05,1060.55
2014-05-06,1079.35
2014-05-07,1065.05
2014-05-08,1090.4
2014-05-09,1041.1
2014-05-12,1059.35
2014-05-13,1071.8
2014-05-14,1084.35
2014-05-15,1079.15
2014-05-16,1049.6
2014-05-19,1058.25
2014-05-20,1058.5
2014-05-21,1074.5
2014-05-22,1091.9
2014-05-23,1115.9
2014-05-26,1089.45
2014-05-27,1082.9
2014-05-28,1073.75
2014-05-29,1070.05
2014-05-30,1074.55
2014-06-02,1092.7
2014-06-03,1130.35
2014-06-04,1199.5
2014-06-05,1178.8
2014-06-06,1195.6
2014-06-09,1205.4
2014-06-10,1202.1
2014-06-11,1240.95
2014-06-12,1348.45
2014-06-13,1424.55
2014-06-16,1454.65
2014-06-17,1408.1
2014-06-18,1360.2
2014-06-19,1350.6
2014-06-20,1388.35
2014-06-23,1443.95
2014-06-24,1438.65
2014-06-25,1453.75
2014-06-26,1514.15
2014-06-27,1522.6
2014-06-30,1642.15
2014-07-01,1640.3
2014-07-02,1621.5
2014-07-03,1591.55
2014-07-04,1571.2
2014-07-07,1572.65
2014-07-08,1535.55
2014-07-09,1489.7
2014-07-10,1445.55
2014-07-11,1433.1
2014-07-14,1423.75
2014-07-15,1435.1
2014-07-16,1440.4
2014-07-17,1477.9
2014-07-18,1471.7
2014-07-21,1508.95
2014-07-22,1549.2
2014-07-23,1590.85
2014-07-24,1658.8
2014-07-25,1656.35
2014-07-28,1659.35
2014-07-30,1645.75
2014-07-31,1613.95
2014-08-01,1674.55
2014-08-04,1739.85
2014-08-05,1602.6
2014-08-06,1608.1
2014-08-07,1584.35
2014-08-08,1516.75
2014-08-11,1534.45
2014-08-12,1507.8
2014-08-13,1466.2
2014-08-14,1508.1
2014-08-18,1559.2
2014-08-19,1590.8
2014-08-20,1618.35
2014-08-21,1630.85
2014-08-22,1601.55
2014-08-25,1617.0
2014-08-26,1626.3
2014-08-27,1616.6
2014-08-28,1589.95
2014-09-01,1627.4
2014-09-02,1610.25
2014-09-03,1636.6
2014-09-04,1611.65
2014-09-05,1618.6
2014-09-08,1634.2
2014-09-09,1635.15
2014-09-10,1661.3
2014-09-11,1719.15
2014-09-12,1745.65
2014-09-15,1716.2
2014-09-16,1676.2
2014-09-17,1694.15
2014-09-18,1728.5
2014-09-19,1734.5
2014-09-22,1743.6
2014-09-23,1802.95
2014-09-24,1784.05
2014-09-25,1773.6
2014-09-26,1732.15
2014-09-29,1712.65
2014-09-30,1731.4
2014-10-01,1731.9
2014-10-07,1740.5
2014-10-08,1675.25
2014-10-09,1713.75
2014-10-10,1700.65
2014-10-13,1692.4
2014-10-14,1687.6
2014-10-16,1656.25
2014-10-17,1684.5
2014-10-20,1699.9
2014-10-21,1772.95
2014-10-22,1813.6
2014-10-23,1821.9
2014-10-27,1867.2
2014-10-28,1875.65
2014-10-29,1813.45
2014-10-30,1887.6
2014-10-31,1899.45
2014-11-03,1908.0
2014-11-05,1876.95
2014-11-07,1910.7
2014-11-10,1925.55
2014-11-11,1981.75
2014-11-12,2071.75
2014-11-13,2156.3
2014-11-14,2117.1
2014-11-17,2154.3
2014-11-18,2171.8
2014-11-19,2356.0
2014-11-20,2478.1
2014-11-21,2377.5
2014-11-24,2370.35
2014-11-25,2287.45
2014-11-26,2268.35
2014-11-27,2365.55
2014-11-28,2362.35
2014-12-01,2409.75
2014-12-02,2402.65
2014-12-03,2453.75
2014-12-04,2560.15
2014-12-05,2515.55
2014-12-08,2506.65
2014-12-09,2508.5
2014-12-10,2630.65
2014-12-11,2674.95
2014-12-12,2703.1
2014-12-15,2659.05
2014-12-16,2523.7
2014-12-17,2358.45
2014-12-18,2414.55
2014-12-19,2327.4
2014-12-22,2298.1
2014-12-23,2288.75
2014-12-24,2260.2
2014-12-26,2382.95
2014-12-29,2360.75
2014-12-30,2346.55
2014-12-31,2327.15
