Date,OIL
2014-01-01,483.15
2014-01-02,462.75
2014-01-03,471.35
2014-01-06,476.45
2014-01-07,464.8
2014-01-08,464.05
2014-01-09,466.45
2014-01-10,465.25
2014-01-13,482.25
2014-01-14,483.1
2014-01-15,479.95
2014-01-16,476.05
2014-01-17,472.75
2014-01-20,474.8
2014-01-21,477.55
2014-01-22,479.15
2014-01-23,480.9
2014-01-24,471.15
2014-01-27,456.6
2014-01-28,451.75
2014-01-29,465.4
2014-01-30,460.9
2014-01-31,474.2
2014-02-03,459.9
2014-02-04,447.75
2014-02-05,440.3
2014-02-06,445.8
2014-02-07,449.7
2014-02-10,452.4
2014-02-11,456.4
2014-02-12,460.25
2014-02-13,456.2
2014-02-14,457.05
2014-02-17,448.1
2014-02-18,447.25
2014-02-19,455.4
2014-02-20,443.85
2014-02-21,446.8
2014-02-24,446.3
2014-02-25,447.2
2014-02-26,440.6
2014-02-28,455.55
2014-03-03,451.3
2014-03-04,456.15
2014-03-05,472.0
2014-03-06,476.4
2014-03-07,486.75
2014-03-10,489.45
2014-03-11,475.45
2014-03-12,467.75
2014-03-13,480.2
2014-03-14,480.15
2014-03-18,488.3
2014-03-19,487.0
2014-03-20,480.3
2014-03-21,477.7
2014-03-22,480.55
2014-03-24,482.2
2014-03-25,471.6
2014-03-26,482.25
2014-03-27,476.85
2014-03-28,479.55
2014-03-31,484.05
2014-04-01,492.2
2014-04-02,491.0
2014-04-03,490.45
2014-04-04,483.15
2014-04-07,483.65
2014-04-09,489.4
2014-04-10,484.15
2014-04-11,483.55
2014-04-15,481.85
2014-04-16,475.05
2014-04-17,477.7
2014-04-21,481.95
2014-04-22,493.45
2014-04-23,493.45
2014-04-25,494.75
2014-04-28,493.1
2014-04-29,487.5
2014-04-30,477.25
2014-05-02,482.5
2014-05-05,482.45
2014-05-06,485.1
2014-05-07,487.2
2014-05-08,487.9
2014-05-09,494.15
2014-05-12,510.9
2014-05-13,537.2
2014-05-14,550.85
2014-05-15,548.7
2014-05-16,567.05
2014-05-19,604.15
2014-05-20,599.45
2014-05-21,606.75
2014-05-22,618.9
2014-05-23,615.25
2014-05-26,607.8
2014-05-27,579.0
2014-05-28,568.0
2014-05-29,556.0
2014-05-30,570.05
2014-06-02,574.2
2014-06-03,572.55
2014-06-04,562.1
2014-06-05,573.45
2014-06-06,595.95
2014-06-09,609.05
2014-06-10,594.6
2014-06-11,595.55
2014-06-12,609.8
2014-06-13,588.9
2014-06-16,597.35
2014-06-17,603.3
2014-06-18,595.35
2014-06-19,561.35
2014-06-20,567.9
2014-06-23,586.15
2014-06-24,597.6
2014-06-25,587.9
2014-06-26,571.35
2014-06-27,574.4
2014-06-30,587.65
2014-07-01,591.3
2014-07-02,588.8
2014-07-03,590.6
2014-07-04,583.35
2014-07-07,581.4
2014-07-08,571.2
2014-07-09,573.65
2014-07-10,582.15
2014-07-11,571.75
2014-07-14,572.2
2014-07-15,580.95
2014-07-16,579.55
2014-07-17,578.9
2014-07-18,573.95
2014-07-21,576.65
2014-07-22,581.3
2014-07-23,579.9
2014-07-24,580.05
2014-07-25,582.5
2014-07-28,575.4
2014-07-30,566.65
2014-07-31,565.0
2014-08-01,565.15
2014-08-04,569.45
2014-08-05,572.4
2014-08-06,578.4
2014-08-07,578.0
2014-08-08,565.3
2014-08-11,567.0
2014-08-12,570.05
2014-08-13,571.95
2014-08-14,579.7
2014-08-18,595.35
2014-08-19,604.45
2014-08-20,602.6
2014-08-21,607.1
2014-08-22,598.1
2014-08-25,594.85
2014-08-26,589.75
2014-08-27,606.0
2014-08-28,615.4
2014-09-01,620.3
2014-09-02,620.95
2014-09-03,623.2
2014-09-04,630.95
2014-09-05,644.4
2014-09-08,661.2
2014-09-09,659.7
2014-09-10,639.3
2014-09-11,638.15
2014-09-12,637.45
2014-09-15,646.7
2014-09-16,630.15
2014-09-17,631.85
2014-09-18,627.95
2014-09-19,610.35
2014-09-22,616.15
2014-09-23,604.15
2014-09-24,609.55
2014-09-25,607.15
2014-09-26,610.0
2014-09-29,604.1
2014-09-30,608.6
2014-10-01,592.15
2014-10-07,592.9
2014-10-08,595.4
2014-10-09,612.95
2014-10-10,600.15
2014-10-13,594.8
2014-10-14,583.35
2014-10-16,567.9
2014-10-17,575.0
2014-10-20,583.95
2014-10-21,587.2
2014-10-22,585.75
2014-10-23,594.15
2014-10-27,598.5
2014-10-28,599.2
2014-10-29,610.4
2014-10-30,616.05
2014-10-31,635.75
2014-11-03,633.2
2014-11-05,621.7
2014-11-07,603.6
2014-11-10,607.9
2014-11-11,610.3
2014-11-12,597.5
2014-11-13,582.75
2014-11-14,592.6
2014-11-17,593.05
2014-11-18,588.3
2014-11-19,580.55
2014-11-20,579.65
2014-11-21,589.85
2014-11-24,596.65
2014-11-25,600.15
2014-11-26,616.8
2014-11-27,608.7
2014-11-28,592.1
2014-12-01,570.95
2014-12-02,578.15
2014-12-03,585.35
2014-12-04,589.0
2014-12-05,576.75
2014-12-08,577.7
2014-12-09,573.05
2014-12-10,571.95
2014-12-11,565.95
2014-12-12,547.05
2014-12-15,535.1
2014-12-16,540.2
2014-12-17,545.45
2014-12-18,561.8
2014-12-19,564.45
2014-12-22,566.2
2014-12-23,569.7
2014-12-24,570.65
2014-12-26,569.9
2014-12-29,567.2
2014-12-30,567.25
2014-12-31,576.4
