Date,ASHIANA
2014-01-01,70.0
2014-01-02,71.1
2014-01-03,71.7
2014-01-06,72.25
2014-01-07,74.45
2014-01-08,77.2
2014-01-09,80.25
2014-01-10,79.25
2014-01-13,79.15
2014-01-14,78.95
2014-01-15,79.0
2014-01-16,79.2
2014-01-17,79.0
2014-01-20,79.75
2014-01-21,79.55
2014-01-22,80.0
2014-01-23,76.6
2014-01-24,78.3
2014-01-27,77.0
2014-01-28,77.3
2014-01-29,76.6
2014-01-30,77.4
2014-01-31,79.25
2014-02-03,77.45
2014-02-04,77.1
2014-02-05,77.5
2014-02-06,78.75
2014-02-07,78.05
2014-02-10,79.55
2014-02-11,78.15
2014-02-12,78.05
2014-02-13,79.0
2014-02-14,78.0
2014-02-17,79.3
2014-02-18,79.0
2014-02-19,77.75
2014-02-20,79.9
2014-02-21,80.0
2014-02-24,80.0
2014-02-25,78.7
2014-02-26,78.5
2014-02-28,78.25
2014-03-03,78.05
2014-03-04,79.6
2014-03-05,79.8
2014-03-06,79.5
2014-03-07,80.2
2014-03-10,78.85
2014-03-11,78.95
2014-03-12,79.7
2014-03-13,78.3
2014-03-14,78.85
2014-03-18,78.25
2014-03-19,80.15
2014-03-20,78.4
2014-03-21,80.95
2014-03-22,80.85
2014-03-24,80.15
2014-03-25,81.9
2014-03-26,83.6
2014-03-27,85.2
2014-03-28,86.0
2014-03-31,88.8
2014-04-01,93.65
2014-04-02,95.7
2014-04-03,94.2
2014-04-04,94.35
2014-04-07,98.65
2014-04-09,102.65
2014-04-10,102.9
2014-04-11,101.75
2014-04-15,98.2
2014-04-16,94.0
2014-04-17,98.45
2014-04-21,97.2
2014-04-22,97.9
2014-04-23,97.65
2014-04-25,98.35
2014-04-28,97.9
2014-04-29,97.8
2014-04-30,97.6
2014-05-02,97.65
2014-05-05,97.95
2014-05-06,100.45
2014-05-07,97.9
2014-05-08,100.0
2014-05-09,100.0
2014-05-12,101.0
2014-05-13,103.1
2014-05-14,103.1
2014-05-15,104.4
2014-05-16,107.1
2014-05-19,111.1
2014-05-20,112.5
2014-05-21,114.1
2014-05-22,113.25
2014-05-23,116.8
2014-05-26,118.25
2014-05-27,118.8
2014-05-28,115.55
2014-05-29,113.95
2014-05-30,119.9
2014-06-02,124.7
2014-06-03,121.15
2014-06-04,126.2
2014-06-05,130.4
2014-06-06,130.3
2014-06-09,130.7
2014-06-10,127.75
2014-06-11,125.85
2014-06-12,125.95
2014-06-13,126.75
2014-06-16,125.6
2014-06-17,123.15
2014-06-18,123.15
2014-06-19,120.5
2014-06-20,120.35
2014-06-23,114.7
2014-06-24,114.4
2014-06-25,117.15
2014-06-26,115.25
2014-06-27,117.65
2014-06-30,117.85
2014-07-01,117.85
2014-07-02,117.1
2014-07-03,116.5
2014-07-04,116.25
2014-07-07,125.35
2014-07-08,120.2
2014-07-09,119.25
2014-07-10,123.35
2014-07-11,119.4
2014-07-14,120.05
2014-07-15,122.35
2014-07-16,124.95
2014-07-17,129.8
2014-07-18,130.4
2014-07-21,132.15
2014-07-22,131.6
2014-07-23,133.2
2014-07-24,159.3
2014-07-25,170.55
2014-07-28,156.65
2014-07-30,151.85
2014-07-31,149.0
2014-08-01,164.5
2014-08-04,163.1
2014-08-05,165.2
2014-08-06,164.95
2014-08-07,165.4
2014-08-08,162.3
2014-08-11,163.8
2014-08-12,163.55
2014-08-13,155.2
2014-08-14,156.95
2014-08-18,153.8
2014-08-19,153.9
2014-08-20,152.65
2014-08-21,152.0
2014-08-22,151.4
2014-08-25,149.25
2014-08-26,148.2
2014-08-27,148.9
2014-08-28,149.35
2014-09-01,149.25
2014-09-02,149.35
2014-09-03,151.0
2014-09-04,150.55
2014-09-05,152.65
2014-09-08,150.4
2014-09-09,151.5
2014-09-10,149.1
2014-09-11,153.5
2014-09-12,151.5
2014-09-15,151.8
2014-09-16,148.55
2014-09-17,152.4
2014-09-18,158.35
2014-09-19,159.05
2014-09-22,176.8
2014-09-23,179.95
2014-09-24,173.75
2014-09-25,166.1
2014-09-26,149.65
2014-09-29,158.2
2014-09-30,163.0
2014-10-01,163.9
2014-10-07,159.85
2014-10-08,159.5
2014-10-09,162.7
2014-10-10,163.3
2014-10-13,158.85
2014-10-14,155.85
2014-10-16,152.85
2014-10-17,155.65
2014-10-20,161.75
2014-10-21,165.5
2014-10-22,172.7
2014-10-23,177.0
2014-10-27,170.5
2014-10-28,169.75
2014-10-29,169.15
2014-10-30,170.85
2014-10-31,168.25
2014-11-03,171.05
2014-11-05,170.4
2014-11-07,178.4
2014-11-10,179.95
2014-11-11,182.2
2014-11-12,180.15
2014-11-13,175.25
2014-11-14,174.8
2014-11-17,173.95
2014-11-18,176.45
2014-11-19,173.75
2014-11-20,177.3
2014-11-21,173.1
2014-11-24,183.35
2014-11-25,178.1
2014-11-26,183.8
2014-11-27,187.6
2014-11-28,193.85
2014-12-01,198.0
2014-12-02,200.75
2014-12-03,210.85
2014-12-04,208.9
2014-12-05,202.7
2014-12-08,200.7
2014-12-09,203.0
2014-12-10,204.75
2014-12-11,202.0
2014-12-12,198.2
2014-12-15,198.8
2014-12-16,192.05
2014-12-17,184.45
2014-12-18,195.0
2014-12-19,188.25
2014-12-22,193.9
2014-12-23,192.25
2014-12-24,190.95
2014-12-26,184.95
2014-12-29,190.3
2014-12-30,191.9
2014-12-31,198.8
