Date,SELAN
2014-01-01,307.05
2014-01-02,303.55
2014-01-03,298.55
2014-01-06,311.5
2014-01-07,309.6
2014-01-08,308.2
2014-01-09,307.2
2014-01-10,303.65
2014-01-13,312.2
2014-01-14,323.75
2014-01-15,327.25
2014-01-16,325.35
2014-01-17,340.9
2014-01-20,342.85
2014-01-21,340.15
2014-01-22,353.55
2014-01-23,361.35
2014-01-24,361.05
2014-01-27,356.55
2014-01-28,355.85
2014-01-29,356.25
2014-01-30,347.3
2014-01-31,386.05
2014-02-03,394.05
2014-02-04,402.95
2014-02-05,452.9
2014-02-06,455.55
2014-02-07,435.4
2014-02-10,425.4
2014-02-11,444.55
2014-02-12,459.45
2014-02-13,437.9
2014-02-14,445.05
2014-02-17,450.4
2014-02-18,469.75
2014-02-19,479.65
2014-02-20,477.45
2014-02-21,470.9
2014-02-24,464.5
2014-02-25,453.85
2014-02-26,478.55
2014-02-28,473.2
2014-03-03,452.65
2014-03-04,457.05
2014-03-05,457.15
2014-03-06,456.7
2014-03-07,455.85
2014-03-10,442.2
2014-03-11,443.2
2014-03-12,436.6
2014-03-13,423.7
2014-03-14,451.35
2014-03-18,455.3
2014-03-19,451.2
2014-03-20,452.15
2014-03-21,454.4
2014-03-22,458.3
2014-03-24,457.7
2014-03-25,451.1
2014-03-26,466.1
2014-03-27,517.7
2014-03-28,528.5
2014-03-31,523.3
2014-04-01,507.35
2014-04-02,557.85
2014-04-03,543.75
2014-04-04,543.55
2014-04-07,546.15
2014-04-09,548.45
2014-04-10,548.1
2014-04-11,535.15
2014-04-15,518.0
2014-04-16,497.2
2014-04-17,510.2
2014-04-21,526.6
2014-04-22,517.1
2014-04-23,512.15
2014-04-25,511.35
2014-04-28,514.6
2014-04-29,504.9
2014-04-30,491.55
2014-05-02,497.6
2014-05-05,561.45
2014-05-06,571.2
2014-05-07,607.95
2014-05-08,573.75
2014-05-09,558.35
2014-05-12,566.3
2014-05-13,590.3
2014-05-14,602.35
2014-05-15,573.1
2014-05-16,578.45
2014-05-19,586.5
2014-05-20,634.7
2014-05-21,639.05
2014-05-22,641.7
2014-05-23,662.2
2014-05-26,620.7
2014-05-27,630.75
2014-05-28,630.4
2014-05-29,621.9
2014-05-30,610.9
2014-06-02,645.85
2014-06-03,628.85
2014-06-04,627.45
2014-06-05,631.7
2014-06-06,648.6
2014-06-09,642.35
2014-06-10,634.8
2014-06-11,648.7
2014-06-12,638.95
2014-06-13,620.7
2014-06-16,617.0
2014-06-17,611.4
2014-06-18,612.15
2014-06-19,590.25
2014-06-20,587.65
2014-06-23,581.8
2014-06-24,598.45
2014-06-25,593.55
2014-06-26,594.05
2014-06-27,594.5
2014-06-30,598.3
2014-07-01,601.9
2014-07-02,610.65
2014-07-03,608.9
2014-07-04,607.1
2014-07-07,609.65
2014-07-08,586.35
2014-07-09,621.0
2014-07-10,632.8
2014-07-11,623.05
2014-07-14,624.3
2014-07-15,630.75
2014-07-16,644.1
2014-07-17,644.0
2014-07-18,647.05
2014-07-21,650.4
2014-07-22,645.1
2014-07-23,620.15
2014-07-24,618.85
2014-07-25,595.4
2014-07-28,593.75
2014-07-30,584.55
2014-07-31,596.0
2014-08-01,584.9
2014-08-04,585.15
2014-08-05,588.9
2014-08-06,599.25
2014-08-07,578.4
2014-08-08,561.85
2014-08-11,566.35
2014-08-12,562.3
2014-08-13,536.25
2014-08-14,533.75
2014-08-18,543.85
2014-08-19,544.35
2014-08-20,537.7
2014-08-21,540.6
2014-08-22,531.15
2014-08-25,548.6
2014-08-26,546.8
2014-08-27,553.4
2014-08-28,551.7
2014-09-01,557.6
2014-09-02,572.4
2014-09-03,568.9
2014-09-04,559.75
2014-09-05,555.2
2014-09-08,561.05
2014-09-09,552.8
2014-09-10,543.4
2014-09-11,609.95
2014-09-12,595.15
2014-09-15,578.65
2014-09-16,553.05
2014-09-17,555.3
2014-09-18,557.9
2014-09-19,549.4
2014-09-22,560.05
2014-09-23,547.7
2014-09-24,537.1
2014-09-25,515.05
2014-09-26,506.4
2014-09-29,527.05
2014-09-30,517.4
2014-10-01,508.4
2014-10-07,493.5
2014-10-08,482.3
2014-10-09,493.0
2014-10-10,486.05
2014-10-13,480.65
2014-10-14,480.15
2014-10-16,452.4
2014-10-17,458.35
2014-10-20,469.5
2014-10-21,461.9
2014-10-22,462.15
2014-10-23,475.25
2014-10-27,473.1
2014-10-28,470.1
2014-10-29,486.9
2014-10-30,487.9
2014-10-31,483.9
2014-11-03,479.5
2014-11-05,470.95
2014-11-07,465.3
2014-11-10,454.4
2014-11-11,454.05
2014-11-12,448.05
2014-11-13,436.25
2014-11-14,433.85
2014-11-17,434.2
2014-11-18,428.75
2014-11-19,417.3
2014-11-20,410.3
2014-11-21,418.9
2014-11-24,411.05
2014-11-25,404.9
2014-11-26,395.85
2014-11-27,401.3
2014-11-28,386.1
2014-12-01,371.9
2014-12-02,378.2
2014-12-03,382.2
2014-12-04,379.45
2014-12-05,397.55
2014-12-08,395.5
2014-12-09,378.5
2014-12-10,381.35
2014-12-11,370.95
2014-12-12,355.45
2014-12-15,340.1
2014-12-16,328.45
2014-12-17,327.85
2014-12-18,347.75
2014-12-19,356.3
2014-12-22,359.45
2014-12-23,356.55
2014-12-24,355.1
2014-12-26,344.65
2014-12-29,353.75
2014-12-30,348.25
2014-12-31,354.55
