Date,RPPINFRA
2014-01-01,51.2
2014-01-02,51.85
2014-01-03,51.0
2014-01-06,61.2
2014-01-07,58.4
2014-01-08,60.85
2014-01-09,61.75
2014-01-10,59.2
2014-01-13,59.15
2014-01-14,60.3
2014-01-15,61.6
2014-01-16,61.25
2014-01-17,58.05
2014-01-20,58.35
2014-01-21,58.8
2014-01-22,62.75
2014-01-23,60.75
2014-01-24,60.0
2014-01-27,58.7
2014-01-28,57.0
2014-01-29,58.0
2014-01-30,58.0
2014-01-31,57.4
2014-02-03,54.55
2014-02-04,58.5
2014-02-05,57.05
2014-02-06,57.7
2014-02-07,57.5
2014-02-10,58.5
2014-02-11,61.1
2014-02-12,58.2
2014-02-13,57.6
2014-02-14,58.0
2014-02-17,58.95
2014-02-18,58.4
2014-02-19,57.4
2014-02-20,58.3
2014-02-21,56.1
2014-02-24,57.45
2014-02-25,59.15
2014-02-26,58.05
2014-02-28,57.6
2014-03-03,63.35
2014-03-04,61.9
2014-03-05,59.65
2014-03-06,60.0
2014-03-07,63.0
2014-03-10,63.75
2014-03-11,63.1
2014-03-12,61.05
2014-03-13,61.85
2014-03-14,61.9
2014-03-18,60.0
2014-03-19,59.5
2014-03-20,59.25
2014-03-21,60.5
2014-03-22,60.05
2014-03-24,59.5
2014-03-25,59.7
2014-03-26,58.5
2014-03-27,58.5
2014-03-28,58.35
2014-03-31,58.0
2014-04-01,58.45
2014-04-02,58.35
2014-04-03,61.0
2014-04-04,66.35
2014-04-07,65.0
2014-04-09,66.5
2014-04-10,66.45
2014-04-11,64.0
2014-04-15,65.65
2014-04-16,64.55
2014-04-17,63.45
2014-04-21,62.95
2014-04-22,61.55
2014-04-23,70.9
2014-04-25,70.9
2014-04-28,72.35
2014-04-29,70.2
2014-04-30,69.8
2014-05-02,68.7
2014-05-05,67.7
2014-05-06,68.5
2014-05-07,65.95
2014-05-08,71.65
2014-05-09,70.9
2014-05-12,68.75
2014-05-13,66.85
2014-05-14,67.5
2014-05-15,66.05
2014-05-16,66.0
2014-05-19,74.35
2014-05-20,85.0
2014-05-21,81.65
2014-05-22,81.5
2014-05-23,91.4
2014-05-26,88.7
2014-05-27,86.1
2014-05-28,86.15
2014-05-29,86.1
2014-05-30,86.65
2014-06-02,86.2
2014-06-03,86.55
2014-06-04,86.35
2014-06-05,86.75
2014-06-06,84.7
2014-06-09,84.2
2014-06-10,85.25
2014-06-11,85.3
2014-06-12,83.2
2014-06-13,76.6
2014-06-16,73.7
2014-06-17,73.45
2014-06-18,75.25
2014-06-19,76.0
2014-06-20,74.1
2014-06-23,69.1
2014-06-24,75.75
2014-06-25,79.1
2014-06-26,75.85
2014-06-27,76.7
2014-06-30,76.15
2014-07-01,77.75
2014-07-02,77.8
2014-07-03,76.5
2014-07-04,77.5
2014-07-07,79.15
2014-07-08,77.0
2014-07-09,75.5
2014-07-10,78.65
2014-07-11,76.05
2014-07-14,76.65
2014-07-15,77.6
2014-07-16,77.25
2014-07-17,78.85
2014-07-18,79.1
2014-07-21,78.0
2014-07-22,78.0
2014-07-23,77.7
2014-07-24,78.0
2014-07-25,76.8
2014-07-28,77.95
2014-07-30,77.0
2014-07-31,77.65
2014-08-01,76.7
2014-08-04,76.6
2014-08-05,76.5
2014-08-06,76.7
2014-08-07,76.2
2014-08-08,76.1
2014-08-11,75.05
2014-08-12,74.65
2014-08-13,73.75
2014-08-14,77.55
2014-08-18,79.45
2014-08-19,78.7
2014-08-20,79.95
2014-08-21,78.9
2014-08-22,79.15
2014-08-25,77.9
2014-08-26,77.35
2014-08-27,79.05
2014-08-28,76.95
2014-09-01,78.0
2014-09-02,79.85
2014-09-03,78.0
2014-09-04,75.15
2014-09-05,77.0
2014-09-08,78.5
2014-09-09,78.15
2014-09-10,89.2
2014-09-11,90.65
2014-09-12,86.0
2014-09-15,91.1
2014-09-16,87.4
2014-09-17,85.6
2014-09-18,89.2
2014-09-19,87.4
2014-09-22,85.45
2014-09-23,83.9
2014-09-24,82.2
2014-09-25,98.6
2014-09-26,118.3
2014-09-29,118.15
2014-09-30,115.85
2014-10-01,113.45
2014-10-07,121.55
2014-10-08,128.0
2014-10-09,130.05
2014-10-10,126.5
2014-10-13,128.45
2014-10-14,128.25
2014-10-16,127.05
2014-10-17,121.2
2014-10-20,119.7
2014-10-21,126.95
2014-10-22,125.35
2014-10-23,126.5
2014-10-27,124.6
2014-10-28,125.65
2014-10-29,124.1
2014-10-30,121.15
2014-10-31,116.6
2014-11-03,119.2
2014-11-05,120.9
2014-11-07,117.8
2014-11-10,124.25
2014-11-11,129.6
2014-11-12,127.1
2014-11-13,131.65
2014-11-14,139.5
2014-11-17,140.75
2014-11-18,144.0
2014-11-19,138.15
2014-11-20,137.55
2014-11-21,134.45
2014-11-24,137.3
2014-11-25,134.75
2014-11-26,136.15
2014-11-27,138.65
2014-11-28,133.35
2014-12-01,128.75
2014-12-02,137.95
2014-12-03,136.3
2014-12-04,127.55
2014-12-05,123.35
2014-12-08,121.95
2014-12-09,119.5
2014-12-10,119.3
2014-12-11,119.4
2014-12-12,117.35
2014-12-15,112.25
2014-12-16,120.4
2014-12-17,117.6
2014-12-18,122.5
2014-12-19,123.6
2014-12-22,120.7
2014-12-23,118.25
2014-12-24,121.7
2014-12-26,124.75
2014-12-29,124.4
2014-12-30,125.4
2014-12-31,123.4
