Date,JMFINANCIL
2014-01-01,29.6
2014-01-02,28.25
2014-01-03,29.0
2014-01-06,29.75
2014-01-07,29.1
2014-01-08,29.15
2014-01-09,28.7
2014-01-10,28.75
2014-01-13,28.6
2014-01-14,28.8
2014-01-15,28.65
2014-01-16,28.4
2014-01-17,28.5
2014-01-20,28.8
2014-01-21,28.7
2014-01-22,28.15
2014-01-23,27.2
2014-01-24,26.1
2014-01-27,24.75
2014-01-28,24.85
2014-01-29,24.5
2014-01-30,23.75
2014-01-31,25.0
2014-02-03,23.9
2014-02-04,23.95
2014-02-05,25.4
2014-02-06,24.8
2014-02-07,27.5
2014-02-10,26.15
2014-02-11,25.95
2014-02-12,25.65
2014-02-13,25.0
2014-02-14,25.05
2014-02-17,26.25
2014-02-18,26.0
2014-02-19,26.05
2014-02-20,25.95
2014-02-21,26.05
2014-02-24,26.95
2014-02-25,27.05
2014-02-26,26.2
2014-02-28,25.35
2014-03-03,25.25
2014-03-04,25.0
2014-03-05,25.85
2014-03-06,26.7
2014-03-07,27.2
2014-03-10,27.55
2014-03-11,27.25
2014-03-12,26.8
2014-03-13,26.0
2014-03-14,25.8
2014-03-18,25.7
2014-03-19,25.55
2014-03-20,25.75
2014-03-21,25.75
2014-03-22,26.05
2014-03-24,25.55
2014-03-25,25.15
2014-03-26,24.9
2014-03-27,25.35
2014-03-28,25.1
2014-03-31,25.0
2014-04-01,24.95
2014-04-02,28.1
2014-04-03,25.95
2014-04-04,26.8
2014-04-07,25.95
2014-04-09,25.85
2014-04-10,26.5
2014-04-11,26.05
2014-04-15,26.95
2014-04-16,26.5
2014-04-17,26.5
2014-04-21,26.2
2014-04-22,28.75
2014-04-23,27.9
2014-04-25,28.7
2014-04-28,29.0
2014-04-29,28.7
2014-04-30,27.85
2014-05-02,27.65
2014-05-05,28.6
2014-05-06,28.55
2014-05-07,27.5
2014-05-08,27.75
2014-05-09,28.05
2014-05-12,27.6
2014-05-13,28.4
2014-05-14,29.1
2014-05-15,29.1
2014-05-16,29.45
2014-05-19,32.75
2014-05-20,33.9
2014-05-21,33.5
2014-05-22,35.95
2014-05-23,37.1
2014-05-26,34.8
2014-05-27,33.6
2014-05-28,32.5
2014-05-29,32.8
2014-05-30,33.1
2014-06-02,34.5
2014-06-03,35.75
2014-06-04,36.95
2014-06-05,40.4
2014-06-06,41.5
2014-06-09,43.0
2014-06-10,42.9
2014-06-11,40.15
2014-06-12,44.45
2014-06-13,40.7
2014-06-16,41.9
2014-06-17,43.2
2014-06-18,41.05
2014-06-19,40.4
2014-06-20,39.75
2014-06-23,38.45
2014-06-24,40.35
2014-06-25,42.4
2014-06-26,40.8
2014-06-27,41.65
2014-06-30,41.15
2014-07-01,40.75
2014-07-02,40.3
2014-07-03,39.7
2014-07-04,41.15
2014-07-07,40.7
2014-07-08,37.85
2014-07-09,36.85
2014-07-10,37.45
2014-07-11,34.75
2014-07-14,36.45
2014-07-15,37.5
2014-07-16,39.75
2014-07-17,40.05
2014-07-18,39.35
2014-07-21,40.7
2014-07-22,42.5
2014-07-23,40.85
2014-07-24,42.0
2014-07-25,41.45
2014-07-28,40.65
2014-07-30,40.45
2014-07-31,40.7
2014-08-01,39.65
2014-08-04,39.65
2014-08-05,40.95
2014-08-06,39.25
2014-08-07,38.25
2014-08-08,36.95
2014-08-11,37.8
2014-08-12,39.65
2014-08-13,40.5
2014-08-14,39.95
2014-08-18,42.0
2014-08-19,43.45
2014-08-20,42.4
2014-08-21,42.5
2014-08-22,42.1
2014-08-25,42.85
2014-08-26,43.6
2014-08-27,44.1
2014-08-28,43.85
2014-09-01,43.45
2014-09-02,43.35
2014-09-03,42.95
2014-09-04,41.4
2014-09-05,41.45
2014-09-08,41.95
2014-09-09,42.75
2014-09-10,42.35
2014-09-11,42.1
2014-09-12,42.05
2014-09-15,40.6
2014-09-16,39.15
2014-09-17,38.5
2014-09-18,39.85
2014-09-19,39.85
2014-09-22,39.75
2014-09-23,37.8
2014-09-24,37.8
2014-09-25,35.95
2014-09-26,35.55
2014-09-29,37.9
2014-09-30,39.1
2014-10-01,38.45
2014-10-07,37.85
2014-10-08,39.25
2014-10-09,40.2
2014-10-10,39.2
2014-10-13,40.25
2014-10-14,40.3
2014-10-16,39.45
2014-10-17,39.65
2014-10-20,39.6
2014-10-21,40.55
2014-10-22,41.2
2014-10-23,40.95
2014-10-27,42.85
2014-10-28,44.75
2014-10-29,45.75
2014-10-30,45.2
2014-10-31,47.4
2014-11-03,49.4
2014-11-05,46.9
2014-11-07,45.0
2014-11-10,45.3
2014-11-11,45.5
2014-11-12,45.55
2014-11-13,43.7
2014-11-14,45.35
2014-11-17,46.85
2014-11-18,47.4
2014-11-19,46.25
2014-11-20,45.0
2014-11-21,45.45
2014-11-24,46.7
2014-11-25,47.3
2014-11-26,51.0
2014-11-27,51.25
2014-11-28,50.4
2014-12-01,48.65
2014-12-02,50.35
2014-12-03,49.8
2014-12-04,49.25
2014-12-05,48.15
2014-12-08,47.35
2014-12-09,49.05
2014-12-10,49.6
2014-12-11,51.8
2014-12-12,49.9
2014-12-15,48.7
2014-12-16,46.55
2014-12-17,45.9
2014-12-18,48.05
2014-12-19,45.05
2014-12-22,46.15
2014-12-23,45.85
2014-12-24,45.7
2014-12-26,45.7
2014-12-29,45.75
2014-12-30,46.0
2014-12-31,47.25
