Date,HINDOILEXP
2014-01-01,40.4
2014-01-02,40.05
2014-01-03,40.65
2014-01-06,41.35
2014-01-07,45.0
2014-01-08,44.0
2014-01-09,42.45
2014-01-10,41.7
2014-01-13,42.75
2014-01-14,42.3
2014-01-15,42.3
2014-01-16,43.65
2014-01-17,41.75
2014-01-20,41.45
2014-01-21,40.85
2014-01-22,40.85
2014-01-23,41.7
2014-01-24,39.4
2014-01-27,37.0
2014-01-28,37.55
2014-01-29,37.5
2014-01-30,36.4
2014-01-31,37.95
2014-02-03,37.95
2014-02-04,36.85
2014-02-05,37.55
2014-02-06,37.3
2014-02-07,37.3
2014-02-10,36.7
2014-02-11,35.8
2014-02-12,35.6
2014-02-13,34.1
2014-02-14,34.0
2014-02-17,33.6
2014-02-18,34.25
2014-02-19,34.35
2014-02-20,34.0
2014-02-21,33.8
2014-02-24,34.35
2014-02-25,33.65
2014-02-26,33.95
2014-02-28,33.9
2014-03-03,33.15
2014-03-04,33.55
2014-03-05,33.95
2014-03-06,37.3
2014-03-07,43.0
2014-03-10,45.05
2014-03-11,44.95
2014-03-12,44.0
2014-03-13,44.35
2014-03-14,44.85
2014-03-18,44.8
2014-03-19,43.75
2014-03-20,42.25
2014-03-21,42.35
2014-03-22,42.85
2014-03-24,42.5
2014-03-25,41.1
2014-03-26,45.45
2014-03-27,45.6
2014-03-28,47.45
2014-03-31,47.4
2014-04-01,46.7
2014-04-02,50.1
2014-04-03,48.05
2014-04-04,50.55
2014-04-07,52.1
2014-04-09,52.85
2014-04-10,52.8
2014-04-11,52.8
2014-04-15,51.6
2014-04-16,48.05
2014-04-17,48.6
2014-04-21,48.7
2014-04-22,48.9
2014-04-23,53.25
2014-04-25,51.65
2014-04-28,51.35
2014-04-29,49.45
2014-04-30,46.5
2014-05-02,46.1
2014-05-05,44.7
2014-05-06,45.2
2014-05-07,46.7
2014-05-08,45.3
2014-05-09,45.85
2014-05-12,45.75
2014-05-13,48.55
2014-05-14,49.25
2014-05-15,47.65
2014-05-16,48.65
2014-05-19,58.2
2014-05-20,63.0
2014-05-21,65.95
2014-05-22,64.35
2014-05-23,66.4
2014-05-26,62.15
2014-05-27,59.4
2014-05-28,61.9
2014-05-29,60.0
2014-05-30,58.9
2014-06-02,62.15
2014-06-03,63.1
2014-06-04,65.05
2014-06-05,66.9
2014-06-06,67.25
2014-06-09,72.75
2014-06-10,74.2
2014-06-11,71.4
2014-06-12,69.3
2014-06-13,65.2
2014-06-16,64.1
2014-06-17,66.1
2014-06-18,64.0
2014-06-19,63.2
2014-06-20,62.3
2014-06-23,63.4
2014-06-24,67.55
2014-06-25,66.8
2014-06-26,64.1
2014-06-27,58.25
2014-06-30,59.8
2014-07-01,59.6
2014-07-02,59.35
2014-07-03,58.05
2014-07-04,58.85
2014-07-07,58.3
2014-07-08,54.85
2014-07-09,53.8
2014-07-10,54.8
2014-07-11,50.25
2014-07-14,50.45
2014-07-15,52.6
2014-07-16,53.4
2014-07-17,53.1
2014-07-18,52.15
2014-07-21,52.9
2014-07-22,59.3
2014-07-23,57.2
2014-07-24,57.7
2014-07-25,55.4
2014-07-28,52.55
2014-07-30,52.3
2014-07-31,52.6
2014-08-01,51.1
2014-08-04,53.0
2014-08-05,53.7
2014-08-06,52.2
2014-08-07,52.0
2014-08-08,49.9
2014-08-11,47.95
2014-08-12,49.3
2014-08-13,48.05
2014-08-14,47.5
2014-08-18,49.5
2014-08-19,51.45
2014-08-20,52.05
2014-08-21,51.8
2014-08-22,50.25
2014-08-25,50.65
2014-08-26,51.65
2014-08-27,51.0
2014-08-28,49.95
2014-09-01,51.6
2014-09-02,56.8
2014-09-03,57.65
2014-09-04,55.75
2014-09-05,54.1
2014-09-08,57.75
2014-09-09,57.0
2014-09-10,61.7
2014-09-11,71.35
2014-09-12,68.7
2014-09-15,70.05
2014-09-16,65.65
2014-09-17,66.05
2014-09-18,69.15
2014-09-19,66.85
2014-09-22,65.15
2014-09-23,61.85
2014-09-24,59.0
2014-09-25,53.2
2014-09-26,55.15
2014-09-29,61.35
2014-09-30,59.55
2014-10-01,58.35
2014-10-07,55.75
2014-10-08,56.25
2014-10-09,60.15
2014-10-10,58.5
2014-10-13,60.35
2014-10-14,58.55
2014-10-16,57.25
2014-10-17,56.75
2014-10-20,59.7
2014-10-21,58.45
2014-10-22,57.85
2014-10-23,58.4
2014-10-27,57.45
2014-10-28,61.85
2014-10-29,60.0
2014-10-30,59.55
2014-10-31,60.65
2014-11-03,57.15
2014-11-05,51.45
2014-11-07,52.25
2014-11-10,53.1
2014-11-11,53.35
2014-11-12,52.95
2014-11-13,51.4
2014-11-14,49.75
2014-11-17,50.95
2014-11-18,48.9
2014-11-19,49.35
2014-11-20,48.1
2014-11-21,48.45
2014-11-24,48.25
2014-11-25,44.7
2014-11-26,45.45
2014-11-27,45.65
2014-11-28,44.9
2014-12-01,42.85
2014-12-02,43.4
2014-12-03,44.45
2014-12-04,44.35
2014-12-05,44.25
2014-12-08,43.9
2014-12-09,42.35
2014-12-10,44.6
2014-12-11,43.25
2014-12-12,40.75
2014-12-15,39.1
2014-12-16,34.3
2014-12-17,33.85
2014-12-18,34.5
2014-12-19,33.15
2014-12-22,32.8
2014-12-23,32.65
2014-12-24,32.5
2014-12-26,32.35
2014-12-29,36.3
2014-12-30,35.95
2014-12-31,35.3
