Date,TATASTEEL
2014-01-01,425.9
2014-01-02,419.2
2014-01-03,412.5
2014-01-06,408.3
2014-01-07,394.7
2014-01-08,392.4
2014-01-09,390.8
2014-01-10,384.5
2014-01-13,385.95
2014-01-14,374.35
2014-01-15,375.0
2014-01-16,381.1
2014-01-17,377.65
2014-01-20,374.55
2014-01-21,383.6
2014-01-22,393.25
2014-01-23,389.25
2014-01-24,376.0
2014-01-27,353.55
2014-01-28,366.65
2014-01-29,358.0
2014-01-30,346.55
2014-01-31,356.05
2014-02-03,343.1
2014-02-04,342.95
2014-02-05,359.4
2014-02-06,361.25
2014-02-07,384.45
2014-02-10,382.5
2014-02-11,389.75
2014-02-12,374.35
2014-02-13,367.45
2014-02-14,370.8
2014-02-17,374.05
2014-02-18,379.65
2014-02-19,373.85
2014-02-20,366.75
2014-02-21,374.4
2014-02-24,369.2
2014-02-25,360.55
2014-02-26,349.3
2014-02-28,343.8
2014-03-03,345.3
2014-03-04,351.75
2014-03-05,355.95
2014-03-06,364.2
2014-03-07,371.1
2014-03-10,364.15
2014-03-11,343.75
2014-03-12,339.6
2014-03-13,336.85
2014-03-14,341.7
2014-03-18,340.7
2014-03-19,356.6
2014-03-20,349.95
2014-03-21,362.85
2014-03-22,362.3
2014-03-24,363.1
2014-03-25,367.1
2014-03-26,374.8
2014-03-27,375.4
2014-03-28,381.5
2014-03-31,393.95
2014-04-01,401.15
2014-04-02,403.45
2014-04-03,397.65
2014-04-04,402.0
2014-04-07,406.65
2014-04-09,418.75
2014-04-10,417.8
2014-04-11,419.85
2014-04-15,409.15
2014-04-16,413.7
2014-04-17,418.9
2014-04-21,423.5
2014-04-22,420.85
2014-04-23,426.55
2014-04-25,426.9
2014-04-28,425.8
2014-04-29,405.5
2014-04-30,400.65
2014-05-02,390.05
2014-05-05,397.55
2014-05-06,401.75
2014-05-07,399.9
2014-05-08,402.0
2014-05-09,416.7
2014-05-12,420.05
2014-05-13,427.1
2014-05-14,452.35
2014-05-15,460.6
2014-05-16,440.9
2014-05-19,450.75
2014-05-20,467.15
2014-05-21,462.55
2014-05-22,470.9
2014-05-23,478.2
2014-05-26,467.65
2014-05-27,477.6
2014-05-28,469.25
2014-05-29,465.95
2014-05-30,475.1
2014-06-02,492.9
2014-06-03,526.8
2014-06-04,537.4
2014-06-05,556.95
2014-06-06,560.65
2014-06-09,575.25
2014-06-10,558.7
2014-06-11,549.45
2014-06-12,549.65
2014-06-13,525.55
2014-06-16,524.6
2014-06-17,532.3
2014-06-18,521.9
2014-06-19,519.45
2014-06-20,519.9
2014-06-23,526.9
2014-06-24,532.3
2014-06-25,530.95
2014-06-26,525.8
2014-06-27,518.9
2014-06-30,528.4
2014-07-01,540.65
2014-07-02,543.5
2014-07-03,539.05
2014-07-04,536.6
2014-07-07,536.05
2014-07-08,513.55
2014-07-09,518.35
2014-07-10,521.4
2014-07-11,501.9
2014-07-14,513.4
2014-07-15,527.15
2014-07-16,542.7
2014-07-17,558.8
2014-07-18,563.0
2014-07-21,562.7
2014-07-22,562.2
2014-07-23,554.55
2014-07-24,568.1
2014-07-25,557.6
2014-07-28,548.5
2014-07-30,546.1
2014-07-31,553.4
2014-08-01,548.75
2014-08-04,551.85
2014-08-05,562.2
2014-08-06,550.5
2014-08-07,555.8
2014-08-08,537.7
2014-08-11,534.75
2014-08-12,542.05
2014-08-13,534.5
2014-08-14,541.7
2014-08-18,546.45
2014-08-19,544.1
2014-08-20,545.55
2014-08-21,536.6
2014-08-22,537.75
2014-08-25,512.0
2014-08-26,524.95
2014-08-27,523.2
2014-08-28,513.15
2014-09-01,524.1
2014-09-02,519.2
2014-09-03,526.0
2014-09-04,509.05
2014-09-05,513.4
2014-09-08,517.45
2014-09-09,518.65
2014-09-10,519.2
2014-09-11,517.6
2014-09-12,515.95
2014-09-15,507.7
2014-09-16,490.15
2014-09-17,498.4
2014-09-18,505.45
2014-09-19,511.0
2014-09-22,500.9
2014-09-23,485.6
2014-09-24,472.2
2014-09-25,460.4
2014-09-26,474.25
2014-09-29,466.4
2014-09-30,459.05
2014-10-01,448.8
2014-10-07,440.15
2014-10-08,456.15
2014-10-09,467.55
2014-10-10,448.05
2014-10-13,457.75
2014-10-14,456.05
2014-10-16,439.1
2014-10-17,447.55
2014-10-20,450.15
2014-10-21,455.7
2014-10-22,457.15
2014-10-23,459.1
2014-10-27,450.5
2014-10-28,451.2
2014-10-29,471.7
2014-10-30,474.5
2014-10-31,490.0
2014-11-03,489.15
2014-11-05,478.1
2014-11-07,471.4
2014-11-10,470.85
2014-11-11,480.3
2014-11-12,468.35
2014-11-13,471.25
2014-11-14,478.15
2014-11-17,480.1
2014-11-18,486.4
2014-11-19,471.0
2014-11-20,466.6
2014-11-21,462.9
2014-11-24,476.6
2014-11-25,464.45
2014-11-26,466.25
2014-11-27,460.2
2014-11-28,473.35
2014-12-01,461.15
2014-12-02,465.2
2014-12-03,463.75
2014-12-04,461.85
2014-12-05,461.15
2014-12-08,451.85
2014-12-09,436.3
2014-12-10,432.5
2014-12-11,418.75
2014-12-12,402.7
2014-12-15,400.95
2014-12-16,389.65
2014-12-17,393.45
2014-12-18,401.6
2014-12-19,405.45
2014-12-22,404.05
2014-12-23,394.8
2014-12-24,395.25
2014-12-26,398.25
2014-12-29,404.1
2014-12-30,396.3
2014-12-31,399.4
