Date,MAHLIFE
2014-01-01,398.6
2014-01-02,393.2
2014-01-03,395.15
2014-01-06,399.0
2014-01-07,398.0
2014-01-08,402.7
2014-01-09,392.8
2014-01-10,397.05
2014-01-13,395.5
2014-01-14,396.1
2014-01-15,397.6
2014-01-16,391.25
2014-01-17,398.0
2014-01-20,395.7
2014-01-21,403.4
2014-01-22,400.1
2014-01-23,396.5
2014-01-24,388.9
2014-01-27,384.4
2014-01-28,381.9
2014-01-29,378.1
2014-01-30,373.45
2014-01-31,371.6
2014-02-03,369.35
2014-02-04,363.3
2014-02-05,364.8
2014-02-06,364.95
2014-02-07,368.95
2014-02-10,370.85
2014-02-11,366.9
2014-02-12,367.55
2014-02-13,370.0
2014-02-14,365.2
2014-02-17,361.35
2014-02-18,357.35
2014-02-19,355.35
2014-02-20,352.65
2014-02-21,352.75
2014-02-24,352.4
2014-02-25,350.65
2014-02-26,349.1
2014-02-28,349.5
2014-03-03,363.3
2014-03-04,356.1
2014-03-05,346.9
2014-03-06,360.65
2014-03-07,355.5
2014-03-10,359.7
2014-03-11,354.45
2014-03-12,354.9
2014-03-13,357.1
2014-03-14,355.35
2014-03-18,358.95
2014-03-19,356.35
2014-03-20,360.25
2014-03-21,360.0
2014-03-22,358.15
2014-03-24,360.7
2014-03-25,363.95
2014-03-26,366.45
2014-03-27,366.4
2014-03-28,369.7
2014-03-31,366.5
2014-04-01,367.75
2014-04-02,377.0
2014-04-03,378.7
2014-04-04,386.8
2014-04-07,379.0
2014-04-09,385.75
2014-04-10,383.65
2014-04-11,389.4
2014-04-15,389.5
2014-04-16,382.35
2014-04-17,390.85
2014-04-21,392.95
2014-04-22,380.65
2014-04-23,375.5
2014-04-25,380.4
2014-04-28,384.85
2014-04-29,390.7
2014-04-30,396.55
2014-05-02,401.55
2014-05-05,397.9
2014-05-06,400.7
2014-05-07,392.9
2014-05-08,393.1
2014-05-09,391.6
2014-05-12,393.3
2014-05-13,404.2
2014-05-14,405.95
2014-05-15,413.8
2014-05-16,417.95
2014-05-19,423.85
2014-05-20,424.8
2014-05-21,424.6
2014-05-22,424.85
2014-05-23,438.75
2014-05-26,428.15
2014-05-27,425.65
2014-05-28,434.15
2014-05-29,432.2
2014-05-30,430.8
2014-06-02,433.75
2014-06-03,432.95
2014-06-04,456.8
2014-06-05,489.3
2014-06-06,505.35
2014-06-09,514.6
2014-06-10,506.05
2014-06-11,508.05
2014-06-12,514.45
2014-06-13,551.75
2014-06-16,572.55
2014-06-17,558.55
2014-06-18,555.3
2014-06-19,543.75
2014-06-20,531.65
2014-06-23,533.3
2014-06-24,536.45
2014-06-25,537.55
2014-06-26,527.6
2014-06-27,529.6
2014-06-30,548.0
2014-07-01,543.9
2014-07-02,560.3
2014-07-03,563.1
2014-07-04,551.2
2014-07-07,549.35
2014-07-08,536.15
2014-07-09,514.65
2014-07-10,539.15
2014-07-11,528.55
2014-07-14,526.6
2014-07-15,541.15
2014-07-16,554.2
2014-07-17,547.1
2014-07-18,551.1
2014-07-21,548.6
2014-07-22,552.3
2014-07-23,543.95
2014-07-24,557.8
2014-07-25,552.05
2014-07-28,566.4
2014-07-30,553.65
2014-07-31,598.1
2014-08-01,574.2
2014-08-04,577.0
2014-08-05,565.2
2014-08-06,569.7
2014-08-07,559.9
2014-08-08,548.65
2014-08-11,551.65
2014-08-12,550.9
2014-08-13,549.9
2014-08-14,552.45
2014-08-18,556.65
2014-08-19,555.2
2014-08-20,555.7
2014-08-21,562.05
2014-08-22,557.9
2014-08-25,547.8
2014-08-26,547.95
2014-08-27,557.35
2014-08-28,547.9
2014-09-01,550.75
2014-09-02,550.55
2014-09-03,552.1
2014-09-04,544.3
2014-09-05,536.6
2014-09-08,546.3
2014-09-09,547.55
2014-09-10,541.65
2014-09-11,540.8
2014-09-12,538.5
2014-09-15,535.3
2014-09-16,530.1
2014-09-17,536.45
2014-09-18,543.1
2014-09-19,544.5
2014-09-22,545.8
2014-09-23,540.85
2014-09-24,533.9
2014-09-25,514.1
2014-09-26,520.85
2014-09-29,529.45
2014-09-30,515.15
2014-10-01,520.4
2014-10-07,516.2
2014-10-08,514.6
2014-10-09,519.45
2014-10-10,520.9
2014-10-13,517.45
2014-10-14,531.9
2014-10-16,527.05
2014-10-17,511.0
2014-10-20,508.5
2014-10-21,500.35
2014-10-22,497.9
2014-10-23,503.9
2014-10-27,496.8
2014-10-28,485.9
2014-10-29,486.9
2014-10-30,504.9
2014-10-31,510.2
2014-11-03,516.1
2014-11-05,505.65
2014-11-07,508.4
2014-11-10,519.75
2014-11-11,515.75
2014-11-12,513.1
2014-11-13,506.8
2014-11-14,516.85
2014-11-17,528.1
2014-11-18,517.9
2014-11-19,513.55
2014-11-20,508.75
2014-11-21,507.4
2014-11-24,503.75
2014-11-25,489.4
2014-11-26,489.65
2014-11-27,491.95
2014-11-28,505.15
2014-12-01,497.75
2014-12-02,500.45
2014-12-03,506.95
2014-12-04,507.15
2014-12-05,500.65
2014-12-08,493.75
2014-12-09,487.8
2014-12-10,486.2
2014-12-11,481.3
2014-12-12,475.4
2014-12-15,470.85
2014-12-16,456.35
2014-12-17,438.55
2014-12-18,444.7
2014-12-19,460.65
2014-12-22,462.65
2014-12-23,467.4
2014-12-24,475.95
2014-12-26,474.0
2014-12-29,468.95
2014-12-30,465.3
2014-12-31,471.5
