Date,CARBORUNIV
2014-01-01,148.1
2014-01-02,142.8
2014-01-03,144.95
2014-01-06,148.6
2014-01-07,150.0
2014-01-08,153.25
2014-01-09,151.55
2014-01-10,148.3
2014-01-13,146.7
2014-01-14,143.85
2014-01-15,144.05
2014-01-16,141.1
2014-01-17,142.4
2014-01-20,142.1
2014-01-21,140.75
2014-01-22,140.0
2014-01-23,140.15
2014-01-24,141.0
2014-01-27,136.3
2014-01-28,138.25
2014-01-29,136.1
2014-01-30,138.7
2014-01-31,136.8
2014-02-03,130.1
2014-02-04,130.0
2014-02-05,130.0
2014-02-06,128.75
2014-02-07,128.7
2014-02-10,129.95
2014-02-11,131.95
2014-02-12,131.0
2014-02-13,129.15
2014-02-14,130.0
2014-02-17,128.85
2014-02-18,130.6
2014-02-19,129.85
2014-02-20,129.0
2014-02-21,130.5
2014-02-24,129.65
2014-02-25,130.75
2014-02-26,131.7
2014-02-28,130.35
2014-03-03,131.0
2014-03-04,126.95
2014-03-05,129.15
2014-03-06,133.5
2014-03-07,140.35
2014-03-10,136.5
2014-03-11,138.05
2014-03-12,140.95
2014-03-13,135.25
2014-03-14,134.2
2014-03-18,131.35
2014-03-19,130.65
2014-03-20,131.95
2014-03-21,138.0
2014-03-22,134.55
2014-03-24,136.55
2014-03-25,136.0
2014-03-26,139.35
2014-03-27,148.6
2014-03-28,146.4
2014-03-31,146.6
2014-04-01,151.0
2014-04-02,152.7
2014-04-03,148.9
2014-04-04,143.35
2014-04-07,141.85
2014-04-09,143.6
2014-04-10,146.85
2014-04-11,144.2
2014-04-15,143.9
2014-04-16,138.95
2014-04-17,144.0
2014-04-21,140.95
2014-04-22,140.45
2014-04-23,139.4
2014-04-25,139.1
2014-04-28,140.3
2014-04-29,141.1
2014-04-30,139.65
2014-05-02,141.8
2014-05-05,140.55
2014-05-06,149.4
2014-05-07,146.4
2014-05-08,144.65
2014-05-09,145.2
2014-05-12,140.45
2014-05-13,141.15
2014-05-14,144.0
2014-05-15,142.7
2014-05-16,142.8
2014-05-19,161.9
2014-05-20,179.85
2014-05-21,181.25
2014-05-22,177.65
2014-05-23,177.25
2014-05-26,170.85
2014-05-27,169.2
2014-05-28,164.15
2014-05-29,164.6
2014-05-30,164.85
2014-06-02,167.2
2014-06-03,168.15
2014-06-04,174.25
2014-06-05,177.05
2014-06-06,181.05
2014-06-09,190.65
2014-06-10,190.8
2014-06-11,188.95
2014-06-12,179.05
2014-06-13,174.6
2014-06-16,170.85
2014-06-17,177.2
2014-06-18,176.85
2014-06-19,178.7
2014-06-20,169.65
2014-06-23,169.75
2014-06-24,167.9
2014-06-25,165.6
2014-06-26,165.05
2014-06-27,168.2
2014-06-30,172.7
2014-07-01,168.35
2014-07-02,169.35
2014-07-03,169.5
2014-07-04,185.15
2014-07-07,190.2
2014-07-08,181.9
2014-07-09,181.55
2014-07-10,177.6
2014-07-11,171.45
2014-07-14,170.55
2014-07-15,171.0
2014-07-16,176.1
2014-07-17,180.15
2014-07-18,178.0
2014-07-21,179.25
2014-07-22,179.95
2014-07-23,177.65
2014-07-24,180.1
2014-07-25,173.8
2014-07-28,171.3
2014-07-30,166.6
2014-07-31,170.25
2014-08-01,167.75
2014-08-04,168.3
2014-08-05,177.15
2014-08-06,173.05
2014-08-07,184.7
2014-08-08,178.1
2014-08-11,183.05
2014-08-12,180.9
2014-08-13,182.7
2014-08-14,187.45
2014-08-18,191.95
2014-08-19,190.05
2014-08-20,193.4
2014-08-21,194.7
2014-08-22,192.5
2014-08-25,188.7
2014-08-26,184.45
2014-08-27,184.85
2014-08-28,185.5
2014-09-01,181.55
2014-09-02,189.15
2014-09-03,194.15
2014-09-04,201.4
2014-09-05,199.45
2014-09-08,199.0
2014-09-09,199.65
2014-09-10,196.75
2014-09-11,202.75
2014-09-12,215.2
2014-09-15,211.9
2014-09-16,199.4
2014-09-17,203.1
2014-09-18,210.95
2014-09-19,207.55
2014-09-22,211.15
2014-09-23,210.6
2014-09-24,208.9
2014-09-25,201.05
2014-09-26,201.8
2014-09-29,201.05
2014-09-30,198.9
2014-10-01,196.25
2014-10-07,191.9
2014-10-08,194.5
2014-10-09,198.7
2014-10-10,194.25
2014-10-13,191.9
2014-10-14,190.85
2014-10-16,192.6
2014-10-17,188.9
2014-10-20,188.1
2014-10-21,189.7
2014-10-22,192.65
2014-10-23,194.8
2014-10-27,195.3
2014-10-28,193.25
2014-10-29,194.95
2014-10-30,194.25
2014-10-31,192.25
2014-11-03,189.2
2014-11-05,180.95
2014-11-07,178.45
2014-11-10,171.25
2014-11-11,173.2
2014-11-12,179.5
2014-11-13,172.15
2014-11-14,172.2
2014-11-17,169.9
2014-11-18,181.2
2014-11-19,175.05
2014-11-20,174.35
2014-11-21,174.15
2014-11-24,173.9
2014-11-25,171.75
2014-11-26,174.65
2014-11-27,171.35
2014-11-28,172.75
2014-12-01,171.4
2014-12-02,169.3
2014-12-03,174.5
2014-12-04,174.55
2014-12-05,185.0
2014-12-08,177.7
2014-12-09,173.65
2014-12-10,174.05
2014-12-11,175.8
2014-12-12,173.0
2014-12-15,172.9
2014-12-16,169.7
2014-12-17,173.5
2014-12-18,170.45
2014-12-19,170.75
2014-12-22,170.05
2014-12-23,167.45
2014-12-24,168.35
2014-12-26,171.4
2014-12-29,173.85
2014-12-30,173.8
2014-12-31,178.85
