Date,ORIENTBANK
2014-01-01,229.8
2014-01-02,220.45
2014-01-03,216.35
2014-01-06,212.75
2014-01-07,211.3
2014-01-08,212.9
2014-01-09,206.7
2014-01-10,201.9
2014-01-13,202.75
2014-01-14,200.15
2014-01-15,204.3
2014-01-16,201.8
2014-01-17,196.55
2014-01-20,200.55
2014-01-21,201.55
2014-01-22,202.15
2014-01-23,200.5
2014-01-24,189.3
2014-01-27,180.25
2014-01-28,178.0
2014-01-29,176.6
2014-01-30,167.55
2014-01-31,174.4
2014-02-03,167.15
2014-02-04,172.15
2014-02-05,169.35
2014-02-06,170.65
2014-02-07,170.2
2014-02-10,167.5
2014-02-11,169.1
2014-02-12,168.85
2014-02-13,162.7
2014-02-14,164.3
2014-02-17,163.0
2014-02-18,166.7
2014-02-19,165.15
2014-02-20,162.55
2014-02-21,163.2
2014-02-24,165.0
2014-02-25,162.05
2014-02-26,161.55
2014-02-28,167.2
2014-03-03,169.7
2014-03-04,178.5
2014-03-05,186.65
2014-03-06,188.45
2014-03-07,188.85
2014-03-10,194.0
2014-03-11,194.95
2014-03-12,188.9
2014-03-13,193.6
2014-03-14,191.7
2014-03-18,197.8
2014-03-19,199.75
2014-03-20,193.1
2014-03-21,191.9
2014-03-22,193.05
2014-03-24,195.6
2014-03-25,195.2
2014-03-26,197.65
2014-03-27,203.0
2014-03-28,222.55
2014-03-31,222.9
2014-04-01,218.7
2014-04-02,236.45
2014-04-03,225.55
2014-04-04,225.45
2014-04-07,221.1
2014-04-09,232.7
2014-04-10,233.3
2014-04-11,229.65
2014-04-15,220.6
2014-04-16,215.8
2014-04-17,228.6
2014-04-21,238.95
2014-04-22,236.65
2014-04-23,238.8
2014-04-25,249.25
2014-04-28,254.4
2014-04-29,249.35
2014-04-30,247.35
2014-05-02,253.25
2014-05-05,255.55
2014-05-06,251.05
2014-05-07,253.2
2014-05-08,254.55
2014-05-09,265.8
2014-05-12,265.3
2014-05-13,276.3
2014-05-14,286.8
2014-05-15,283.6
2014-05-16,300.6
2014-05-19,319.85
2014-05-20,314.85
2014-05-21,318.55
2014-05-22,325.2
2014-05-23,355.3
2014-05-26,334.65
2014-05-27,330.95
2014-05-28,350.8
2014-05-29,350.5
2014-05-30,339.05
2014-06-02,358.55
2014-06-03,350.2
2014-06-04,360.6
2014-06-05,359.95
2014-06-06,363.25
2014-06-09,365.6
2014-06-10,355.0
2014-06-11,349.8
2014-06-12,348.6
2014-06-13,333.75
2014-06-16,321.1
2014-06-17,327.5
2014-06-18,316.15
2014-06-19,314.05
2014-06-20,300.9
2014-06-23,312.5
2014-06-24,313.7
2014-06-25,312.8
2014-06-26,309.55
2014-06-27,310.4
2014-06-30,327.7
2014-07-01,328.6
2014-07-02,325.7
2014-07-03,326.3
2014-07-04,322.5
2014-07-07,318.85
2014-07-08,294.85
2014-07-09,290.05
2014-07-10,287.7
2014-07-11,270.35
2014-07-14,285.0
2014-07-15,287.95
2014-07-16,290.25
2014-07-17,292.2
2014-07-18,287.65
2014-07-21,284.5
2014-07-22,285.45
2014-07-23,285.85
2014-07-24,288.75
2014-07-25,280.65
2014-07-28,280.55
2014-07-30,283.15
2014-07-31,278.25
2014-08-01,281.4
2014-08-04,282.1
2014-08-05,287.0
2014-08-06,280.0
2014-08-07,284.8
2014-08-08,270.45
2014-08-11,273.8
2014-08-12,276.2
2014-08-13,259.55
2014-08-14,259.85
2014-08-18,271.85
2014-08-19,274.05
2014-08-20,264.25
2014-08-21,272.25
2014-08-22,280.4
2014-08-25,278.35
2014-08-26,269.05
2014-08-27,269.35
2014-08-28,261.5
2014-09-01,277.3
2014-09-02,277.65
2014-09-03,286.15
2014-09-04,280.65
2014-09-05,274.5
2014-09-08,279.05
2014-09-09,274.4
2014-09-10,273.65
2014-09-11,281.0
2014-09-12,286.95
2014-09-15,293.55
2014-09-16,278.55
2014-09-17,282.9
2014-09-18,292.2
2014-09-19,286.75
2014-09-22,279.75
2014-09-23,263.0
2014-09-24,254.0
2014-09-25,233.0
2014-09-26,243.25
2014-09-29,238.1
2014-09-30,229.65
2014-10-01,229.3
2014-10-07,221.3
2014-10-08,221.6
2014-10-09,235.2
2014-10-10,224.1
2014-10-13,233.35
2014-10-14,241.25
2014-10-16,234.8
2014-10-17,247.45
2014-10-20,255.75
2014-10-21,263.55
2014-10-22,263.1
2014-10-23,263.3
2014-10-27,265.4
2014-10-28,278.3
2014-10-29,267.0
2014-10-30,271.4
2014-10-31,285.4
2014-11-03,285.25
2014-11-05,286.0
2014-11-07,291.4
2014-11-10,288.1
2014-11-11,295.95
2014-11-12,293.65
2014-11-13,284.05
2014-11-14,289.7
2014-11-17,295.4
2014-11-18,290.6
2014-11-19,281.6
2014-11-20,273.6
2014-11-21,279.85
2014-11-24,282.95
2014-11-25,273.4
2014-11-26,275.55
2014-11-27,286.15
2014-11-28,305.35
2014-12-01,307.4
2014-12-02,309.9
2014-12-03,313.75
2014-12-04,317.1
2014-12-05,314.65
2014-12-08,318.65
2014-12-09,308.6
2014-12-10,320.2
2014-12-11,312.2
2014-12-12,305.5
2014-12-15,307.8
2014-12-16,295.75
2014-12-17,307.75
2014-12-18,321.75
2014-12-19,316.7
2014-12-22,318.95
2014-12-23,314.95
2014-12-24,329.45
2014-12-26,340.8
2014-12-29,338.7
2014-12-30,341.5
2014-12-31,339.55
