Date,VIPIND
2014-01-01,65.25
2014-01-02,64.55
2014-01-03,68.55
2014-01-06,71.2
2014-01-07,70.65
2014-01-08,69.0
2014-01-09,66.05
2014-01-10,67.35
2014-01-13,67.0
2014-01-14,66.15
2014-01-15,66.95
2014-01-16,66.2
2014-01-17,62.8
2014-01-20,63.35
2014-01-21,63.2
2014-01-22,62.65
2014-01-23,62.45
2014-01-24,60.05
2014-01-27,56.75
2014-01-28,57.8
2014-01-29,58.85
2014-01-30,59.4
2014-01-31,60.7
2014-02-03,58.75
2014-02-04,58.1
2014-02-05,60.25
2014-02-06,61.3
2014-02-07,61.9
2014-02-10,62.05
2014-02-11,60.9
2014-02-12,59.75
2014-02-13,58.6
2014-02-14,58.3
2014-02-17,58.4
2014-02-18,64.2
2014-02-19,66.7
2014-02-20,63.6
2014-02-21,64.55
2014-02-24,64.2
2014-02-25,70.3
2014-02-26,69.9
2014-02-28,72.45
2014-03-03,73.15
2014-03-04,73.8
2014-03-05,74.45
2014-03-06,74.85
2014-03-07,71.65
2014-03-10,71.95
2014-03-11,74.25
2014-03-12,77.6
2014-03-13,74.0
2014-03-14,74.25
2014-03-18,78.6
2014-03-19,78.75
2014-03-20,75.9
2014-03-21,77.75
2014-03-22,77.15
2014-03-24,77.25
2014-03-25,91.4
2014-03-26,89.4
2014-03-27,88.45
2014-03-28,99.55
2014-03-31,104.7
2014-04-01,103.95
2014-04-02,102.5
2014-04-03,107.1
2014-04-04,103.1
2014-04-07,100.8
2014-04-09,103.4
2014-04-10,101.55
2014-04-11,105.45
2014-04-15,106.7
2014-04-16,103.9
2014-04-17,103.55
2014-04-21,103.1
2014-04-22,100.85
2014-04-23,97.05
2014-04-25,96.3
2014-04-28,97.25
2014-04-29,94.65
2014-04-30,90.85
2014-05-02,86.2
2014-05-05,80.1
2014-05-06,85.55
2014-05-07,87.5
2014-05-08,89.6
2014-05-09,88.5
2014-05-12,91.9
2014-05-13,97.1
2014-05-14,97.05
2014-05-15,95.05
2014-05-16,99.2
2014-05-19,104.45
2014-05-20,106.15
2014-05-21,108.95
2014-05-22,111.2
2014-05-23,109.75
2014-05-26,103.45
2014-05-27,103.55
2014-05-28,100.25
2014-05-29,102.25
2014-05-30,102.95
2014-06-02,104.25
2014-06-03,103.85
2014-06-04,106.35
2014-06-05,107.6
2014-06-06,106.1
2014-06-09,108.65
2014-06-10,107.3
2014-06-11,106.6
2014-06-12,107.85
2014-06-13,102.1
2014-06-16,100.8
2014-06-17,105.7
2014-06-18,109.7
2014-06-19,113.6
2014-06-20,109.6
2014-06-23,108.0
2014-06-24,108.7
2014-06-25,109.45
2014-06-26,108.0
2014-06-27,106.85
2014-06-30,108.4
2014-07-01,109.0
2014-07-02,113.1
2014-07-03,114.5
2014-07-04,115.35
2014-07-07,113.55
2014-07-08,106.3
2014-07-09,104.25
2014-07-10,106.5
2014-07-11,104.15
2014-07-14,102.55
2014-07-15,106.8
2014-07-16,111.6
2014-07-17,110.3
2014-07-18,111.25
2014-07-21,111.05
2014-07-22,113.25
2014-07-23,112.2
2014-07-24,113.7
2014-07-25,116.0
2014-07-28,113.2
2014-07-30,111.9
2014-07-31,110.25
2014-08-01,106.5
2014-08-04,105.0
2014-08-05,105.9
2014-08-06,104.65
2014-08-07,103.25
2014-08-08,100.4
2014-08-11,100.5
2014-08-12,100.5
2014-08-13,95.6
2014-08-14,98.15
2014-08-18,100.55
2014-08-19,101.5
2014-08-20,100.3
2014-08-21,100.15
2014-08-22,100.05
2014-08-25,100.1
2014-08-26,100.3
2014-08-27,99.0
2014-08-28,97.95
2014-09-01,98.85
2014-09-02,99.05
2014-09-03,99.65
2014-09-04,99.0
2014-09-05,100.15
2014-09-08,100.9
2014-09-09,100.05
2014-09-10,103.4
2014-09-11,104.25
2014-09-12,113.1
2014-09-15,114.65
2014-09-16,106.9
2014-09-17,105.9
2014-09-18,111.85
2014-09-19,108.3
2014-09-22,114.25
2014-09-23,110.35
2014-09-24,108.25
2014-09-25,105.15
2014-09-26,106.8
2014-09-29,107.55
2014-09-30,109.2
2014-10-01,108.4
2014-10-07,107.85
2014-10-08,110.3
2014-10-09,116.2
2014-10-10,120.9
2014-10-13,121.4
2014-10-14,122.45
2014-10-16,115.05
2014-10-17,115.2
2014-10-20,116.15
2014-10-21,115.55
2014-10-22,118.1
2014-10-23,117.65
2014-10-27,115.75
2014-10-28,116.1
2014-10-29,111.2
2014-10-30,112.1
2014-10-31,112.3
2014-11-03,112.05
2014-11-05,114.45
2014-11-07,112.2
2014-11-10,111.15
2014-11-11,111.45
2014-11-12,113.3
2014-11-13,110.3
2014-11-14,109.05
2014-11-17,107.8
2014-11-18,108.5
2014-11-19,105.45
2014-11-20,103.6
2014-11-21,104.3
2014-11-24,104.45
2014-11-25,99.9
2014-11-26,101.6
2014-11-27,103.75
2014-11-28,107.55
2014-12-01,107.6
2014-12-02,107.85
2014-12-03,109.3
2014-12-04,109.55
2014-12-05,117.75
2014-12-08,119.6
2014-12-09,115.6
2014-12-10,118.85
2014-12-11,114.95
2014-12-12,112.25
2014-12-15,110.35
2014-12-16,109.35
2014-12-17,112.05
2014-12-18,114.05
2014-12-19,109.25
2014-12-22,112.7
2014-12-23,113.75
2014-12-24,111.4
2014-12-26,111.1
2014-12-29,112.4
2014-12-30,113.3
2014-12-31,113.8
