Date,PIDILITIND
2014-01-01,286.2
2014-01-02,284.95
2014-01-03,281.9
2014-01-06,285.55
2014-01-07,283.35
2014-01-08,285.95
2014-01-09,291.65
2014-01-10,285.65
2014-01-13,285.8
2014-01-14,281.7
2014-01-15,283.7
2014-01-16,281.65
2014-01-17,282.05
2014-01-20,283.9
2014-01-21,282.7
2014-01-22,282.05
2014-01-23,282.9
2014-01-24,280.9
2014-01-27,275.3
2014-01-28,281.0
2014-01-29,285.3
2014-01-30,279.7
2014-01-31,279.85
2014-02-03,276.2
2014-02-04,275.5
2014-02-05,275.85
2014-02-06,273.6
2014-02-07,275.45
2014-02-10,274.95
2014-02-11,273.4
2014-02-12,281.15
2014-02-13,274.0
2014-02-14,273.15
2014-02-17,275.25
2014-02-18,275.5
2014-02-19,279.55
2014-02-20,275.65
2014-02-21,277.25
2014-02-24,280.7
2014-02-25,285.1
2014-02-26,287.05
2014-02-28,286.35
2014-03-03,287.75
2014-03-04,288.5
2014-03-05,289.0
2014-03-06,291.0
2014-03-07,285.85
2014-03-10,281.95
2014-03-11,281.85
2014-03-12,279.8
2014-03-13,279.9
2014-03-14,281.55
2014-03-18,281.2
2014-03-19,280.55
2014-03-20,282.1
2014-03-21,291.5
2014-03-22,290.15
2014-03-24,285.05
2014-03-25,289.8
2014-03-26,300.65
2014-03-27,305.85
2014-03-28,304.2
2014-03-31,307.05
2014-04-01,306.85
2014-04-02,308.4
2014-04-03,316.05
2014-04-04,313.4
2014-04-07,316.85
2014-04-09,320.0
2014-04-10,325.75
2014-04-11,328.2
2014-04-15,323.9
2014-04-16,322.25
2014-04-17,327.8
2014-04-21,333.0
2014-04-22,337.95
2014-04-23,338.65
2014-04-25,329.45
2014-04-28,321.0
2014-04-29,314.6
2014-04-30,318.5
2014-05-02,310.4
2014-05-05,308.6
2014-05-06,300.2
2014-05-07,300.0
2014-05-08,299.85
2014-05-09,300.0
2014-05-12,311.55
2014-05-13,313.85
2014-05-14,311.35
2014-05-15,304.3
2014-05-16,311.35
2014-05-19,321.8
2014-05-20,323.85
2014-05-21,317.9
2014-05-22,326.5
2014-05-23,329.85
2014-05-26,327.7
2014-05-27,322.2
2014-05-28,325.3
2014-05-29,308.65
2014-05-30,302.75
2014-06-02,301.0
2014-06-03,302.85
2014-06-04,297.15
2014-06-05,293.8
2014-06-06,298.0
2014-06-09,294.1
2014-06-10,291.3
2014-06-11,298.25
2014-06-12,298.9
2014-06-13,291.3
2014-06-16,296.85
2014-06-17,300.15
2014-06-18,304.15
2014-06-19,309.1
2014-06-20,309.25
2014-06-23,314.05
2014-06-24,314.95
2014-06-25,320.8
2014-06-26,322.75
2014-06-27,320.8
2014-06-30,325.8
2014-07-01,324.5
2014-07-02,325.8
2014-07-03,329.9
2014-07-04,332.7
2014-07-07,330.75
2014-07-08,328.55
2014-07-09,334.05
2014-07-10,329.35
2014-07-11,329.05
2014-07-14,330.25
2014-07-15,331.4
2014-07-16,342.05
2014-07-17,349.5
2014-07-18,349.45
2014-07-21,349.95
2014-07-22,353.9
2014-07-23,352.55
2014-07-24,358.6
2014-07-25,369.75
2014-07-28,364.2
2014-07-30,359.85
2014-07-31,372.3
2014-08-01,365.1
2014-08-04,373.55
2014-08-05,367.1
2014-08-06,368.45
2014-08-07,358.65
2014-08-08,366.85
2014-08-11,369.95
2014-08-12,369.5
2014-08-13,370.45
2014-08-14,369.55
2014-08-18,369.8
2014-08-19,368.45
2014-08-20,366.75
2014-08-21,375.15
2014-08-22,385.95
2014-08-25,395.15
2014-08-26,412.8
2014-08-27,409.4
2014-08-28,410.5
2014-09-01,409.25
2014-09-02,401.85
2014-09-03,398.0
2014-09-04,393.85
2014-09-05,392.35
2014-09-08,390.2
2014-09-09,395.0
2014-09-10,393.25
2014-09-11,393.5
2014-09-12,400.7
2014-09-15,398.25
2014-09-16,387.35
2014-09-17,386.0
2014-09-18,398.7
2014-09-19,394.7
2014-09-22,394.6
2014-09-23,395.7
2014-09-24,396.45
2014-09-25,394.35
2014-09-26,398.75
2014-09-29,400.9
2014-09-30,397.1
2014-10-01,396.35
2014-10-07,395.35
2014-10-08,391.2
2014-10-09,391.25
2014-10-10,388.1
2014-10-13,385.6
2014-10-14,384.9
2014-10-16,381.8
2014-10-17,388.75
2014-10-20,389.8
2014-10-21,399.5
2014-10-22,409.15
2014-10-23,416.45
2014-10-27,412.25
2014-10-28,407.7
2014-10-29,413.25
2014-10-30,414.05
2014-10-31,414.2
2014-11-03,411.05
2014-11-05,400.85
2014-11-07,399.85
2014-11-10,405.85
2014-11-11,407.9
2014-11-12,407.3
2014-11-13,401.7
2014-11-14,414.55
2014-11-17,432.85
2014-11-18,430.0
2014-11-19,422.95
2014-11-20,423.25
2014-11-21,440.8
2014-11-24,451.15
2014-11-25,439.55
2014-11-26,439.65
2014-11-27,432.6
2014-11-28,460.3
2014-12-01,475.7
2014-12-02,480.85
2014-12-03,488.05
2014-12-04,478.75
2014-12-05,479.4
2014-12-08,483.8
2014-12-09,484.7
2014-12-10,494.3
2014-12-11,485.55
2014-12-12,479.2
2014-12-15,468.45
2014-12-16,467.4
2014-12-17,457.2
2014-12-18,468.65
2014-12-19,495.1
2014-12-22,509.3
2014-12-23,505.55
2014-12-24,500.0
2014-12-26,510.95
2014-12-29,520.9
2014-12-30,532.05
2014-12-31,543.05
