Date,RELAXO
2014-01-01,225.5
2014-01-02,239.7
2014-01-03,245.0
2014-01-06,238.5
2014-01-07,240.15
2014-01-08,242.3
2014-01-09,231.55
2014-01-10,224.2
2014-01-13,228.95
2014-01-14,238.1
2014-01-15,240.9
2014-01-16,241.2
2014-01-17,238.35
2014-01-20,240.25
2014-01-21,238.15
2014-01-22,243.5
2014-01-23,240.0
2014-01-24,241.7
2014-01-27,237.85
2014-01-28,239.6
2014-01-29,230.5
2014-01-30,234.3
2014-01-31,230.8
2014-02-03,234.6
2014-02-04,233.8
2014-02-05,263.0
2014-02-06,265.15
2014-02-07,265.0
2014-02-10,267.15
2014-02-11,266.25
2014-02-12,264.65
2014-02-13,264.9
2014-02-14,265.05
2014-02-17,265.7
2014-02-18,260.2
2014-02-19,256.0
2014-02-20,252.9
2014-02-21,253.0
2014-02-24,248.95
2014-02-25,251.05
2014-02-26,254.8
2014-02-28,253.6
2014-03-03,257.55
2014-03-04,261.5
2014-03-05,260.1
2014-03-06,266.85
2014-03-07,263.35
2014-03-10,260.0
2014-03-11,261.1
2014-03-12,266.65
2014-03-13,270.05
2014-03-14,270.8
2014-03-18,298.5
2014-03-19,286.5
2014-03-20,286.25
2014-03-21,281.55
2014-03-22,279.7
2014-03-24,287.2
2014-03-25,290.75
2014-03-26,294.7
2014-03-27,295.15
2014-03-28,293.75
2014-03-31,294.3
2014-04-01,299.2
2014-04-02,299.9
2014-04-03,294.5
2014-04-04,290.45
2014-04-07,297.95
2014-04-09,291.55
2014-04-10,288.45
2014-04-11,288.0
2014-04-15,295.95
2014-04-16,300.65
2014-04-17,298.2
2014-04-21,306.75
2014-04-22,301.65
2014-04-23,298.95
2014-04-25,303.55
2014-04-28,302.35
2014-04-29,301.95
2014-04-30,303.35
2014-05-02,305.15
2014-05-05,305.6
2014-05-06,339.75
2014-05-07,335.1
2014-05-08,339.6
2014-05-09,340.45
2014-05-12,362.5
2014-05-13,361.8
2014-05-14,360.85
2014-05-15,367.25
2014-05-16,355.7
2014-05-19,359.95
2014-05-20,360.0
2014-05-21,357.2
2014-05-22,365.2
2014-05-23,360.15
2014-05-26,359.4
2014-05-27,361.35
2014-05-28,362.2
2014-05-29,369.95
2014-05-30,369.85
2014-06-02,373.0
2014-06-03,378.5
2014-06-04,400.95
2014-06-05,399.6
2014-06-06,399.35
2014-06-09,390.6
2014-06-10,391.3
2014-06-11,389.4
2014-06-12,385.75
2014-06-13,386.05
2014-06-16,390.05
2014-06-17,390.05
2014-06-18,388.85
2014-06-19,381.8
2014-06-20,381.95
2014-06-23,376.35
2014-06-24,376.65
2014-06-25,375.45
2014-06-26,381.05
2014-06-27,380.45
2014-06-30,383.75
2014-07-01,381.75
2014-07-02,395.95
2014-07-03,385.75
2014-07-04,400.6
2014-07-07,391.75
2014-07-08,371.75
2014-07-09,374.1
2014-07-10,391.1
2014-07-11,392.05
2014-07-14,387.3
2014-07-15,390.1
2014-07-16,387.05
2014-07-17,398.7
2014-07-18,391.85
2014-07-21,397.6
2014-07-22,405.15
2014-07-23,395.55
2014-07-24,393.0
2014-07-25,394.6
2014-07-28,384.65
2014-07-30,388.05
2014-07-31,387.1
2014-08-01,385.4
2014-08-04,390.7
2014-08-05,397.6
2014-08-06,397.8
2014-08-07,395.55
2014-08-08,401.15
2014-08-11,389.65
2014-08-12,391.35
2014-08-13,383.85
2014-08-14,390.2
2014-08-18,391.65
2014-08-19,396.75
2014-08-20,403.35
2014-08-21,401.5
2014-08-22,400.45
2014-08-25,400.1
2014-08-26,390.5
2014-08-27,437.85
2014-08-28,435.25
2014-09-01,427.15
2014-09-02,424.15
2014-09-03,435.1
2014-09-04,432.35
2014-09-05,438.9
2014-09-08,441.35
2014-09-09,443.6
2014-09-10,469.9
2014-09-11,465.1
2014-09-12,466.55
2014-09-15,469.3
2014-09-16,477.15
2014-09-17,481.9
2014-09-18,482.4
2014-09-19,481.45
2014-09-22,508.65
2014-09-23,490.9
2014-09-24,495.25
2014-09-25,481.25
2014-09-26,467.55
2014-09-29,476.8
2014-09-30,477.8
2014-10-01,515.7
2014-10-07,496.85
2014-10-08,498.8
2014-10-09,501.35
2014-10-10,491.6
2014-10-13,497.45
2014-10-14,495.35
2014-10-16,490.85
2014-10-17,499.2
2014-10-20,494.0
2014-10-21,499.95
2014-10-22,496.55
2014-10-23,498.05
2014-10-27,500.8
2014-10-28,500.6
2014-10-29,503.3
2014-10-30,503.55
2014-10-31,513.3
2014-11-03,521.7
2014-11-05,520.15
2014-11-07,518.35
2014-11-10,516.45
2014-11-11,516.7
2014-11-12,522.2
2014-11-13,531.15
2014-11-14,528.95
2014-11-17,525.65
2014-11-18,521.1
2014-11-19,513.55
2014-11-20,516.35
2014-11-21,516.85
2014-11-24,521.0
2014-11-25,491.0
2014-11-26,486.95
2014-11-27,493.05
2014-11-28,493.9
2014-12-01,489.0
2014-12-02,491.7
2014-12-03,508.25
2014-12-04,513.9
2014-12-05,527.2
2014-12-08,514.4
2014-12-09,502.15
2014-12-10,516.85
2014-12-11,517.3
2014-12-12,515.15
2014-12-15,518.15
2014-12-16,512.35
2014-12-17,514.45
2014-12-18,538.3
2014-12-19,545.55
2014-12-22,535.95
2014-12-23,522.4
2014-12-24,525.2
2014-12-26,517.65
2014-12-29,529.65
2014-12-30,541.35
2014-12-31,562.05
