Date,AIAENG
2014-01-01,477.2
2014-01-02,463.6
2014-01-03,460.75
2014-01-06,470.05
2014-01-07,465.4
2014-01-08,463.15
2014-01-09,469.55
2014-01-10,485.4
2014-01-13,484.8
2014-01-14,487.55
2014-01-15,508.1
2014-01-16,510.35
2014-01-17,508.45
2014-01-20,498.3
2014-01-21,519.95
2014-01-22,524.1
2014-01-23,521.4
2014-01-24,512.35
2014-01-27,510.7
2014-01-28,500.55
2014-01-29,501.7
2014-01-30,508.0
2014-01-31,511.5
2014-02-03,530.05
2014-02-04,571.7
2014-02-05,544.15
2014-02-06,524.1
2014-02-07,534.3
2014-02-10,529.8
2014-02-11,555.95
2014-02-12,555.9
2014-02-13,565.5
2014-02-14,565.75
2014-02-17,554.5
2014-02-18,569.1
2014-02-19,570.25
2014-02-20,562.55
2014-02-21,560.2
2014-02-24,567.95
2014-02-25,551.05
2014-02-26,555.2
2014-02-28,568.55
2014-03-03,554.35
2014-03-04,569.45
2014-03-05,569.1
2014-03-06,568.9
2014-03-07,567.85
2014-03-10,563.75
2014-03-11,566.6
2014-03-12,562.3
2014-03-13,559.9
2014-03-14,559.9
2014-03-18,569.5
2014-03-19,567.5
2014-03-20,558.95
2014-03-21,555.95
2014-03-22,555.6
2014-03-24,553.65
2014-03-25,546.1
2014-03-26,543.6
2014-03-27,545.1
2014-03-28,544.65
2014-03-31,558.85
2014-04-01,543.5
2014-04-02,548.0
2014-04-03,539.9
2014-04-04,549.7
2014-04-07,550.8
2014-04-09,555.3
2014-04-10,560.95
2014-04-11,569.95
2014-04-15,570.05
2014-04-16,570.1
2014-04-17,570.1
2014-04-21,593.25
2014-04-22,605.05
2014-04-23,606.25
2014-04-25,605.45
2014-04-28,614.2
2014-04-29,608.2
2014-04-30,603.55
2014-05-02,610.2
2014-05-05,611.6
2014-05-06,638.45
2014-05-07,645.6
2014-05-08,641.85
2014-05-09,633.2
2014-05-12,623.9
2014-05-13,620.0
2014-05-14,611.05
2014-05-15,609.3
2014-05-16,596.95
2014-05-19,587.45
2014-05-20,646.5
2014-05-21,673.3
2014-05-22,710.6
2014-05-23,725.85
2014-05-26,772.25
2014-05-27,794.45
2014-05-28,753.85
2014-05-29,735.35
2014-05-30,755.35
2014-06-02,779.65
2014-06-03,761.25
2014-06-04,761.1
2014-06-05,780.75
2014-06-06,787.8
2014-06-09,786.8
2014-06-10,789.6
2014-06-11,782.0
2014-06-12,785.7
2014-06-13,780.7
2014-06-16,780.95
2014-06-17,802.0
2014-06-18,820.5
2014-06-19,814.6
2014-06-20,806.45
2014-06-23,815.9
2014-06-24,807.5
2014-06-25,796.95
2014-06-26,800.35
2014-06-27,791.0
2014-06-30,776.4
2014-07-01,769.6
2014-07-02,784.75
2014-07-03,767.9
2014-07-04,777.75
2014-07-07,773.05
2014-07-08,773.35
2014-07-09,746.85
2014-07-10,728.55
2014-07-11,727.25
2014-07-14,728.95
2014-07-15,731.7
2014-07-16,728.0
2014-07-17,733.6
2014-07-18,726.15
2014-07-21,716.55
2014-07-22,720.25
2014-07-23,717.7
2014-07-24,749.4
2014-07-25,765.05
2014-07-28,760.05
2014-07-30,772.15
2014-07-31,779.7
2014-08-01,781.5
2014-08-04,769.6
2014-08-05,763.75
2014-08-06,785.35
2014-08-07,782.25
2014-08-08,771.1
2014-08-11,781.65
2014-08-12,779.5
2014-08-13,769.4
2014-08-14,787.4
2014-08-18,838.4
2014-08-19,836.25
2014-08-20,853.6
2014-08-21,876.2
2014-08-22,867.7
2014-08-25,840.85
2014-08-26,822.55
2014-08-27,839.6
2014-08-28,878.55
2014-09-01,885.3
2014-09-02,917.5
2014-09-03,950.65
2014-09-04,986.9
2014-09-05,946.55
2014-09-08,962.55
2014-09-09,962.95
2014-09-10,957.05
2014-09-11,973.95
2014-09-12,1003.65
2014-09-15,971.15
2014-09-16,952.25
2014-09-17,952.1
2014-09-18,938.9
2014-09-19,936.6
2014-09-22,934.5
2014-09-23,905.2
2014-09-24,938.4
2014-09-25,930.0
2014-09-26,948.85
2014-09-29,925.7
2014-09-30,940.3
2014-10-01,945.5
2014-10-07,924.2
2014-10-08,918.0
2014-10-09,930.35
2014-10-10,928.45
2014-10-13,917.45
2014-10-14,923.4
2014-10-16,896.6
2014-10-17,890.65
2014-10-20,889.8
2014-10-21,884.6
2014-10-22,895.5
2014-10-23,907.8
2014-10-27,892.9
2014-10-28,900.95
2014-10-29,946.3
2014-10-30,940.95
2014-10-31,939.65
2014-11-03,945.85
2014-11-05,978.4
2014-11-07,988.3
2014-11-10,972.1
2014-11-11,1002.15
2014-11-12,1082.2
2014-11-13,1075.25
2014-11-14,1076.6
2014-11-17,1108.0
2014-11-18,1123.45
2014-11-19,1176.95
2014-11-20,1167.3
2014-11-21,1138.4
2014-11-24,1149.55
2014-11-25,1187.45
2014-11-26,1147.05
2014-11-27,1185.95
2014-11-28,1208.75
2014-12-01,1151.85
2014-12-02,1178.25
2014-12-03,1190.3
2014-12-04,1132.3
2014-12-05,1112.65
2014-12-08,1076.25
2014-12-09,1053.2
2014-12-10,1047.45
2014-12-11,1071.65
2014-12-12,1089.25
2014-12-15,1054.0
2014-12-16,1029.45
2014-12-17,1049.5
2014-12-18,1062.0
2014-12-19,1068.0
2014-12-22,1068.0
2014-12-23,1026.55
2014-12-24,1036.35
2014-12-26,1034.35
2014-12-29,1061.2
2014-12-30,1070.05
2014-12-31,1082.45
