Date,BAJAJ-AUTO
2014-01-01,1917.4
2014-01-02,1900.05
2014-01-03,1895.55
2014-01-06,1888.3
2014-01-07,1889.95
2014-01-08,1918.3
2014-01-09,1909.45
2014-01-10,1900.3
2014-01-13,1895.8
2014-01-14,1870.55
2014-01-15,1894.0
2014-01-16,1907.75
2014-01-17,1933.45
2014-01-20,1931.5
2014-01-21,1942.4
2014-01-22,1949.7
2014-01-23,1939.05
2014-01-24,1931.7
2014-01-27,1912.8
2014-01-28,1944.7
2014-01-29,1912.95
2014-01-30,1920.85
2014-01-31,1901.5
2014-02-03,1830.8
2014-02-04,1868.25
2014-02-05,1894.7
2014-02-06,1896.95
2014-02-07,1935.35
2014-02-10,1935.35
2014-02-11,1936.5
2014-02-12,1927.5
2014-02-13,1902.85
2014-02-14,1839.6
2014-02-17,1845.35
2014-02-18,1844.65
2014-02-19,1820.9
2014-02-20,1842.4
2014-02-21,1862.7
2014-02-24,1861.8
2014-02-25,1902.25
2014-02-26,1920.9
2014-02-28,1946.35
2014-03-03,1917.05
2014-03-04,1921.95
2014-03-05,1920.65
2014-03-06,1957.9
2014-03-07,1954.7
2014-03-10,2005.0
2014-03-11,1986.55
2014-03-12,1959.0
2014-03-13,1966.7
2014-03-14,1974.3
2014-03-18,1994.9
2014-03-19,2008.7
2014-03-20,1972.9
2014-03-21,1977.85
2014-03-22,1981.1
2014-03-24,2021.45
2014-03-25,2014.05
2014-03-26,2039.6
2014-03-27,2072.35
2014-03-28,2058.0
2014-03-31,2083.6
2014-04-01,2065.2
2014-04-02,2053.6
2014-04-03,2053.35
2014-04-04,2028.9
2014-04-07,2022.6
2014-04-09,2031.3
2014-04-10,2022.15
2014-04-11,2007.55
2014-04-15,2004.4
2014-04-16,2000.55
2014-04-17,2016.05
2014-04-21,2014.15
2014-04-22,2003.35
2014-04-23,2004.65
2014-04-25,1996.05
2014-04-28,1985.0
2014-04-29,1939.5
2014-04-30,1912.15
2014-05-02,1906.7
2014-05-05,1918.85
2014-05-06,1900.35
2014-05-07,1868.15
2014-05-08,1879.25
2014-05-09,1919.95
2014-05-12,1948.15
2014-05-13,1977.3
2014-05-14,2041.75
2014-05-15,1950.5
2014-05-16,1931.7
2014-05-19,1878.35
2014-05-20,1866.4
2014-05-21,1961.15
2014-05-22,1986.75
2014-05-23,1976.25
2014-05-26,1961.2
2014-05-27,1972.0
2014-05-28,1948.4
2014-05-29,1941.2
2014-05-30,1943.95
2014-06-02,1974.4
2014-06-03,1970.15
2014-06-04,2002.5
2014-06-05,2000.9
2014-06-06,2048.4
2014-06-09,2161.75
2014-06-10,2152.5
2014-06-11,2180.85
2014-06-12,2185.6
2014-06-13,2170.7
2014-06-16,2169.75
2014-06-17,2160.35
2014-06-18,2150.6
2014-06-19,2160.25
2014-06-20,2179.8
2014-06-23,2191.1
2014-06-24,2221.15
2014-06-25,2275.85
2014-06-26,2289.0
2014-06-27,2309.1
2014-06-30,2316.2
2014-07-01,2334.7
2014-07-02,2349.8
2014-07-03,2300.1
2014-07-04,2299.2
2014-07-07,2302.7
2014-07-08,2226.3
2014-07-09,2169.65
2014-07-10,2152.2
2014-07-11,2133.95
2014-07-14,2127.55
2014-07-15,2155.75
2014-07-16,2137.1
2014-07-17,2087.65
2014-07-18,2081.25
2014-07-21,2070.7
2014-07-22,2070.15
2014-07-23,2105.3
2014-07-24,2108.7
2014-07-25,2100.75
2014-07-28,2084.05
2014-07-30,2079.4
2014-07-31,2075.9
2014-08-01,2057.9
2014-08-04,2088.1
2014-08-05,2155.6
2014-08-06,2143.75
2014-08-07,2139.25
2014-08-08,2121.65
2014-08-11,2129.3
2014-08-12,2135.55
2014-08-13,2147.95
2014-08-14,2135.0
2014-08-18,2134.5
2014-08-19,2198.2
2014-08-20,2198.8
2014-08-21,2268.05
