Date,SUDARSCHEM
2014-01-01,414.0
2014-01-02,397.0
2014-01-03,403.0
2014-01-06,414.8
2014-01-07,405.0
2014-01-08,405.1
2014-01-09,405.0
2014-01-10,405.0
2014-01-13,410.55
2014-01-14,426.75
2014-01-15,419.8
2014-01-16,407.6
2014-01-17,410.1
2014-01-20,423.55
2014-01-21,412.2
2014-01-22,410.25
2014-01-23,410.2
2014-01-24,402.65
2014-01-27,409.45
2014-01-28,407.0
2014-01-29,420.0
2014-01-30,405.35
2014-01-31,409.6
2014-02-03,410.0
2014-02-04,401.05
2014-02-05,410.0
2014-02-06,409.6
2014-02-07,405.65
2014-02-10,425.9
2014-02-11,444.05
2014-02-12,445.8
2014-02-13,450.0
2014-02-14,450.0
2014-02-17,471.4
2014-02-18,469.2
2014-02-19,460.65
2014-02-20,459.9
2014-02-21,453.05
2014-02-24,450.0
2014-02-25,450.6
2014-02-26,446.0
2014-02-28,455.0
2014-03-03,455.9
2014-03-04,461.0
2014-03-05,465.05
2014-03-06,470.0
2014-03-07,470.0
2014-03-10,478.6
2014-03-11,477.3
2014-03-12,470.0
2014-03-13,470.0
2014-03-14,475.0
2014-03-18,470.1
2014-03-19,476.0
2014-03-20,480.0
2014-03-21,481.0
2014-03-24,477.0
2014-03-25,482.0
2014-03-26,489.7
2014-03-27,490.95
2014-03-28,489.95
2014-03-31,504.3
2014-04-01,526.65
2014-04-02,537.95
2014-04-03,546.05
2014-04-04,552.25
2014-04-07,577.05
2014-04-09,590.05
2014-04-10,594.85
2014-04-11,585.0
2014-04-15,591.4
2014-04-16,585.05
2014-04-17,585.05
2014-04-21,580.15
2014-04-22,571.8
2014-04-23,570.0
2014-04-25,571.75
2014-04-28,572.0
2014-04-29,574.05
2014-04-30,572.0
2014-05-02,572.0
2014-05-05,570.5
2014-05-06,623.4
2014-05-07,615.85
2014-05-08,604.0
2014-05-09,612.5
2014-05-12,591.45
2014-05-13,616.0
2014-05-14,615.0
2014-05-15,615.05
2014-05-16,615.0
2014-05-19,620.0
2014-05-20,625.0
2014-05-21,681.55
2014-05-22,749.95
2014-05-23,723.7
2014-05-26,706.0
2014-05-27,680.3
2014-05-28,682.35
2014-05-29,698.4
2014-05-30,706.0
2014-06-02,703.65
2014-06-03,697.6
2014-06-04,707.4
2014-06-05,720.0
2014-06-06,706.05
2014-06-09,717.1
2014-06-10,740.15
2014-06-11,715.3
2014-06-12,730.0
2014-06-13,725.0
2014-06-16,725.9
2014-06-17,737.85
2014-06-18,730.15
2014-06-19,715.0
2014-06-20,709.95
2014-06-23,703.0
2014-06-24,734.0
2014-06-25,725.0
2014-06-27,725.0
2014-06-30,758.8
2014-07-01,757.0
2014-07-02,761.3
2014-07-03,811.9
2014-07-04,809.8
2014-07-07,828.85
2014-07-08,806.75
2014-07-09,751.95
2014-07-10,694.3
2014-07-11,699.95
2014-07-14,682.25
2014-07-16,710.3
2014-07-17,730.0
2014-07-18,728.45
2014-07-21,745.35
2014-07-22,721.9
2014-07-23,725.0
2014-07-24,777.0
2014-07-25,787.95
2014-07-28,781.95
2014-07-30,780.0
2014-07-31,841.7
2014-08-01,840.0
2014-08-04,1008.0
2014-08-05,1160.1
2014-08-06,1194.15
2014-08-07,1184.2
2014-08-08,1137.05
2014-08-11,1136.9
2014-08-12,1077.0
2014-08-13,1103.35
2014-08-14,1089.9
2014-08-18,1078.8
2014-08-19,1086.25
2014-08-20,1087.45
2014-08-21,1085.45
2014-08-22,1086.15
2014-08-25,1083.2
2014-08-26,1083.6
2014-08-27,1081.55
2014-08-28,1081.4
2014-09-01,1087.85
2014-09-02,1087.4
2014-09-03,1085.05
2014-09-04,1087.35
2014-09-05,1087.75
2014-09-08,1087.7
2014-09-09,1087.7
2014-09-10,1085.15
2014-09-11,1087.9
2014-09-12,1196.2
2014-09-15,1149.85
2014-09-16,1145.95
2014-09-17,1153.7
2014-09-18,1168.95
2014-09-19,1138.65
2014-09-22,1156.1
2014-09-23,1131.7
2014-09-24,1146.2
2014-09-25,1119.85
2014-09-26,1140.3
2014-09-29,1127.6
2014-09-30,109.6
2014-10-01,109.6
2014-10-07,103.15
2014-10-08,98.15
2014-10-09,94.45
2014-10-10,88.7
2014-10-13,91.05
2014-10-14,90.65
2014-10-16,85.45
2014-10-17,82.9
2014-10-20,82.2
2014-10-21,84.45
2014-10-22,84.4
2014-10-23,85.7
2014-10-27,87.05
2014-10-28,91.55
2014-10-29,91.15
2014-10-30,90.8
2014-10-31,91.6
2014-11-03,89.25
2014-11-05,89.0
2014-11-07,87.6
2014-11-10,88.95
2014-11-11,89.55
2014-11-12,90.5
2014-11-13,91.25
2014-11-14,91.7
2014-11-17,110.0
2014-11-18,113.9
2014-11-19,106.35
2014-11-20,104.15
2014-11-21,103.65
2014-11-24,102.0
2014-11-25,95.6
2014-11-26,100.8
2014-11-27,103.35
2014-11-28,106.6
2014-12-01,116.25
2014-12-02,117.05
2014-12-03,125.2
2014-12-04,123.55
2014-12-05,120.4
2014-12-08,122.7
2014-12-09,127.3
2014-12-10,128.6
2014-12-11,125.6
2014-12-12,121.55
2014-12-15,117.3
2014-12-16,109.7
2014-12-17,111.2
2014-12-18,119.9
2014-12-19,118.25
2014-12-22,122.3
2014-12-23,119.45
2014-12-24,119.45
2014-12-26,118.25
2014-12-29,119.6
2014-12-30,120.15
2014-12-31,120.2
