Date,MHRIL
2014-01-01,265.1
2014-01-02,259.65
2014-01-03,255.55
2014-01-06,262.05
2014-01-07,264.65
2014-01-08,263.7
2014-01-09,255.9
2014-01-10,255.5
2014-01-13,255.3
2014-01-14,252.3
2014-01-15,259.85
2014-01-16,258.85
2014-01-17,252.5
2014-01-20,253.05
2014-01-21,252.9
2014-01-22,251.2
2014-01-23,253.65
2014-01-24,245.5
2014-01-27,238.85
2014-01-28,240.5
2014-01-29,240.35
2014-01-30,230.55
2014-01-31,230.2
2014-02-03,226.25
2014-02-04,220.85
2014-02-05,223.9
2014-02-06,225.3
2014-02-07,228.0
2014-02-10,231.75
2014-02-11,228.4
2014-02-12,230.15
2014-02-13,229.4
2014-02-14,226.9
2014-02-17,222.8
2014-02-18,225.15
2014-02-19,224.55
2014-02-20,230.15
2014-02-21,230.7
2014-02-24,231.65
2014-02-25,230.55
2014-02-26,233.85
2014-02-28,238.25
2014-03-03,236.45
2014-03-04,238.6
2014-03-05,238.05
2014-03-06,236.4
2014-03-07,237.55
2014-03-10,236.4
2014-03-11,232.8
2014-03-12,235.4
2014-03-13,234.85
2014-03-14,234.55
2014-03-18,230.5
2014-03-19,236.4
2014-03-20,232.4
2014-03-21,233.7
2014-03-22,235.0
2014-03-24,232.75
2014-03-25,231.25
2014-03-26,230.55
2014-03-27,230.4
2014-03-28,233.05
2014-03-31,233.65
2014-04-01,232.45
2014-04-02,235.7
2014-04-03,245.0
2014-04-04,247.6
2014-04-07,246.3
2014-04-09,246.55
2014-04-10,247.6
2014-04-11,249.1
2014-04-15,244.5
2014-04-16,242.2
2014-04-17,243.7
2014-04-21,242.8
2014-04-22,243.25
2014-04-23,241.75
2014-04-25,240.2
2014-04-28,239.1
2014-04-29,239.1
2014-04-30,233.95
2014-05-02,234.9
2014-05-05,237.35
2014-05-06,237.8
2014-05-07,232.9
2014-05-08,230.9
2014-05-09,233.15
2014-05-12,239.4
2014-05-13,238.45
2014-05-14,239.35
2014-05-15,236.05
2014-05-16,239.6
2014-05-19,242.9
2014-05-20,259.45
2014-05-21,260.6
2014-05-22,265.65
2014-05-23,288.6
2014-05-26,271.6
2014-05-27,267.7
2014-05-28,268.6
2014-05-29,266.15
2014-05-30,269.8
2014-06-02,272.2
2014-06-03,271.1
2014-06-04,299.8
2014-06-05,298.2
2014-06-06,299.6
2014-06-09,311.8
2014-06-10,313.2
2014-06-11,312.5
2014-06-12,307.5
2014-06-13,295.6
2014-06-16,299.4
2014-06-17,304.3
2014-06-18,297.35
2014-06-19,298.1
2014-06-20,296.1
2014-06-23,298.25
2014-06-24,305.75
2014-06-25,304.95
2014-06-26,310.35
2014-06-27,314.45
2014-06-30,317.1
2014-07-01,317.95
2014-07-02,315.2
2014-07-03,316.8
2014-07-04,319.95
2014-07-07,328.8
2014-07-08,313.9
2014-07-09,307.4
2014-07-10,308.9
2014-07-11,301.6
2014-07-14,295.95
2014-07-15,301.65
2014-07-16,305.55
2014-07-17,313.65
2014-07-18,315.7
2014-07-21,312.1
2014-07-22,310.55
2014-07-23,307.95
2014-07-24,309.25
2014-07-25,299.95
2014-07-28,298.95
2014-07-30,291.5
2014-07-31,292.7
2014-08-01,288.8
2014-08-04,288.0
2014-08-05,287.75
2014-08-06,285.25
2014-08-07,281.5
2014-08-08,281.15
2014-08-11,281.3
2014-08-12,285.6
2014-08-13,283.5
2014-08-14,288.25
2014-08-18,291.45
2014-08-19,304.05
2014-08-20,305.1
2014-08-21,303.15
2014-08-22,305.4
2014-08-25,297.65
2014-08-26,291.15
2014-08-27,296.85
2014-08-28,299.55
2014-09-01,301.15
2014-09-02,299.85
2014-09-03,297.35
2014-09-04,294.3
2014-09-05,298.65
2014-09-08,299.1
2014-09-09,296.75
2014-09-10,300.4
2014-09-11,297.15
2014-09-12,297.45
2014-09-15,303.85
2014-09-16,298.55
2014-09-17,294.55
2014-09-18,299.45
2014-09-19,297.15
2014-09-22,297.55
2014-09-23,293.05
2014-09-24,289.9
2014-09-25,278.6
2014-09-26,275.6
2014-09-29,295.95
2014-09-30,287.3
2014-10-01,285.5
2014-10-07,286.25
2014-10-08,285.95
2014-10-09,288.2
2014-10-10,283.95
2014-10-13,278.55
2014-10-14,280.05
2014-10-16,283.75
2014-10-17,283.1
2014-10-20,284.0
2014-10-21,285.1
2014-10-22,287.45
2014-10-23,290.05
2014-10-27,288.65
2014-10-28,286.35
2014-10-29,288.85
2014-10-30,287.9
2014-10-31,287.3
2014-11-03,288.5
2014-11-05,281.45
2014-11-07,278.4
2014-11-10,280.5
2014-11-11,282.4
2014-11-12,280.45
2014-11-13,275.6
2014-11-14,275.7
2014-11-17,273.95
2014-11-18,276.3
2014-11-19,274.9
2014-11-20,270.55
2014-11-21,268.3
2014-11-24,265.65
2014-11-25,252.45
2014-11-26,251.95
2014-11-27,251.1
2014-11-28,258.35
2014-12-01,266.05
2014-12-02,267.6
2014-12-03,272.2
2014-12-04,266.05
2014-12-05,265.4
2014-12-08,267.3
2014-12-09,264.1
2014-12-10,268.5
2014-12-11,263.85
2014-12-12,259.8
2014-12-15,255.4
2014-12-16,248.65
2014-12-17,244.65
2014-12-18,251.45
2014-12-19,251.65
2014-12-22,249.7
2014-12-23,248.25
2014-12-24,247.3
2014-12-26,249.95
2014-12-29,252.0
2014-12-30,254.3
2014-12-31,251.8
