Date,ASAHISONG
2014-01-01,70.05
2014-01-02,68.0
2014-01-03,68.0
2014-01-06,68.9
2014-01-07,72.05
2014-01-08,74.9
2014-01-09,73.15
2014-01-10,70.15
2014-01-13,73.5
2014-01-14,74.65
2014-01-15,73.35
2014-01-16,74.3
2014-01-17,73.25
2014-01-20,74.85
2014-01-21,72.15
2014-01-22,71.4
2014-01-23,72.45
2014-01-24,71.0
2014-01-27,69.8
2014-01-28,70.0
2014-01-29,70.5
2014-01-30,68.75
2014-01-31,68.9
2014-02-03,69.3
2014-02-04,69.2
2014-02-05,68.35
2014-02-06,68.25
2014-02-07,69.8
2014-02-10,70.0
2014-02-11,69.05
2014-02-12,69.75
2014-02-13,68.95
2014-02-14,70.0
2014-02-17,70.2
2014-02-18,70.0
2014-02-19,70.2
2014-02-20,70.35
2014-02-21,70.95
2014-02-24,71.0
2014-02-25,72.3
2014-02-26,72.7
2014-02-28,75.9
2014-03-03,74.9
2014-03-04,75.85
2014-03-05,89.9
2014-03-06,85.8
2014-03-07,82.95
2014-03-10,82.9
2014-03-11,81.6
2014-03-12,79.65
2014-03-13,78.05
2014-03-14,76.3
2014-03-18,79.7
2014-03-19,79.15
2014-03-20,76.65
2014-03-21,76.6
2014-03-22,76.35
2014-03-24,77.55
2014-03-25,81.0
2014-03-26,81.0
2014-03-27,81.05
2014-03-28,81.25
2014-03-31,82.1
2014-04-01,82.75
2014-04-02,82.35
2014-04-03,81.8
2014-04-04,85.75
2014-04-07,89.05
2014-04-09,88.05
2014-04-10,85.25
2014-04-11,85.85
2014-04-15,84.95
2014-04-16,83.45
2014-04-17,91.0
2014-04-21,93.75
2014-04-22,89.8
2014-04-23,90.1
2014-04-25,88.25
2014-04-28,87.45
2014-04-29,91.35
2014-04-30,87.65
2014-05-02,87.05
2014-05-05,87.5
2014-05-06,86.6
2014-05-07,88.3
2014-05-08,87.15
2014-05-09,86.3
2014-05-12,84.8
2014-05-13,82.85
2014-05-14,82.55
2014-05-15,82.95
2014-05-16,83.8
2014-05-19,91.5
2014-05-20,92.15
2014-05-21,94.35
2014-05-22,97.55
2014-05-23,96.45
2014-05-26,99.05
2014-05-27,95.75
2014-05-28,93.2
2014-05-29,90.95
2014-05-30,91.55
2014-06-02,96.7
2014-06-03,96.55
2014-06-04,98.2
2014-06-05,106.3
2014-06-06,110.05
2014-06-09,107.45
2014-06-10,108.1
2014-06-11,103.0
2014-06-12,104.3
2014-06-13,102.7
2014-06-16,101.05
2014-06-17,105.9
2014-06-18,107.95
2014-06-19,117.35
2014-06-20,119.35
2014-06-23,123.25
2014-06-24,122.05
2014-06-25,120.75
2014-06-26,121.85
2014-06-27,119.9
2014-06-30,122.45
2014-07-01,120.2
2014-07-02,121.6
2014-07-03,116.45
2014-07-04,116.3
2014-07-07,118.8
2014-07-08,110.8
2014-07-09,109.25
2014-07-10,111.7
2014-07-11,98.85
2014-07-14,95.85
2014-07-15,103.1
2014-07-16,106.45
2014-07-17,109.8
2014-07-18,107.45
2014-07-21,114.1
2014-07-22,112.9
2014-07-23,112.9
2014-07-24,112.0
2014-07-25,108.75
2014-07-28,106.05
2014-07-30,109.6
2014-07-31,115.0
2014-08-01,111.75
2014-08-04,113.2
2014-08-05,120.1
2014-08-06,133.5
2014-08-07,134.95
2014-08-08,131.3
2014-08-11,139.95
2014-08-12,145.15
2014-08-13,126.0
2014-08-14,130.7
2014-08-18,133.45
2014-08-19,135.3
2014-08-20,144.5
2014-08-21,143.4
2014-08-22,143.45
2014-08-25,140.6
2014-08-26,139.35
2014-08-27,146.9
2014-08-28,175.2
2014-09-01,168.5
2014-09-02,184.6
2014-09-03,180.0
2014-09-04,170.2
2014-09-05,176.15
2014-09-08,180.2
2014-09-09,179.3
2014-09-10,175.75
2014-09-11,179.7
2014-09-12,177.1
2014-09-15,176.35
2014-09-16,159.95
2014-09-17,159.35
2014-09-18,165.0
2014-09-19,161.4
2014-09-22,156.75
2014-09-23,155.4
2014-09-24,154.55
2014-09-25,148.4
2014-09-26,146.85
2014-09-29,150.4
2014-09-30,152.2
2014-10-01,155.6
2014-10-07,150.85
2014-10-08,147.4
2014-10-09,154.1
2014-10-10,150.3
2014-10-13,144.3
2014-10-14,143.7
2014-10-16,133.65
2014-10-17,131.7
2014-10-20,136.25
2014-10-21,136.75
2014-10-22,137.6
2014-10-23,140.85
2014-10-27,139.35
2014-10-28,142.0
2014-10-29,142.95
2014-10-30,151.5
2014-10-31,146.0
2014-11-03,162.85
2014-11-05,173.65
2014-11-07,169.35
2014-11-10,173.95
2014-11-11,162.25
2014-11-12,159.1
2014-11-13,153.9
2014-11-14,155.4
2014-11-17,151.7
2014-11-18,152.55
2014-11-19,151.15
2014-11-20,148.0
2014-11-21,148.15
2014-11-24,146.0
2014-11-25,140.5
2014-11-26,149.25
2014-11-27,147.65
2014-11-28,146.7
2014-12-01,145.35
2014-12-02,140.45
2014-12-03,141.7
2014-12-04,143.95
2014-12-05,142.4
2014-12-08,139.5
2014-12-09,139.1
2014-12-10,138.2
2014-12-11,137.75
2014-12-12,138.3
2014-12-15,133.55
2014-12-16,129.1
2014-12-17,128.7
2014-12-18,131.6
2014-12-19,131.85
2014-12-22,139.25
2014-12-23,133.1
2014-12-24,141.35
2014-12-26,143.6
2014-12-29,140.3
2014-12-30,139.65
2014-12-31,139.2
